id	title	author	date	a	b	2	3	5	6	7
379838	Original novel, by T. S. Arthur. Price 25 Cents. Love in a cottage. By T. S. Arthur, author of ""insubordination, or the shoemaker's daughters,"" ""Arthur's temperance tales,"" ""the maiden,"" ""the wife,"" ""the mother,"" etc.	Arthur, T. S	1848	['Author (text)']	['Reference to other works']	['By...author of ""insubordination, or the shoemaker\'s daughters,"" ""Arthur\'s temperance tales,"" ""the maiden,"" ""the wife,"" ""the mother,"" etc.']	['Title pages']	['Indeterminate']	['Male"']	
379858	The pirates of Cape Ann; or the freebooter's foe. A tale of land and water. [illus. w/ caption]. By Charles E. Averill, Author of The secret service ship, The wreckers, etc.,etc.,etc.	Averill, Charles E	1848	['Author (text)']	['Proper name', 'Reference to other works']	['Charles E. Averill, author of The secret service ship, The wreckers, etc., etc., etc.']	['Title page']	['Male']	['Male']	
379884	Temptations: a story for the reformed, by T.S. Arthur. As originally published in the New-York Organ. Illustrated by seven original engravings by R. Major. With other tales.	Arthur, T. S	1848	['Author (text)']	['Proper name']	['By T. S. Arthur']	['Title page']	['Indeterminate']	['Male']	
379944	The Mexican ranchero, or, the maid of the chapparal. [Illustration.] By Charles E. Averill, Author of the ' Secret Service Ship,' ' Corsair King,' &c.	Averill, Charles E	1847	['Author (text)']	['Proper name', 'Reference to other works']	["By Charles E. Averill, Author of the ' Secret Service Ship,' ' Corsair King,' &c., &c."]	['Title page']	['Indeterminate']	['Male']	
379988	Tales from real life. By T. S. Arthur. Containing Bell Martin, Family pride, Mary Ellis, Alice Melville, Pride and principle.	Arthur, T. S	1851	['Author (text)']	['Proper name']	['By T. S. Arthur']	['Title pages']	['Indeterminate']	['Male']	
380015	{dollar}100 prize tale! The gipsey: or, the robbers of Naples. [Illustration and caption.] By Lieutenant Murray, Author of 'Fanny Campbell,' 'The Spanish Musketeer,' 'Roderick the Rover,' etc. etc.	Ballou, Maturin Murray	1847	['Author (paratext)']	['Generic/descriptive']	['The Author']	['Preface']	['Indeterminate']	['Male']	
380133	Sketches of life and character. By T. S. Arthur. Illustrated with sixteen engravings and a portrait of the author.	Arthur, T. S	1853	['Author (text)']	['Proper name']	['By T. S. Arthur.']	['Title page']	['Indeterminate']	['Male']	
380167	Ellen Parry; or, trials of the heart. By Olivia.	Olivia, Briggs, Emily Edson	1850	['Author (text)']	['Proper name']	['By Olivia']	['Title page']	['Female']		['Pseudonym (Emily Edson Briggs).']
380188	Tales of married life. By T. S. Arthur. Containing Married and single. Sweethearts and wives. Lovers and husbands.	Arthur, T. S	1850	['Author (text)']	['Proper name', 'Reference to other works']	['By T. S. Arthur, author of ""sweethearts and wives,"" ""insubordination,\' ""six nights with the Washingtonians,"" &c., &c.']	['Title page (Lovers and Husbands)']	['Indeterminate']	['Male"']	
380228	The young artist; or, the dream of Italy. By T. S. Arthur.	Arthur, T. S	1850	['Author (text)']	['Proper name']	['By T. S. Arthur.']	['Title page']	['Indeterminate']	['Male']	
380231		Arthur, T. S	1850	['Author (text)']	['Proper name', 'Reference to other works']	['By T. S. Arthur. Author of ""Mary Moreton; or, the bboken [sic] promise,"" ""love in high life,"" ""love in a cottage,"" ""Agnes; or, the possessed, a revelation of mesmerism,"" ""insubordination; or, the shoemaker\'s daughters,"" ""Lucy Sanford, a story of the heart,"" etc., etc.']	['Title page']	['Indeterminate']	['Male"']	
380249	Riches have wings; or, a tale for the rich and poor. By T. S. Arthur. Author of ""Keeping up appearances,"" the ""Young music teacher,"" ""Lady at home,"" etc.	Arthur, T. S	1849	['Author (text)']	['Proper name', 'Reference to other works']	['By T. S. Arthur. Author of ""Keeping up appearances,"" the ""Young music teacher,"" ""Lady at home,"" etc.']	['Title page']	['Indeterminate']	['Male"']	
380526	Plays prose and poetry. By Charlotte M. S. Barnes.	Barnes, Charlotte Mary Sanford	1848	['Author (paratext)']	['Proper name']	['Charlotte M. S. Conner.']	['Copyright statement']	['Indeterminate']	['Female']	
380622	Shandy M'Guire ; or, tricks upon travellers: being a story of the north of Ireland. By Paul Peppergrass, esq.	Peppergrass, Paul	1848	['Author (text)']	['Proper name']	['By Paul Peppergrass, esq.']	['Title page']	['Male']	['Male']	
380625	4th. Edition----Immense Success! Mary Bean: or, the mysterious murder. With the sequel.	J. A. B.	1850	['Author (paratext)']	['Generic/descriptive']	['The Author.']	['Preface']	['Indeterminate']	['Female']	
380672	Zoraida, or the witch of Naumkeag. [Illustration]. By Egbert Augustus Cowslip, esq.	Barker, B	1845	['Author (text)']	['Proper name']	['By Egbert Augustus Cowslip, esq.']	['Title pages']	['Male']	['Male']	['Pseudonym for Benjamin Barker']
380676	The stolen wife: an American romance. By the author of ""The tailor's apprentice,"" and ""The little pilgrims.""	Arthur, T. S	1843	['Author (text)']	['Reference to other works']	['By the author of ""The tailor\'s apprentice,"" and ""The little pilgrims.""']	['Titlepage']	['Indeterminate']	['Male"']	
380729	The wife: a story for my young countrywomen. By T. S. Arthur, author of ""The maiden.""	Arthur, T. S	1845	['Author (text)']	['Proper name', 'Reference to other works']	['By T. S. Arthur, author of ""The maiden""']		['Indeterminate']	['Male"']	
380752	Sketches of green mountain life; with an autobiography of the author. By Miss Elizabeth Allen.	Allen, Elizabeth	1846	['Author (text)']	['Proper name']	['Miss Elizabeth Allen']	['Title page']	['Female']	['Female']	
380846	Fourth edition. Price 25 cents. A romance of the sea-serpent, or the icthyosaurus. Also, a collection of the ancient and modern authories, with letters from distinguished merchants and men of science. [epigraph].	Batchelder, Eugene	1850	['Author (paratext)']	['Generic/descriptive']	['The author']	['Preface']	['Indeterminate']	['Male']	
427580	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume III.	Fielding, Henry	1814	['Author (text)']	['Generic/Descriptive']	['Your most obliged, Most obedient humble servant, HENRY FIELDING']	['Dedication']	['Male']	['Male']	
427785	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume IV.	Fielding, Henry	1814	['Author (text)']	['Generic/Descriptive']	["your lordship's most obedient and most humble servant, HENRY FIELDING"]	['Dedication']	['Male']	['Male']	
427894	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume V.	Fielding, Henry	1814	['Author (text)']	['Generic/Descriptive']	[':your most obedient, and most humble servant, Pasquin""']	['Dedication']	['Male']	['Male']	
428027	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume VII.	Fielding, Henry	1815	['Author (text)']	['Generic/Descriptive']	['Sir, your most obliged, obedient humble servant, Henry Fielding']	['Dedication']	['Male']	['Male']	
440209	Illustrations of lying, in all its branches.  By Amelia Opie.  In two volumes.  Vol I	Opie, Amelia	1825	['Author (paratext)']	['Proper name']	['Amelia Opie']	['Preface']	['Female']	['Female']	
440230	The man of feeling.  A new edition.	Mackenzie, Henry	1800	['Editor (text)']	['Generic/Descriptive']	['the editor is accountable only for scattered chapters and fragments [...] the nummber at the top, when the chapter was entire, he has given as it originally stood, with the title which its author had affixed to it.']	['Footnote']	['Male']	['Unknown']	
440270	The empire of the Nairs; or, the rights of women. An utopian romance, in twelve books. By James Lawrence, author of The bosom friend, Love, an allegory, etc. In four volumes. Vol. I. Second edition.	Lawrence, James	1813	['Author (source text)']	['General/Descriptive']	['The author of this work being in Germany in 1793...he feels the neccesity of not longer delaying this publication...']	['Advertisment']	['Male']	['Male']	
440290	A few days in Athens, being the translation of a Greek manuscript discovered in Herculaneum. By Frances Wright, author of ""views of society and manners in America.""	Wright, Frances,	1822	['Translator (text)']	['Generic/Descriptive']	['A MS. copy was transmitted to me in Paris, with a request that I would forthwith see it translated into the English and French languages.']	['To the reader']	['Indeterminate']	['Unknown']	
440294	Adsonville: or marrying out. A narrative tale.		1824	['Author (text)']	['Generic/descriptive']	['""The following Tale was mostly written, whilst the Author had extreme youth to plead in extenuation of its faults: since it has, by some particular friends, been earnestly requested for publication, some additions have been made, in which, it is probable, some chronogrammatical incogruities may strike the reader. The writer has not the vanity to fear that it will be considered of sufficient consequence to affect the character of American literature, as he has no prospect of setting up for an Author; and he most faithfully promises, if this shall pass with impunity, to sin no more.""']	['Preface']	['Male']	['Unknown"']	
440295	Amabel; or, memoirs of a woman of fashion. By Mrs. Hervey, author of The Mourtray family, &c. In four volumes. Vol. I.	Hervey, Elizabeth	1814	['Author (text)']	['Generic/Descriptive']	['The trifling tale which now appears in print was composed for a purpose that I had much at heart, and in despite of its demerits having been graciously received, where I most ardently wished it might afford ammusement [...]']	['Dedication']	['Indeterminate']	['Female']	
440296	An antidote to the miseries of human life: in the history of the widow Placid and her daughter Rachael. The first American, from the second London, Edition. 	Corp, Harriet	1808	['Author (text)']	['Generic/descriptive']	['We think the author has taken a most agreeable way of convincing his readers...']	['Review']	['Male']	['Female']	
440305	Elizabeth, or, the exiles of Siberia, translated by Mrs. Meeke.  	Cottin, Madame (Sophie),	1814	['Author (paratext)']	['Generic/descriptive']	["The Author's Preface"]	['Preface']	['Indeterminate']	['Unknown']	
440308	Glenarvon. In three volumes. Vol. I. Third Edition.	Lamb, Caroline,	1816	['Author (text)']	['Generic/Descriptive']	['It was written under the pressure of affliction, with the feelings of resentment which are excited by misrepresentation, and the bitterness of a wounded spirit.']	['Preface']	['Unknown']	['Female']	
440315	Illustrations of lying, in all its branches. By Amelia Opie. From the second London edition. 	Opie, Amelia	1827	['Author (paratext)']	['By proper name']	['Preface and dedication are signed ""Amelia Opie""']	['Preface']	['Female']	['Female"']	
440316	Illustrations of lying in all its branches.  By Amelia Opie.	Opie, Amelia	1829	['Author (paratext)']	['Proper name']	['Dedication is signed ""Amelia Opie""']	['Dedication']	['Female']	['Female"']	
440320	Third edition. Life high & low. By the author of The Greeks, Pigeons, Fashion, To night, Ton, Modern belles, Modern beaux, Dress and address, &c. Embellished with humorous colored plates. 	Author of The Greeks	1819	['Author (text)']	['Generic/Descriptive']	['In this short essay on Haut Ton et Bas Ton, we shall give an outline of this life and scenery; advising our reader, for his own sake, to be satisfied with description [...]']	['Preface']	['Indeterminate']	['Unknown']	
440321	The surprising adventures of Bampfylde Moore Carew, king of the beggars containing his life a dictionary of the Cant Language and many entertaining particulars of that extraordinary man. A new edition corrected & much improved.		1812	['Editor (text)']	['Generic/Descriptive']	['[...] Seriously, however, we hold him up as a character more remarkable for eccentricity than worthy of imitation. The editor.']	['Preface']	['Indeterminate']	['Unknown']	
440332	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant.	Brackenridge, H. H	1825	['Author (text)']	['Proper name']	['By H. H. Brackenridge']	['Title page']	['Indeterminate']	['Male']	
440333	Simple Tales: by Mrs. Opie. In four volumes. Vol. I. 	Opie, Amelia	1806	['Author (text)']	['By proper name']	['by Mrs. Opie']	['Title page']	['Female']	['Female']	
440334	New tales.  By Mrs. Opie.  In four volumes.  Vol. I.	Opie, Amelia	1818	['Author (text)']	['Proper name']	['By Mrs. Opie']	['Title page']	['Female']	['Female']	
440354	A few days in Athens, being the translation of a Greek manuscript discovered in Herculaneum. By Frances Wright, author of ""views of society and manners in America.""	Wright, Frances,	1822	['Translator (text)']	['Generic/Descriptive']	['A MS. copy was transmitted to me in Paris, with a request that I would forthwith see it translated into the English and French languages.']	['To the reader']	['Indeterminate']	['Unknown']	
440357	Adsonville: or marrying out. A narrative tale.		1824	['Author (text)']	['Generic/descriptive']	['""The following Tale was mostly written, whilst the Author had extreme youth to plead in extenuation of its faults: since it has, by some particular friends, been earnestly requested for publication, some additions have been made, in which, it is probable, some chronogrammatical incogruities may strike the reader. The writer has not the vanity to fear that it will be considered of sufficient consequence to affect the character of American literature, as he has no prospect of setting up for an Author; and he most faithfully promises, if this shall pass with impunity, to sin no more.""']	['Preface']	['Male']	['Unknown"']	
440358	Amabel; or, memoirs of a woman of fashion. By Mrs. Hervey, author of The Mourtray family, &c. In four volumes. Vol. I.	Hervey, Elizabeth	1814	['Author (text)']	['Generic/Descriptive']	['The trifling tale which now appears in print was composed for a purpose that I had much at heart, and in despite of its demerits having been graciously received, where I most ardently wished it might afford ammusement [...]']	['Dedication']	['Indeterminate']	['Female']	
440360	An antidote to the miseries of human life: in the history of the widow Placid and her daughter Rachael. The first American, from the second London, Edition. 	Corp, Harriet	1808	['Author (text)']	['Generic/descriptive']	['We think the author has taken a most agreeable way of convincing his readers...']	['Review']	['Male']	['Female']	
440369	Elizabeth, or, the exiles of Siberia, translated by Mrs. Meeke.  	Cottin, Madame (Sophie),	1814	['Author (paratext)']	['Generic/descriptive']	["The Author's Preface"]	['Preface']	['Indeterminate']	['Unknown']	
440372	Glenarvon. In three volumes. Vol. I. Third Edition.	Lamb, Caroline,	1816	['Author (text)']	['Generic/Descriptive']	['It was written under the pressure of affliction, with the feelings of resentment which are excited by misrepresentation, and the bitterness of a wounded spirit.']	['Preface']	['Unknown']	['Female']	
440378	Illustrations of lying, in all its branches. By Amelia Opie. From the second London edition. 	Opie, Amelia	1827	['Author (paratext)']	['By proper name']	['Preface and dedication are signed ""Amelia Opie""']	['Preface']	['Female']	['Female"']	
440379	Illustrations of lying in all its branches.  By Amelia Opie.	Opie, Amelia	1829	['Author (paratext)']	['Proper name']	['Dedication is signed ""Amelia Opie""']	['Dedication']	['Female']	['Female"']	
440385	Third edition. Life high & low. By the author of The Greeks, Pigeons, Fashion, To night, Ton, Modern belles, Modern beaux, Dress and address, &c. Embellished with humorous colored plates. 	Author of The Greeks	1819	['Author (text)']	['Generic/Descriptive']	['In this short essay on Haut Ton et Bas Ton, we shall give an outline of this life and scenery; advising our reader, for his own sake, to be satisfied with description [...]']	['Preface']	['Indeterminate']	['Unknown']	
440386	The surprising adventures of Bampfylde Moore Carew, king of the beggars containing his life a dictionary of the Cant Language and many entertaining particulars of that extraordinary man. A new edition corrected & much improved.		1812	['Editor (text)']	['Generic/Descriptive']	['[...] Seriously, however, we hold him up as a character more remarkable for eccentricity than worthy of imitation. The editor.']	['Preface']	['Indeterminate']	['Unknown']	
440382	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant.	Brackenridge, H. H	1825	['Author (text)']	['Proper name']	['By H. H. Brackenridge']	['Title page']	['Indeterminate']	['Male']	
440394	Simple Tales: by Mrs. Opie. In four volumes. Vol. I. 	Opie, Amelia	1806	['Author (text)']	['By proper name']	['by Mrs. Opie']	['Title page']	['Female']	['Female']	
440395	New tales.  By Mrs. Opie.  In four volumes.  Vol. I.	Opie, Amelia	1818	['Author (text)']	['Proper name']	['By Mrs. Opie']	['Title page']	['Female']	['Female']	
440400	The pilgrim's progress from this world to that which is to come: delivered under the similitude of a dream. By John Bunyan. Johnson's edition.	Bunyan, John	1805	['Author (text)']	['Proper name']	['By John Bunyan']	['Title page']	['Male']	['Male']	
440404	Rasselas, Prince of Abyssinia. A tale. By Dr. Johnson.	Johnson, Samuel	1831	['Author (text)']	['By proper name']	['By Dr. Johnson']	['Title page']	['Indeterminate']	['Male']	
440406	Reginald Dalton. By the author of Valerius, and Adam Blair. In three volumes. Vol. I	Lockhart, J.G. (John Gibson),	1823	['Author (text)']	['Reference to other works']	['By the author of Valerius and Adam Blair']	['Title page']	['Indeterminate']	['Male']	
440409	Temper, or domestic scenes: a tale, in three volumes, by Mrs. Opie. Vol. I.	Opie, Amelia	1812	['Author (text)']	['Proper name']	['By Mrs. Opie']	['Title page']	['Female']	['Female']	
440410	The adventures of Gil Blas. Translated from the French of Le Sage by Tobias Smollet, MD. Vol. I.	Le Sage, Alain-RenÈ	1809	['Author (paratext)']	['By proper name']	['Gil Blas to the reader']	['To the reader']	['Male']	['Male']	
440412	Farmer of New-Jersey; or, a picture of domestic life. A tale. By the translator of Buonaparte's campaign, author of Ferdinand and Elizabeth, &c. &c.	Davis, John	1800	['Author (paratext)']	['Proper name']	['[...] and not supplied by meditation. John Davis.']	['Advertisement']	['Male']	['Male']	
440417	The philosophical wanders: or, the history of the Roman tribune, and the Priestess of Minerva: exhibiting the vicissitudes that diversify the fortunes of nations and individuals. By John Bigland, author of ""the historical and geographical view of the world;"" ""letters on ancient and modern history,"" &c. &c.  	Bigland, John	1811	['Author (text)']	['Proper name; Reference to other works']	['By John Bigland, author of ""the historical and geographical view of the world;"" ""letters on ancient and modern history,"" &c. &c.']	['Title page']	['Male']	['Male "']	
440419	The Quakers; a tale. By Elizabeth B. Lester.	Lester, Elizabeth B	1818	['Author (text)']	['Proper name']	['By Elizabeth B. Lester']	['Title page']	['Female']	['Female']	
440420	The quakers; a tale.  By Elizabeth B. Lester.	Lester, Elizabeth B	1817	['Author (text)']	['Proper name']	['By Elizabeth B. Lester']	['Title page']	['Female']	['Female']	
440421	The quakers; a tale. By Elizabeth B. Lester.	Lester, Elizabeth B	1818	['Author (text)']	['By proper name']	['By Elizabeth B. Lester.']	['Title page']	['Female']	['Female']	
440423	The history of Tom Jones, a foundling. By Henry Fielding, Esq. In four volumes. Vol. I.	Fielding, Henry	1818	['Author (paratext)']	['Proper name']	['[...] I am, with the highest respect and gratitude, Sir, your most obliged, obedient humble servant, Henry Fielding.']	['Dedication']	['Male']	['Male']	
1295841	Secret history; or, the horrors of St. Domingo, in a series of letters, written by a lady at Cape Francois, to Colonel Burr, late Vice-President of the United States, principally during the command of General Rochambeau.	Hassal, Mary	1808	['Author (paratext)']	['Generic/Descriptive']	['[signed] The author.']	['Preface']	['Indeterminate']	['Female']	
1337190	Rosa; or, American genius and education.		1810	['Author(paratext)']	['Generic/Descriptive']	['Your obedient humble servant, the author']	['Dedication']	['Indeterminate']	['Unknown']	
1361816	The pioneers, or the sources of the Susquehanna; a descriptive tale. By the author of ""Precaution."" In two volumes. Vol. I.	Cooper, James Fenimore	1823	['Author (paratext)']	['Proper name']	['James Dill. Clerk of the southern district of New-York']	['Copyright statement']	['Male']	['Male']	
1361817	The pioneers, or the sources of the Susquehanna; a descriptive tale. By the author of ""Precaution."" In two volumes. Vol. I.	Cooper, James Fenimore	1823	['Author (paratext)']	['Generic/Descriptive']	['Yours, truly, the author']	['Preface']	['Indeterminate']	['Male']	
1724557	Precaution, a novel. In two volumes. Vol. I.	Cooper, James Fenimore	1820	['Publisher (text)']	['Generic/Descriptive']	['The publisher regrets, that...many errors have crept into the edition']	['Errata']	['Male']	['Male']	
1740351	Bracebridge hall, or the humourists. A medley, by Geoffrey Crayon, Gent. In two volumes. Vol. I.	Irving, Washington	1822	['Author (paratext)']	['Proper name']	['Thine truly, Geoffrey Crayon']	['Preface']	['Male']		['Authorship claim for a fictional character']
1783632	The wilderness; or Braddock's times. A tale of the west. In two volumes. Vol. I.	M\'Henry, James	1823	['Author (paratext)']	['Proper name']	['James Dill, Clerk of the Southern District of New-York']	['Copyright statement']	['Male']	['Male']	["Pseudonym for James M'Henry"]
1786548	Tadeuskund, the last king of the Lenape. An historical tale.	Hentz, Nicholas Marcellus	1825	['Author (paratext)']	['Proper name']	['[signed] JNO W. Davis, clerk of the district of Massachusetts.']	['Copyright statement']	['Male']	['Unknown']	
1805125	Errata; or, the works of Will. Adams. A tale by the author of Logan, Seventy-six, and Randolph. In two volumes.--Vol. II.	Neal, John	1823	['Author (paratext)']	['Proper name']	['[signed] John Neal']	['Letter']	['Male']	['Male']	
194546	The history of Elenor Williams. By the author of the ""Orphan Sisters,"" and the ""Old Soldier."" First published by the Christian Tract Society. No. X.	M. A. P	1820	['Author (text)']	['Initials']	['M.A.P.']	['End of text']	['Indeterminate']	['Unknown']	
2427580	Gotham and the Gothamites, a medley.	Judah, Samuel B. H	1823	['Author (paratext)']	['Proper name']	['By Cereberrimus et Doctissimus, Terentius Phlogbombus.']	['Other']	['Male']		['Located ""Commentary on Gotham."" Authorship claim for fictional character."']
3454989	The templar. To which is added, the tales of Passaic. By a gentleman of New-York.		1822	['Author (text)']	['Generic/Descriptive']	['By a gentleman of New-York']	['Title Page']	['Male']	['Indeterminate']	
3455357	The rebels, or Boston before the revolution. By the author of Hobomok.	Child, Lydia Maria Francis	1825	['Author (paratext)']	['Proper name']	['[signed] John W. Davis, clerk of the district of Massachusetts.']	['Copyright statement']	['Male']	['Unknown']	
3455848	The elixir of moonshine; being a collection of prose and poetry, by the mad poet. A great proportion of which has never before been published.	Clarke, McDonald	1822	['Author (paratext)']	['Initials']	["M'D. C."]	['P. 8 of Preface']	['Indeterminate']	['Male']	
3456688	The spy; a tale of the neutral ground. By the author of              ""Precaution."" In two volumes. Vol. I. Second edition.	Cooper, James Fenimore	1822	['Author (paratext)']	['Proper name']	['[signed] James Dill, clerk of the southern district of              New-York.']	['Copyright statement']	['Male']	['Male']	
3457680	The pilot; a tale of the sea. By the author of The pioneers, &c. &c. In two volumes....Vol.I.	Cooper, James Fenimore	1823	['Author (paratext)']	['Generic/Descriptive']	['[signed] Your old messmate, the author']	['Dedication']	['Male']	['Male']	
3459911	Salmagundi; or, the whim-whams and opinions of Launcelot Langstaff, esq. and others. Third edition. Volume I.	Irving, Washington	1820	['Author (paratext)']	['Generic/Descriptive']	['Without the knowledge or permission of the authors, and which, if he dared, he would have placed near where their remarks are made [...]']	['Note']	['Male']	['Unknown']	
3464706	Koningsmarke, the long finne, a story of the new world. In two volumes. Vol. I.	Paulding, James Kirke	1823	['Author (paratext)']	['Proper name']	['[signed] James Dill, clerk of the southern district of New-York']	['Copyright statement']	['Male']	['Unknown']	
3466573	L.... family at Washington; or a winter in the metropolis.	Watterston, George	1822	['Editor (text)']	['Generic/Descriptive']	['--Ed.']	['Footnotes']	['Indeterminate']	['Unknown']	
3468177	The valley of Shenandoah: or, memoirs of the Graysons. In two volumes.--Vol. I.	Tucker, George	1824	['Author (paratext)']	['Generic/Descriptive']	['The editor of the following pages feels it his duty to communicate to the public the little he knows concerning their deceased author.']	['To the Reader']	['Male']	['Unknown']	
3469522	Hobomok, a tale of early times. By an American.	Child, Lydia Maria Francis	1824	['Author (text)']	['Generic/Descriptive']	["In the summer of 1823, my friend ******* entered my study with an air which indicated he had something to communicate. 'Frederic', says he, 'do you know I have been thinking of a new plan lately?'---'A wise one, no doubt', replied I; 'but, prithee, what is it?'---'Why, to confess the truth, your friend P******'s remarks concerning our early history, have half tempted me to write a New England novel.'"]	['Preface']	['Male']		['Fictional authorship claim']
3469776	Yorktown: an historical romance. In two volumes. Volume I.	Cushing, E. L	1826	['Author (paratext)']	['Proper name']	['JNO W. Davis Clerk of the District of Massachusetts']	['Copyright statement']	['Male']	['Unknown']	
3469781	Francis Berrian, or the Mexican Patriot. In two volumes. Vol. I.	Flint, Timothy	1826	['Author (paratext)']	['Proper name']	['John W. Davis clerk of the district of Massachusetts']	['Copyright Statement']	['Male']	['Male']	
3469872	George Mason, the young backwoodsman; or 'Don't give up  the ship.' A story of the Mississippi. By the author of 'Francis Berrian.'	Flint, Timothy	1829	['Author (paratext)']	['Proper name']	['[signed] JNO W. Davis, clerk of the district of Massachusetts.']	['Copyright statement']	['Male']	['Unknown']	
5911017	The buccaneers; a romance of our own country, in its ancient day; illustrated with divers marvellous histories, and antique and facetious episodes; gathered from the most authentic chronicles & affirmed records extant from the settlement of the Niew Nederlandts until the times of the famous Richard Kid: carefully collated from the laborious researches, and minute investigations, of that excellent antiquary and sublime philosopher, Yclept Terentius Phlogobombos. In five books.	Judah, Samuel B. H	1827	['Author (paratext)']	['Generic/Descriptive']	['I leave the characters that figure in the above allegory as well as its object [p. xix]']	['Footnotes']	['Indeterminate']	['Male']	
3470604	The life and adventures of Dr. Caleb; who migrated from Egypt, and afterwards practised physic in the land of Canaan and elsewhere: an allegory; designed principally to amuse and edify young people. By Aaron Lummus, Evangelii Praedicator.	Lummus, Aaron	1822	['Author (paratext)']	['Proper name']	['[signed] Ephraim Wiley']	['Review']	['Male']	['Unknown']	
3471348	Keep cool, a novel. Written in hot weather. By somebody, M.D.C. &c. &c. &c. Author of sundry works of great merit---never published, or read, from his-story. Reviewed by -- himself -- ""Esquire."" In two volumes. Vol. I.	Neal, John	1817	['Author (paratext)']	['Proper name']	['Philip Moore, clerk district of Maryland.']	['Copyright statement']	['Male']	['Unknown']	
3471418	Logan, a family history. In two volumes.--Vol. I.	Neal, John	1822	['Author (paratext)']	['Proper name']	['D. Caldwell, Clerk of the Eastern District of Pennsylvania']	['Copyright statement']	['Male']	['Male']	
3471487	Rachel Dyer: a North American story. By John Neal.	Neal, John	1828	['Author (paratext)']	['Generic/Descriptive']	['The author has thought it adviseable to give a few of the many facts upon which the tale is founded']	['Note']	['Indeterminate']	['Male']	
3478066	Hope Leslie; or early times in the Massachusetts. By the author of Redwood. In two volumes. Vol. I.	Sedgwick, Catharine Maria	1827	['Author (paratext)']	['Proper name']	['Fred. J. Betts, clerk of the southern district of New-York']	['Copyright statement']	['Male']	['male']	
3478155	A New-England tale; or, sketches of New-England character and manners.	Sedgwick, Catharine Maria	1822	['Author (text)']	['Generic/Descriptive']	['The writer of this tale has made an humble effort to add something']	['Preface']	['Indeterminate']	['Female']	
3478219	Redwood; a tale. In two volumes. Vol. I.	Sedgwick, Catharine Maria	1824	['Author (text)']	['Generic/Descriptive']	['We have spared no pains to present these volumes to the public in as correct a form as possible']	['Errata']	['Indeterminate']	['Female']	
3478569	Symzonia; a voyage of discovery. By Captain Adam Seaborn.	Seaborn, Adam	1820	['Author (paratext)']	['Proper name']	['[signed] Gilbert Livingston Thompson, a clerk of the southern district of New-York.']	['Copyright statement']	['Male']	['Unknown']	
3478620	A voyage to the moon: with some account of the manners and customs, science and philosophy, of the people of Morosofia, and other Lunarians. By Joseph Atterley.	Tucker, George	1827	['Author (paratext)']	['Proper name']	['[signed] Fred J. Betts, clerk of the southern district of New-York.']	['Copyright statement']	['Male']	['Unknown']	
3480400	Tales of the tripod; or a Delphian evening. By Pertinax Particular.	Watkins, Tobias	1821	['Translator (text)']	['Generic/Descriptive']	["The first tale, entitled 'Adventures of a Watchman,' is taken from an anonymous German correspondent of the 'Leesfruchte'. It pleased me, and I did it into English, expressly to amuse the Delphian club"]	['Preface']	['Indeterminate']	['Male']	
3571220-1	Ellen: A tale--In three parts. By an American lady. Second edition.	Marshall	1820	['Author (text)']	['Generic/Descriptive']	['By an American lady.']	['Title Page']	['Female', 'Female']		
3571220-2	Ellen: A tale--In three parts. By an American lady. Second edition.	Marshall	1820	['Author (text)']	['Generic/Descriptive']	['By an American lady.']	['Title Page']	['Female', 'Female']		
3571294	A visit to a sabbath evening school, a narrative for children. By a sabbath school teacher.	Sabbath school teacher	1818	['Author (text)']	['Generic/Descriptive']	['By a sabbath school teacher.']	['Title page']	['Male']	['Unknown']	
3573803	Memoirs of Catharine Mason and Julia Mills.		1818	['Author (text)']	['Proper name']	['The name of the writer of the following memoir is Julia Mills, whose experience of divine things is so well expressed by herself, that it is given in her own language, without any variation.']	['Introduction']	['Female']	['Female']	['Located in Introduction for Julia Mills section.']
3574061			1821	['Author (paratext)']	['Proper name']	['The dying experience of Mary Jones of North Town; with Remarks, by the Rev. John Cooke.']	['Section title']	['Male']	['Unknown']	
3767898	The witch of New England; a romance.	M\'Call, John C	1824	['Author (paratext)']	['Generic/Descriptive']	['I now select for publication the following from among the Tales of the Traveller.---The editor']	['Introduction']	['Male']		['Fictional authorship claim; this Introduction was likely written by the author']
421748	A son of the forest. The experience of William Apes, a native of the forest. Comprising a notice of the Pequod tribe of Indians. Written by himself.	Apes, William	1829	['Author (paratext)']	['Proper name']	['[signed] Fred J. Betts, clerk of the southern district of New-York.']	['Copyright statement']	['Male']	['Unknown']	
