id	title	author	date	type	transcription	notes	position	vol
1802107	Did you ever see such damned stuff? Or, so-much-the-better. A story without head or tail, wit or humor.		1760	['Table of contents']	['Table of chapters.']	['""Chap. I. Which promises more than it performs -- page 1""', 'The chapter titles are sardonic in tone and do not give away plot details."']	['Front']	
1802363	The secret history of the prince of the Nazarenes and two turks. To which is added, the fatal amour between a beautiful lady, and a young nobleman.		1719	['Footnote']		['""* \'Tis presumed by the compiler of these sheets, that the explanation of this heroglyphick, is the peculiar province of the pseudo-Nazarene students, grazing upon the banks of Isis, and famous for inventing annually dark and amusing AEigma\'s."']	['Middle']	
1807023	The lining of the patch-work screen; design'd for the father entertainment of the ladies. By Mrs. Jane Barker.	Barker, Jane	1726	['Table of contents']	['The contents.']	['Provides chapter titles and corresponding pages.']	['Front']	
1807217	The brothers: or, treachery punish'd. Interspers'd with I. The adventures of Don Alvarez. II. The adventures of Don Lorenzo. III. Cupid and Bacchus, a dramatic entertainment. And, IV. The adventures of Mariana, sister to Don Alvarez. Written by a person of quality.	Person of quality	1730	['Dedication']	['To Mrs. Pulteney']	['""Madam, as the welfare of his country is what your illustrious consort pursues with the greatest zeal and ardour, so it must certainly rob you, of a great share of his company, and leave you many hours for retirement;"']	['Front']	
1808066	The secret history of the present intrigues of the court of Caramania. The second edition corrected.	Haywood, Eliza Fowler	1727	['Key']	['A Key.']	['Includes page numbers. Runs across two pages. Only gives partial names for the pseudonyms used in the novel, for example: ""Pag. 4 Ismonda, Mrs. H-----d. -- Adrastus, Col. H-----d. -- 5. Marmillio, E. S-----h."" "']	['Front']	
1808700	The ladies tales: exemplified in the vertues and vices of the quality, with reflections.		1714	['Table of contents']	['The contents.']	['A short summary of the contents of the text with page numbers. Does not correspond with chapters.']	['Front']	
1813680-1	The prude: a novel. By a young lady.	Young lady	1724	['Dedication']	['To the incomparable Mrs. Eliza Haywood.']	['First line: ""Madam, flattery being so common in a dedication, I resolv\'d to chuse a person whose merit the world was too well acquainted with, to cause the least suspicion of my being guilty of that mean vice.""', '""I will venture, with a prophetick boldness, to assure you, that incomparable play you were pleased to show me part of in manuscript, will be esteemed by the most excellent judges, a matchless piece, and make your fame as immortal, tho\' in a different way, as the never-dying Sapho"" (iv).', 'Signed ""MA.A."']	['Front']	['v.1']
1813680-2	The prude: a novel. By a young lady.	Young lady	1724	['Dedication']	['To the incomparable Mrs. Eliza Haywood.']	['First line: ""Madam, flattery being so common in a dedication, I resolv\'d to chuse a person whose merit the world was too well acquainted with, to cause the least suspicion of my being guilty of that mean vice.""', '""I will venture, with a prophetick boldness, to assure you, that incomparable play you were pleased to show me part of in manuscript, will be esteemed by the most excellent judges, a matchless piece, and make your fame as immortal, tho\' in a different way, as the never-dying Sapho"" (iv).', 'Signed ""MA.A."']	['Front']	
1816853	Pylades and Corinna: or, memoirs of the lives, amours, and writings of Richard Gwinnett, Esq.; of Great Shurdington in Gloucestershire; and Mrs. Elizabeth Thomas, Jun. of Great Russel Street, Bloomsbury. Containing, the letters and other miscellaneous pieces, in prose and verse, which passed between them during a courtship of above sixteen years. Faithfully published from their original manuscripts. Attested by Sir Edward Northey, knight. To which is prefixed, The life of Corinna. Written by her self.	Gwinnett, Richard	1731	['Footnotes']		['Usually informational, throughout the text. Some reference other points in the text, reference other texts, or even contain other texts in the form of poems by authors like Alexander Pope.']	['Middle']	
1818524	Persian Letters. Translated by Mr. Ozell. The third edition.	Montesquieu, Charles de Secondat	1731	['Postscript']	['Postscript to the English reader.']	['“Tho&#x2019; in forming the table of contents I have been the fuller, to the end some of the author&#x2019;s allusions might be the better understood; yet in many places of this work, besides those already taken notice of, I&#x2019;m apt to think the reader will want a few more helps by way of notes.']	['Front']	
1818538	The life of the Countess de Gondez. Written by her own hand in French, and dedicated to the Princess de la Roche-sur-yon. And now faithfully translated into English, by Mrs. P. Aubin.	Lussan, Marguerite de	1729	['To the reader']	['To the reader.']	['Italicized. Transcription: ""I am here going to present to my own nation the history of a French lady\'s life; which, tho it is not filled with a great number of strange events and uncommon transactions, yet has something in it very instructive and very uncommon: for first, she was a great beauty and a great fortune, and chose an old count for a husband when she was not eighteen; and tho she fell in love with a young lord..."']	['Front']	
1819612	The London-spy compleat, in eighteen parts. The first volume of the authors writings. The third edition.	Ward, Edward	1706	['Postscript']	['Postscript.']	['""The wonderful eclipse, which, according to these promises of astronomers, was to bring this wicked world within ambs-ace of the day of judgment, tho\' invisible to us at London...""', 'p. 272-275, at the end of Part XI."']	['Middle']	
189377	Matrimony, a novel; containing a series of interesting adventures. In two volumes.	Shebbeare, John	1766	['Table of contents']	['""Contents of the second volume.""']	['Summaries of each chapter, i.e., ""Chap. XLV Mr. William Worthy leaves London, becomes a Baronet by the death of his brother. A small touch of the author\'s philosophy in the old way. A fainting fit. A marriage, A discovery. A duel. A dream. And, a miscarriage. With several matters, all in one chapter."']	['Front']	['v.1']
191125	Dialogues of the dead.	Lyttelton, George Lyttelton	1760	['Note']		['Marginal notes that serve as citations appear throughout the text.']	['Middle']	
191504-2	The history of the proceedings in the case of Margaret, commonly called Peg, only lawful sister to John Bull, Esq; The second edition.	Ferguson, Adam	1761	['Table of contents.']	['The contents.']	['""Chap. I. How John quarrelled with Lewis Baboon about dividing the West-common; and how instead of going to law, they came to blows."']	['Front']	
191504	The history of the proceedings in the case of Margaret, commonly called Peg, only lawful sister to John Bull, Esq. The second edition.	Ferguson, Adam	1761	['Table of Contents']	['""Contents""']	['Chapter summaries indicate text is likely comical or satirical--ie. ""Chap.XIII. How Bumbo discoursed with John Bull\'s Nurse, and found her not so great a fool as he thought her, 129"']	['Front']	
191505-1	The history of the proceedings in the case of Margaret, commonly called Peg, only lawful sister to John Bull, esq.	Ferguson, Adam	1761	['Errata']	['Erratum']	['Located verso Table of contents.', '""For Mr. Lurchar, read MacLurchar, wherever that words occurs."']	['Front']	
191505-2	The history of the proceedings in the case of Margaret, commonly called Peg, only lawful sister to John Bull, esq.	Ferguson, Adam	1761	['Errata']	['Erratum']	['Located verso Table of contents.', '""For Mr. Lurchar, read MacLurchar, wherever that words occurs."']	['Front']	
192859	Almoran and Hamet: an oriental tale. In two volumes. Volume first.	Hawkesworth, John	1761	['Errata']	['Errata.']	['Transcription: ""Vol. I. page 73, line 4, after Almeida, for upon, read from."']	['Middle']	['bound between v.1 and v.2.']
192863	Almoran and Hamet: an oriental tale. In two volumes. The second edition. Vol. I.	Hawkesworth, John	1761	['Dedication']	['To the king.']	["Sir, a midst the congratulations and praises of a free, a joyful, and now united people, who are ambitious to express their duty and their wishes in their various classes; I think myself happy to have Your Majesty's most gracious permission to approach You, and, after the manner of the people whose character I have assumed, to bring an humble offering in my hand.", 'Reveals the author to be John Hawkesworth.']	['Front']	['v.1']
193273	The adventures of a black coat. Containing a series of remarkable occurrences and entertaining incidents, that it was a witness to in its peregrinations through the cities of London and Westminster, in company with variety of characters. As related by itself. Qui mores hominum multorum vidit. Hor.		1760	['Preface']	['The preface.']	['""The necessity which custom has intailed upon authors, of prefixing an apology to their performances, makes it requisite for me to say something on introducing the following sheets to the public; and as long prefaces are in general of little estimation amongst the readers of books of entertainment, I will trespass as little upon their patience as possible.""', 'The author of the text both identifies as a novelist and distinguishes themself from other novelists."']	['Front']	
193280	The adventures of of David Simple: containing an account of his travels through the cities of London and Westminister, in the search of a real friend. By a lady. In two volumes.	Fielding, Sarah	1761	['Footnotes']	['*That the reader ma not have the trouble to turn to Shakespear, to see what these strong ties of affecti-on are, ehich Falstaff speaks of; I have set down the passage.']		['Middle']	
193355	Chrysal: or, the adventures of a guinea. Wherein are exhibited views of several striking scenes, with curious and interesting anecdotes, of the most noted persons in every rank of life, whose hands it passed through, in America, England, Holland, Germany, and Portugal. By an adept. The sixth edition, greatly inlarged and corrected. Vol. I.	Johnstone, Charles	1767	['Footnotes']		['First footnote: ""As this conclusion of the foregoing character is so short, it is inserted to preserve the connection, and save the reader the trouble of referring."']	['Middle']	['v.4']
193485-1	Polly Honeycombe, a dramatick novel of one act. As it is now acted at the Theatre-Royal in Drury-Lane.	Colman, George	1760	['Epilogue']	['Epilogue.']	['In verse.', '""Written by Mr. Garrick. Spoken by Miss Pope.""', '""My poor papa\'s in woeful agitation -- While I, the cause, feel here [striking her bosom] no palpitation..."']	['Back']	
193485-2	Polly Honeycombe, a dramatick novel of one act. As it is now acted at the Theatre-Royal in Drury-Lane.	Colman, George	1760	['Epilogue']	['Epilogue.']	['In verse.', '""Written by Mr. Garrick. Spoken by Miss Pope.""', '""My poor papa\'s in woeful agitation -- While I, the cause, feel here [striking her bosom] no palpitation..."']	['Back']	
193485_3	Polly Honeycombe, a dramatick novel of one act. As it is now acted at the Theatre-Royal in Drury-Lane.	Colman, George	1760	['Epilogue']	['Epilogue.']	['In verse.', '""Written by Mr. Garrick. Spoken by Miss Pope.""', '""My poor papa\'s in woeful agitation -- While I, the cause, feel here [striking her bosom] no palpitation..."']	['Back']	
193494	The adventures of Sir Launcelot Greaves. By the author of Roderick Random. In two volumes. Vol. 1.	Smollett, Tobias George	1762	['Table of contents']	['Contents of the second volume.']	['Includes a summary of each chapter - for instance, ""Chap. XX. In which our hero descends into the mansions of the damned."']	['Front']	['v.2']
193580-1	The histories of Lady Frances S----, and Lady Caroline S----. Written by the Miss Minifies, of Fairwater, in Somersetshire. Vol. I.	Gunning	1763	["Subscribers' list"]	['List of the subscribers.']		['Front']	['v.1']
194294	The Adventures of Sylvia Hughes. Written by herself.		1761	['Preface']	['""To the right and honourable countess of *******.""']	['""You may ask me, Madam, to give you the history of my life; and, to induce me to it, you mention some very cogent reasons."']	['Front']	
194528	Travels through France and Italy. Containing observations on character, customs, religion, government, police, commerce, arts, and antiquities. With a particular description of the town, territory, and climate of Nice: to which is added, a register of the weather, kept during a residence of eighteen months in that city. By T. Smollett, M.D. In two volumes. Vol. I.	Smollett, Tobias George	1766	['Footnotes']			['Middle']	['v.1']
194769	The wanderer: or, memoirs of Charle Searle, Esq; containing his adventures by sea and land. With many remarkable characters, and interesting situations in real life; and a variety of surprizing incidents. In two volumes. Vol. I.		1766	['Footnotes']		['Footnotes appear in v.1 on pages: 49, 52, 71, 102, 114, 125, 171, 189, 194, 237,', 'Footnotes appear in v.2 on pages: 130, 131, 137, 163, 234,', 'Footnotes include information about characters, reference, and clarification']	['Middle']	['v.1', 'v.2']
195787	The Parasite		1765	['Footnotes']		['Several footnotes indicated by asterisks or crosses: 143, 144-145, 170, 209,', '""The translator\'s compliments to the reader, and is sorry to trouble him too son with another note. Begs leave, however, to assure him upon the faith of the following italics...""', "Unclear if both footnotes are part of the Diploma narrative form adopted v.2, chap.VI or if they author's commentary on the Diploma section.", 'Footnote indicated by asterisk (143-144): ""If the affaire d\'honneur related in Chap. XVI. vol.1 be here recollected...But it is no business of ours to enter into any disquisition upon that Head, being obliged only to narrate facts, not to reconcile things that are in themselves contradictory...""', 'Footnote indicated by asterisk (170): ""Whether the doctor did not contradict himself a little here, we leave the reader to determine"".', 'Footnote indicated by asterisk (209): ""The reason that the learned world have not yet been favoured with this valuable work, we are intirely [sic] at a loss to account for""."']	['Front']	['v.2']
196104	Sophronia: or, letters to the ladies.		1761	['Preface']	['Preface. By the editor.']	['""The celebrated author of Tom Jones, in one of his initial chapters, tells us, that the writing it cost him more pains than the book to which it is prefixed; and I believe it will hold true of every writer, that his preface is generally more laboured than the rest of his performance."']	['Front']	
196219-1	The history of Emily Montague. In four volumes. By the author of Lady Julia Mandeville. Vol. I.	Brooke, Frances	1769	['Errata']	['Errata.']	['In the other copy, this leaf, L1, was in the back of v.4. Here, it is in the front (directly followed by B1) but it is still marked as L1.']	['Front']	['v.4']
196219-2	The history of Emily Montague. In four volumes. By the author of Lady Julia Mandeville. Vol. I.	Brooke, Frances	1769	['Errata']	['Errata.']		['Back']	['v.4']
196603-2	The discovery: or, memoirs of Miss Marianne Middleton. By Mrs. Woodfin, author of Harriot Watson, Sally Sable, and of The Auction, a modern novel. In two volumes. Vol. I.	Woodfin	1764	['Poem']	['Wrote on the publication of Shandy']	['""From his cell in the dark,--- Hear a wonderous spark,--- Who philosophers tenets can bandy;--- His face is unknown,--- But his words are our own,--- And his name shall be Tristram Shandy."']	['Back']	['v.2']
196603	The discovery: or, memoirs of Miss Marianne Middleton. By Mrs. Woodfin, Author of Harriot Watson, Sally Sable, and of The auction, a modern novel. In two volumes.	Woodfin	1764	['Poem']	['Wrote on the publication of Shandy']	['""From his cell in the dark,--- Hear a wonderous spark,--- Who philosophers tenets can bandy;--- His face is unknown,--- But his words are our own,--- And his name shall be Tristram Shandy."']	['Back']	['v.2']
196689	Letters on different subjects, in four volumes; amongst which are interspers'd the adventures of Alphonso, after the destruction of Lisbon. By the author of The unfortunate mother's advice to her absent daughters. The third edition. Vol. I.	Pennington, Sarah	1766	["Subscriber's list"]	["Subscriber's names."]	['List spans ten pages. Names arranged alphabetically. Separate from the other names, in larger type, and directly beneath the list heading: ""Her Majesty. Her Royal Highness The Princess of Brunswick."']	['Front']	['v.1']
196691	A series of genuine letters between Henry and Frances. The third edition, revised, corrected, enlarged, and improved, by the authors. Vol. I.	Griffith, Richard	1767	['Dedication']	["Frances's dedication to the second edition of the series."]	['""To my sex, with what awe must I appear before so august an assembly, at whose tribunal the greatest potentates, with all the earthly powers that be, are wont to kneel!"']	['Middle']	['v.3']
196868	The History of Major Bromley and Miss Cliffen. Volume the first.		1767	['Table of Contents']	['Contents of the second volume']		['Front']	['v.2']
197294-1	The history of Eliza. Written by a friend. In two volumes. Vol. I.	Friend	1767	['To the Reader']	['To the Reader.']	['""The writer of the following sheets was prevailed upon to make them public, by the Lady to whom they are addressed, who thought the conduct of Eliza, in some of the most trying circumstances of life, would afford a useful lesson for her sex, and whose amiable character deserved to be drawn from obscurity."']	['Front']	['v.1']
197294-2	The history of Eliza. Written by a friend. Vol. I.	Friend	1767	['To the Reader']	['To the Reader.']	['""The writer of the following sheets was prevailed upon to make them public, by the Lady to whom they are addressed, who thought the conduct of Eliza, in some of the most trying circumstances of life, would afford a useful lesson for her sex, and whose amiable character deserved to be drawn from obscurity."']	['Front']	['v.1']
197297-1		Longueville, Peter	1768	['Footnotes']	['N.B.']	['Footnote, p.69, is in Mr. Dorrington\'s voice: ""The ship belonged to Bristol, I communicated following memoirs to a friend in London, in order to be published...In the meantime, I have business calls me to Peru and Mexico again...And so I take my leave, and end the first part.""', 'Footnote, p.106, explains use of quotation marks: ""The lines marked with ("") are set down word for word with his memoirs, for these reasons, 1. I thought it a pity to alter any thing from his notions of the pleasures of a country life. 2. And the rather, because it gives us very lively ideas of the perfect happiness he enjoys in his solitude."']	['Middle']	
197400	The lovers: or The memoirs of Lady Sarah B---- and the Countess P----. Published by Mr. Treyssac de Vergy, counsellor in the Parliament of Paris.	Treyssac de Vergy, Pierre Henri	1769	['Footnotes']		['Pg. 193, 196, 205, 207. In the voice of the editor, comments on missing or illegible (coded) letters.']	['Middle']	
197903	The correspondence of Theodosius and Constantia, from their first acquaintance to the departure of Theodosius. Now first published from the original manuscripts. By the editor of The letters that passed between Theodosius and Constantia, after she had taken the veil.	Langhorne, John	1765	['Notes']		['Footnote on p.152 : ""This letter, which, with some little variations, is recorded by the Spectator, No. 164, concludes the Correspondence of Theodosius and Constantia, from their first acquaintance to the departure of Theodosius.""', 'Note on p.98: ""The flowery branch of rosemary, that accompanies this, was gathered from the tree, whose genius spoke the above verses."']	['Middle']	
198171	The faithful fugitives: or, adventures of Miss Teresa M---. In a series of letters to a friend.		1766	['Preface']	['The preface.']	['""As curiosity is natural to the mind of man, and as every thing which tends to excite, without satisfying it, must prove, in some degree irksome, I have thought to proper to give the reader some account how these memoirs fell into my hands."']	['Front']	
1986497	Maria; the genuine memoirs of a young lady of rank and fortune. By the author of The life and adventures of Joe Thompson. The second edition, corrected. Vol. I.	Kimber, Edward	1765	['Preface']	['Preface.']	['""If the reader of these volumes expects to find any thing in them of the marvellous and extraordinary, he will be mistaken; since they contain nothing that surpasses probability, conveyed in a style and manner the most simple and natural."']	['Front']	['v.1']
198706	The adventures of Proteus, &c. A set of novels, never before published	Herberts, Mary	1769	['Footnote']		['Located p.232', 'Transcription: ""Aesculapius was the son of Apollo by the Nymph Coronis; his father gave him into the hands of Chiron the centaur to study Physick""."']	['Middle']	
198707	Letters from Lothario to Penelope. To which is added Lucinda, a dramatic entertainment of three acts. Inscribed to David Garrick, Esq. In two volumes. Volume the first.	Jenner, Charles	1769	['List of characters']	['Dramatis Personae.']	['""Men.---Sir Richard Lovecoin, Lothario\'s uncle, and Lucinda\'s guardian.""', 'List of characters in Lucinda, located after p.212."']	['Middle']	['v.2']
198847	Two novels. In letters. From the authors of Henry and Frances. In four volumes. Volume the first.	Griffith, Richard	1769	['Footnotes']		['Footnotes marked with asterisk, occur throughout text. Internal references, references to and quotes from other works, some explanatory footnotes. Significantly more footnotes in v.3 and v.4 than v.2.']	['Middle']	['v.2', 'v.3', 'v.4']
198860	Belisarius. By M. Marmontel, member of the French Academy.	Marmontel, Jean FranÁois	1767	['Footnotes']		['In Latin.']	['Front']	
198912	The adventures of an author. Written by himself and a friend. In two volumes. Vol. I.		1767	['Table of contents']	['Contents.']	['Transcription: ""Chap. I. The Coffee-house chapter. Page 1"']	['Front']	['v.2']
198941	The triumph of love and beauty; or, the history of Mr. Wallace and his family. In four books. Vol. I.		1768	['Table of contents']	['Contents of the second volume.']	['Format: descriptive phrases separated by em dashes in paragraph format.']	['Back']	['v.2']
198960	The Virgin in Eden: or, the state of innocency. Deliver&#x2019;d byway of image and description. Presenting a nobleman, a student, and heiress, on their progress from Sodom to Canaan. With the parable of the shepherd, Zachariah, and Mary, who dwelt in thatched tenements, secluded from noise and snares. Their holy living and dying. To which are added, Pamela&#x2019;s letters, proved to be immodest romances painted in images of virtue: masquerades in disguise, that received birth now vice reigns in triumph, and swells in streams even to a deluge. In this treatise are the divine sayings of Queen Mary and Carolina in public assemblies and select companies. Taken from their own manuscripts. The decree of god appoints these records to be kept in every house, in every kingdom and state, from one generation to another, till the great fall of nature.	Povey, Charles	1767	['Introduction']	['The introduction.']	['""I may truly ask the question, what have all the ancient and modern learned authors have amusing themselves about, so as never to write the youths and virgins journey from this world, to that which is to come?"']	['Front']	
199030	The Memoirs of the Count of P&#x2014;; shewing at once the dreadful consequences of vice, and the happiness in being virtuous. A novel, translated from the german, by F. W. Streit, F. Ducal S. at Jena. In two volumes. Vol. I.	Pfeil, Johann Gottlob Benjamin	1767	['Footnotes']			['Middle']	
199111	The history of Miss Harriot Fitzroy, and Miss Emilia Spencer. Written after the manner of Mr. Richardson's Clarissa, by the author of Lucinda Courtney. In two volumes. Vol. I.	Author of Lucinda Courtney	1767	['Footnotes']		['In v.1, information about letter writer and addressee footnoted with: ""This letter was intercepted by Miss Penelope Fitzroy, and never delivered to her sister"" (p. 114). In v.2, footnote explains that one character is alluding to ""The Gordian Knot"" (p. 266)."']	['Middle']	['v.1', 'v.2']
199214-1	A description of Millenium Hall, and the country adjacent: together with the characters of the inhabitants, and such historical anecdotes and reflections, as may excite in the reader proper sentiments of humanity, and lead the mind to the love of virtue. By a gentleman on his travels. 	Scott, Sarah	1767	['Preface']	['Advertisement.']	["The publisher of this description is under some difficulties, on the account of the author's addressing the volume to him, and making him a compliment in the beginning; which, as he conscious he does not deserve, he hopes the readers will impute to its proper cause, namely, to the warmth of friendship, which is too apt to exalt the object it esteems."]	['Front']	
199451	Callistus: or, the man of fashion. And Sophronius: or, the country gentleman. In three dialogues. By Thomas Mulso, Esq;	Mulso, Thomas	1769	['Introduction']	['Dialogue III. Sophronius. Urania. Their sons and daughter. Introduction.']	['Located at the beginning of the third section of the book, within the text, under the section running-title. Transcription: ""Sophronius (with whom the reader is already acquainted) after he had performed the last sad duties to his departed friend, the wretched Callistus, and, as executor, settled his affairs, returned with impatience to his rural retirement, the seat of peace, of love, and chearfulness."']	['Middle']	
200185	Remarks on the character and manners of the French. In a series of letters, written during a residence of twelve months at Paris and its environs. Vol. I.		1769	['To the reader']	['To the reader.']	['Transcription: ""Gentle Reader! For I could wish you of such a disposition, and that you took up this little book in one of your moments of good humour&#x2014;else I fear you will know more of me than I desire you should-I mean my faults..."']	['Front']	['v.1']
207938	The adventures of a kidnapped orphan.		1767	['Introduction']	['Introduction.']	['""The many flagrant violations that have been attempted on the liberties of free-born English subjects, by mercenary hirelings and abandoned miscreants, who with hearts steeled against every impression of humanity, make a trade of selling their fellow-creatures to slavery, and thereby subjecting them and their relatives to the most agonizing woe; having recalled to my memory the case of a friend, who unhappily fell a victim to their accursed frauds; I determined to lay it before the public, in order to enhance their detestation of such despicable means of living, and guard unwary youth from falling into their crafty snares."']	['Front']	
218047	The life and entertaining adventures of Mr. Cleveland, natural son of Oliver Cromwell, written by himself. Giving a particular account of his unhappiness in love, marriage, friendship, &c. and his great sufferings in Europe and America. Intermixed with reflections, describing the heart of man in all its variety of passions and disguises. Also, some curious particulars of Oliver's history and amours, and several remarkable passages in the reign of King Charles II. never before made publick. In four volumes.	PreÃÅvost	1760	['Footnote']		['""* The same for Paris as Tyburn for London."']	['Middle']	['v.4']
247080	Histoire du Prince Titi, A. R. The history of Prince Titi, a royal allegory. Translated by a lady.	Saint-Hyacinthe	1736	['Note']	['Directions for placing the cuts.']	['Gives instructions regarding the three illustrations: ""I. The satyr\'s Carnival, with this motto. Nil admirari, before Book I[...]"']	['Front']	
247652	The bachelor of Salamanca. Or, memoirs of Don Cherubim de la Ronda in three parts. Written originally in French by Mr. le Sage; author of the devil upon two sticks, and Gil Blas. Translated by Mr. Lockman.	Le Sage, Alain-RenÈ	1737	['Table of contents']	['The contents. Book II.']	['A short sentence naming and describing each chapter, along with page numbers. Part II and part III (erroneously labeled as part II) are also labeled.']	['Front']	
253193	The life and adventures of Pedrillo del Campo. Intermix'd with several entertaining and delightful novels. Written originally in French, by Mons. Thibault, G.D.T. From thence translated into English, by Ralph Brookes, M.D.	Thibault	1723	['Table of contents']	['The Contents.']	['Chapter number and page number with a short description that appears at the head of each chapter. ""Part I. Chap. I. Pedrillo del Campo\'s Birth."']	['Front']	
263842_1	The travels of Cyrus. In two volumes. To which is annex'd, A discourse upon the theology and mythology of the pagans. By the Chevalier Ramsay. Vol. I.	Ramsay	1730	['To the Author']	['A letter from M. Freret (Member of the academy of inscriptions at Paris) to the author, concerning the chronology of his work.']	['""Sir, there have perhaps been more different systems formed, to settle the history of Cyrus, and the chronology of the Kings of Babylon, than for any other part of ancient story.""']	['Back']	['v.2"']
265180	The travels of Mr. John Gulliver, son to Capt. Lemuel Gulliver. Translated from the French, by J. Lockman. Vol. I.	Desfontaines	1731	['Footnotes']		['Footnotes are indicated by an asterisks or a cross.', 'Footnotes occur on pages 107,173, 177, 178, 180, 185, and 186.']	['Middle']	['v.2']
267389	The amours of the Count de Soissons, a prince of the house of Bourbon. In a very entertaining relation of the gallantries of persons of distinction in the court of France, during the ministry of Cardinal Richlieu, which have not hitherto been accounted for. Translated from the French into English, by James Seguin, Gent. The second edition.	Claude, Isaac	1731	['Footnotes']		['One explanatory footnote, p.2']	['Middle']	
268576	L'entretien des beaux esprits. Being the sequel to La belle assemblée containing the following novels. Viz. The amorous thief. Nature out-done by love. The happy exchange. The triumph of virtue. Generous corsair. Vol. I. Written for the entertainment of the French court, by Madam de Gomez, author of La belle assemblée.	Gomez	1734	['Table of contents']	['The contents of the second volume.']	['Lists novels included in work, along with their pages.']	['Front']	['v.2']
272993	Memoirs of the life and adventures of Signor Rozelli at the Hague. Giving a particular account of his birth, education, slavery, monastick state, imprisonment in the Inquisition at Rome, and the different figures he has since made, as well in Italy, as in England, France, and Holland. The whole being a series of the most diverting history, and surprizing events, ever yet made publick. The third edition corrected, enlarged with an appendix of two sheets, and adorned with curious copper cutts.	Olivier	1715	['Appendix']	['An appendix to the life of Signor Rozelli.']	['Continues pagination of main text. P.327-355. ""I thought to have put an end to my memoirs, by the adventures that had befallen me; and had even taken a resolution so to do, which I had little thought of departing from. Nevertheless, I must confess, that humane vicissitudes have made me change my mind..."']	['Back']	
301938	Exilius: or, the banish'd Roman. A new romance. In two parts: written after the manner of Telemachus, for the instruction of some young ladies of quality. By Mrs. Jane Barker.	Barker, Jane	1715	['Preface']	['The Preface.']	['""Tho\' I cannot fee my fancy with the hopes of praise or profit from the following book, yet I am willing to plead its cause, and deliver it with as fair a title as I can to my readers approbation, to which (\'tis said) books of this kind have very little right..."']	['Front']	
3033334	The history of Prince Mirabel's infancy, rise and disgrace: with the sudden promotion of Novicius. In which are intermix'd all the intrigues, both amorous and political, relating to those memorable adventures: As also the characters of the old and new favourites of both sexes in the court of Britomartia. Collected from the memoirs of a courtier lately deceas'd.		1712	['Introduction']	['The introduction.']	['""How often have you and I, my dear Palemon, in reading over the lives of the ancient heroes, been distress\'d to find out a character equal to the the illustrious Mirabel?...In fine, how eager we have been to see any fine draughts of that great original, and even the smallest features touch\'d by a masterly hand? What has been so ardently coveted, my dear Palemon, is at last answered to our wishes? The history of Mirabel, with all the important actions, memorable events, and minute circumstances of his life is fallen into my hands..."']	['Front']	
3057101	John Bull still in his senses: being the third part of Law is a bottomless-pit. Printed from a manuscript found in the cabinet of the famous Sir Humphry Polesworth: and publish'd, (as well as the two former parts) by the author of the New Atlantis.	Arbuthnot, John	1712	['Preface']	["The publisher's preface."]	['""The world is much indebted to the famous Sir Humphry Polesworth, for his ingenious and impartial account of John Bull\'s law suit; yet there is just cause of complaint against him, in that he retails it only by parcels, and won\'t give us the whole work..."']	['Front']	
3057297	Law is a bottomless-pit. Exemplify'd in the case of the Lord Strutt, John Bull, Nicholas Frog, and Lewis Baboon. Who spent all they had in a law-suit. Printed from a manuscript found in the cabinet of the famous Sir Humphry Polesworth. The fourth edition.	Arbuthnot, John	1712	['Table of contents']	['The contents.']	['Includes short summary of each chapter.']	['Front']	
3063545	A second tale of a tub: or, the history of Robert Powel the puppet-show-man. By Thomas Burett, Esq; The second edition.	Burnet, Thomas	1715	['Footnotes']		['""*Lycomene is a month in which the moon has a more than ordinary effect on the Otipolians; for then every man becomes in perfection which his genius in an inferiour degree prompted him to be all the rest of the year."']	['Middle']	
3067950	The British visions: or, Isaac Bickerstaff senr; being twelve prophecies for the year 1711. Enter'd in the hall-book of the company of stationers.	Defoe, Daniel	1711	['Conclusion']	['The conclusion.']	['""Thus have I, Isaac Bickerstaff the Aged, given you a view of this fateful year that is yet to come; the sum of the matter lies in a few heads."']	['Back']	
3084387	A tale of a tub. Written for the universal improvement of mankind. To which is added, an account of a battle between the antient and modern books in St. James's Library. With the author's apology; and explanatory notes, by W. Wotton, B. D. and others.	Swift, Jonathan	1760	['Footnotes']		['On page v, viii, ix, x, xi, xiii, 4, 5, 7, 9, 12, 14, 15, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 50, 51, 52, 54, 57, 58, 59, 60, 61, 62, 63, 65, 66, 67, 69, 70, 75, 76, 79, 80, 84, 85, 86, 87, 88, 89, 90, 91, 94, 95-96, 98, 99, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 123, 124, 125, 126, 128, 137, 140, 142, 144, 147, 149, 150, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 169, 173, 174, 177, 183, 185, 186, 187, and 188.', 'Indicated by asterisk or cross.']	['Front', 'Middle', 'Back']	
