id	leader	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition transcribed	edition controlled	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution	cataloger initials	cataloger institution
3084453	14337cam a2200889 i 4500	Swift, Jonathan	1667-1745.	by W. Wotton, B.D. and others.	A tale of a tub : written for the universal improvement of mankind : to which is added, An account of a battle between the ancient and modern books in St. James\\\'s Library : also a Discourse concerning the mechanical operation of the spirit in a letter to a friend, a fragment : with the author\\\'s apology and explanatory notes / by W. Wotton, B.D. and others.	A tale of a tub. Written for the universal improvement of mankind. To which is added, an account of a battle between the ancient and modern books in St. James&#x2019;s library. Also a discourse concerning the mechanical operation of the spirit, in a letter to a friend. A fragment. With the author&#x2019;s apology; and explanatory notes, by W. Wotton, B.D. and others.	A full and true account of the battle fought, last Friday, between the antient and modern books in St. James's Library.		1			1769	1769	Dublin		Printed by G. Faulkner, in Parliament-Street.	['Faulkner, George']			Octavo	Ill.	['""A full and true account of the battle fought last Friday between the ancient and the modern books in St.James\'s Library"": p. [191]-243."']	""The wits of the present age being so very numerous and penetrating, it seems, the grandees of church and state begin to fall under horrible apprehensions, left these gentlemen, during the intervals of a long peace, should find leisure to pick holes in the weak sides of religion and government.""	""My lord, Although the author hath written a large dedication, yet that being addressed to a prince, whom I am never likely to have the honor of being known to; a person besides, as far as I can observe, not at all regarded, or thought on by any of our present writers; and being wholely free from that slavery, which booksellers usually lie under to the caprices of authors; I think it a wise piece of presumption to inscribe these papers to your lordship, and to implore your lordship&#x2019;s protection of them.""	“The following discourse came into my hands perfect and intire: but there being several things in it, which the present age would not very well bear, I kept it by me some years, resolving it should never see the light.""	""It is now* six years since these papers came first to my hand, which seemeth to have been about a twelvemonth after they were written: for the author telleth us in his preface to the first treatise, that he hath calculated it for the year 1697, and in several passages of that discourse, as well as the second, it appeareth, they were written about that time.""	“Whoever hath an ambition to be heard in a croud, must press, and squeeze, and thrust, and climb, and with indefatigable pains, until he hath exalted himself to a certain degree of altitude above them.""		true	On pg. vii-viii, xii-xv, xvii, xx, xxxvi-xxxvii, xxxix-xlii, xlv, xlix-li, lvi-lvii, lxiii-lxviii, 1, 5-7, 9, 11-3, 15-8, 20, 22-7, 29-30, 32-42, 49-53, 57, 62-9, 71-3, 76-80, 83, 85-6, 94-5, 101-3, 110, 113-4, 116-7, 119-22, 124, 129-32, 135, 137, 144-5, 147-8, 150, 153-4, 156-9, 164-6, 168-73, 177-81, 183-4, 186-7, 194, 197, 202, 205, 208-9, 215, 218-9, 224, 226-8, 230-5, 238-42, 249, 255, 277-8, 262, 273, 276, and 278-81.	['']	['Third-person', 'First-person']	['Letters']				Author (paratext)	Proper name	Indeterminate	Male	['Mixed Genre']		['Tale', 'Tub', 'Improvement', 'Mankind', 'Account', 'Battle', 'Book', 'Library', 'Discourse', 'Operation', 'Spirit', 'Letter', 'Friend', 'Fragment', 'Author', 'Apology', 'Note', 'Other', 'Friday']	["St. James's Library"]	PU	GE	Swarthmore College
3133906	10355cam a2200889 i 4500	Swift, Jonathan	1667-1745.	By Captain Lemuel Gulliver.	Travels into several remote nations of the world : in four parts / By Captain Lemuel Gulliver.	Travels into several remote nations of the world. In four parts. By Captain Lemuel Gulliver. Volume first.			2			1766	MDCCLXVI.	London	['Turnbull, P.']	Printed for P. Turnbull in St. Paul\\\'s Church-yard.				Octavo		['Each of the four parts has separate pagination']				""The author of these travels, Mr. Lemuel Gulliver, is my ancient and intimate friend; there is likewise some relation between us by the mother's side... Before he quitted Redriff, he left the custody of the following papers in my hands, with the liberty to diffuse them as I should think fit... There is an air of truth apparent throughout the whole; and indeed the author was so distinguished for his veracity, that it became a sort of proverb among his neighbors at Redriff, when any one affirmed a thing, to say, it was as true as if Mr. Gulliver had spoke it...As for any further particulars relating to the author, the reader will receive satisfaction from the first pages of the book."" Signed ""Richard Sympson."			true		['']	['First-person.']			true	true	Author (text)	Proper name	Male				['Travel', 'Nation', 'World', 'Part', 'Captain', 'Volume']		PU	KGP	7/28/2015
3133961	06379cam a2200565 i 4500	Swift, Jonathan	1667-1745.	By Lemuel Gulliver, first a surgeon, and then a captain of several ships.	Travels into several remote nations of the world : in four parts / By Lemuel Gulliver, first a surgeon, and then a captain of several ships.	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, and then a captain of several ships. Vol. I.			2			1767	M.DCC.LXVII.	London	['Bathurst, Charles']	Printed for Charles Bathurst, at the Cross-Keys, in Fleet-Street.				Duodecimo	Ill.	['University of Pennsylvania library bookplates on front paste-down endpaper of both volumes.']				First line: ""The author of these travels, Mr. Lemuel Gulliver, is my ancient friend; there is likewise some relation between us by the mother's side.""			true	Footnotes explaining aspects of the real and fictional worlds and giving the editor's (?) interpretation of the moral readers should take away from specific passages. Many reference the Earl of Orrery's commentary on the text.	['']	['First-person']			true	true	Author (text)	Proper name	Male				['Travel', 'Nation', 'World', 'Part', 'Surgeon', 'Captain', 'Ship']		PU	YDS	Swarthmore College
336244	03271cam a2200541 a 4500	Goldsmith, Oliver	1730?-1774.	supposed to be written by himself.	The vicar of Wakefield : a tale / supposed to be written by himself.	The vicar of Wakefield: a tale. Suposed to be written by himself. The third edition. Vol. I.			2	The third edition.	Third edition.	1766	MDCCLXVI.	London	['Newbery, F']	Printed for F. Newbery, in Pater-Noster Row.				Duodecimo		['Bookplate- ""Ex Libris--Coleman O. Parsons"", verso of front board of v.1."']	""There are an hundred faults in this thing, and an hundred things might be said to prove them beauties.""						true		['']	['First-person']					Author (paratext)	Proper name	Male	Male			['Vicar', 'Tale', 'Edition', 'Himself']	['Wakefield']	PU	MH	University of Pennsylvania
3387037	10281cam a2200817 a 4500	Johnstone, Charles	1719?-1800?	by an Adept.	Chrysal, or, The adventures of a guinea : wherein are exhibited views of several striking scenes with curious and interesting anecdotes, of the most noted persons in every rank of life, whose hands it passed through, in America, England, Holland, Germany, and Portugal / by an Adept.	Chrysal: or, the adventures of a guinea. Wherein are exhibited views of several striking scenes, with curious and interesting anecdotes, of the most noted persons in every rank of life, whose hands it passed through, in America, England, Holland, Germany, and Portugal. By an adept. The third edition, greatly enlarged and corrected. In four volumes. Vol. I.			4	The third edition, greatly enlarged and corrected.	Third edition	1767	M,DCC,LXVII	London	['Hill, John']	Printed for John Hill in the Strand				Duodecimo		['Written by Charles Johnstone.']	""To acquit myself of the suspicion of presuming to aim at particular characters in the following work, should any fancied likeness be thought to direct any application, as well as to do justice to the real author of it; I think it my duty to make known the manner by which it happened to come into my hands."	""Sir, the publisher of these papers is sensible, that the time devoted to the care of nations, is too valuable to be spared to the perusal of them; yet he should think himself guilty of a breach of the general gratitude, which, at this time, swells every honest heart in Britain, if he omitted to lay at your feet, a work, in which every occasion of displaying the blessings of a good administration, appears to have been fought with pleasure, and dwelt upon with judgment."	""The very favourable reception, which the former edition of this work, mutilated and imperfect as it was, met with from the public has encouraged the editor to use every possible means, for the recovery of the rest of the manuscript."				true	true	['', 'Shakespear.']	['First-person']	['Third-person']		true	true	Author (text)	Generic/descriptive	Indeterminate	Male"			['Adventure', 'Guinea', 'View', 'Scene', 'Anecdote', 'Person', 'Rank', 'Life', 'Hand', 'Adept', 'Edition', 'Volume']	['America', 'England', 'Holland', 'Germany', 'Portugal']	PU		
3449865	06433cam a2200793 a 4500	Goldsmith, Oliver	1730?-1774.		The citizen of the world, or, Letters from a Chinese philosopher, residing in London, to his friends in the East.  Volume the first [-second].	The citizen of the world; or letters from a Chinese philosopher, residing in London, to his friends in the east. Volume the first. 			2			1762	MDCCLXII	London	['Newbery, John']	Printed for J. Newbery, at the Bible and Sun, in St. Paul\\\'s Church-yard.				Duodecimo		['First collected edition.']	""The schoolmen had formerly a very exact way of computing the abilities of their Saints or authors.""						true	Acts as a citation for a quotation.	['']	['Epistolary']			true	true	Author(paratext)	Generic	Indeterminate	Male			['citizen', 'world', 'letter', 'philosopher', 'friend']	['London', 'east']	PU	NB	Swarthmore College
3451937	07637cam a2200709 i 4500	Morell, Charles	1736-1765.	faithfully translated from the Persian manuscript ; and compared with the French and Spanish editions published at Paris and Madrid, by Sir Charles Morell, formerly Ambassador from the British settlements in India to the Great Mogul.	The tales of the genii, or, The delightful lessons of Horam, the son of Asmar / faithfully translated from the Persian manuscript ; and compared with the French and Spanish editions published at Paris and Madrid, by Sir Charles Morell, formerly Ambassador from the British settlements in India to the Great Mogul.	The tales of the genii: or, the delightful lessons of Horam, the son of Asmar. Faithfully translated from the Persian manuscript; and compared with the French and Spanish editions published at Paris and Madrid. By Sir Charles Morell, formerly ambassador from the British settlements in India to the Great Mogul.			2			1764	MDCCLXIV.	London	['Wilkie, John']	Printed for J. Wilkie, in St. Paul\\\'s Church-Yard.				Octavo	Ill.(frontispiece)	["An original work by James Ridley, writing under the pseudonym Sir Charles Morell, based on the 'Arabian nights'."]		""May it please your Royal Highness, As this Work is designed to promote the cause of morality, I have presumed to lay it at the feet of your Royal Highness..."		""Kind reader, Though Sir Charles Morell has long since dead, yet it is not in the least wonderful that this work has been kept from the public eye, as his papers were left to relations, who neither knew, nor enquired into the value of his works."			true		['']	['Third person']				true	Author (source text)	Proper name	Male				['Tale', 'Genii', 'Lesson', 'Son', 'Manuscript', 'Edition', 'Ambassador', 'Settlement', 'Mogul']	['Paris', 'Madrid', 'India']	PU	KGP	Haverford College
3452831-1	05901cam a2200661 a 4500	Pennington, Sarah	d. 1783.	by the author of The unfortunate mother\\\'s advice to her absent daughters. Vol. I[-IV].	Letters on different subjects : in four volumes : amongst which are interspers\\\'d the adventures of Alphonso after the destruction of Lisbon / by the author of The unfortunate mother\\\'s advice to her absent daughters. Vol. I[-IV].	Letters on different subjects, in four volumes; amongst which are interspers'd the adventures of Alphonso, after the destruction of Lisbon. By the author of The unfortunate mother's advice to her absent daughters. Vol. II.			4			1766	M.DCC.LXVI.	London		To be had by the subscribers at those booksellers where they have subscribed, and at W. Bristow\\\'s late shop in St. Paul\\\'s Church Yard, or at his house in Roll\\\'s Buildings, Fetter-Lane.		['Bristow, Whiston']		Octavo		["The Author of The unfortunate mother's advice to her absent daughters is Sarah Pennington. Preface of v.1 signed: S.P.--Cf. Halket & Laing. "]	""The motive for publishing these letters by subscription has already been related in the preface to the two first volumes, that were printed last year, but that relation was given in the most cautious manner, by suppressing every aggravating circumstance, to save, as much as possible, the character of the gentleman whose conduct made such a step necessary..."						true	Located in the Preface. ""See the Preface to the First Vol."" A4r."	['']	['Epistolary']		true	true	true	Author (text)	Reference to other works	Indeterminate	Female	["Subscribers' lists"]	["The unfortunate mother's advice to her absent daughters"]	['Letter', 'Subject', 'Volume', 'Adventure', 'Destruction', 'Author', 'Mother', 'Advice', 'Daughter']	['Lisbon']	PU	IH	Swarthmore College
3452831-2	07420cam a2200781 a 4500	Pennington, Sarah	d. 1783.	by the author of The unfortunate mother\\\'s advice to her absent daughters. Vol. I[-IV].	Letters on different subjects : in four volumes : amongst which are interspers\\\'d the adventures of Alphonso after the destruction of Lisbon / by the author of The unfortunate mother\\\'s advice to her absent daughters. Vol. I[-IV].	Letters on different subjects, in four volumes ; amongst which are interspers'd the adventures of Alphonso, after the destruction of Lisbon. By the author of The unfortunate mother's advice to her absent daughters.			4			1766	M.DCC.LXVI.	London		To be had by the subscribers at those booksellers where they have subscribed, and at W. Bristow\\\'s late shop in St. Paul\\\'s Church Yard, or at his house in Roll\\\'s Buildings, Fetter-Lane.		['Bristow, Whiston']				["The Author of The unfortunate mother's advice to her absent daughters is Sarah Pennington. Preface of v.1 signed: S.P.--Cf. Halket & Laing. "]	""It must be superfluous to express the high and grateful sense the author entertains of the honour confered on her, and the following work, by the great and noble names with which it is graced; neither her obligations, or her gratitude are lessen'd by her not being the object of that bounty which, by some, has been extended with a charitable view...""						true	On page 128.	['']	['Epistolary', 'Third-person']		true	true	true	Author (text)	Reference to other works	Indeterminate	Female	["Subscribers' lists"]	["The unfortunate Mother's Advice to her absent Daughters"]	['Letter', 'Subject', 'Volume', 'Adventure', 'Destruction', 'Author', 'Mother', 'Advice', 'Daughter']	['Lisbon']	PU	NB	Swarthmore College
3477271	06950cam a2200625 a 4500	Pilkington, Laetitia	1712-1750.		The Celebrated Mrs. Pilkington\\\'s jests, or, The cabinet of wit and humour : to which is now first added, a great variety of bons mots, witticisms, and anecdotes of the inimitable Dr. Swift, Dean of St. Patrick\\\'s, Dublin : the whole forming the most brilliant collection of quaint jokes, facetious puns, smart repartees, entertaining tales in verse and prose, epigrams, epitaphs, conundrums, &c. &c. now extant.	The celebrated Mrs. Pilkington's jests: or the cabinet of wit and humour. To which is now first added, a great variety of bon mots, witticisms, and anecdotes of the inimitable Dr. Swift, dean of St. Patrick's, Dublin. The whole forming the most brilliant collection of quaint jokes, facetious puns, smart repartees, entertaining tales in verse and prose, epigrams, epitaphs, conundrums, &c. &c. now extant.			1	To which is now first added, a great variety of bon mots, witticisms, and anecdotes of the inimitable Dr. Swift, dean of St. Patrick\\\'s, Dublin. [...] The second edition.	Second edition	1764	MDCCLXIV.	London	['Nicoll, William']	Printed for W. Nicoll, at the Paper Mill, in St. Paul\\\'s Church-Yard.				Duodecimo	Ill. (frontispiece)	['Title page in red and black.']	First line: ""Every man who is well acquainted with the world, and has made just observations on conversation in general, will, we apprehend, subscribe to the truth of Dean Swift's assertion, in the motto affixed to our title page, namely, that punning is a talent which no man affects to despise, but he that is without it: For notwithstanding what the dull and morose may advance to conceal their ignorance or ill-nature, a smart pun, or sensible conceit, adds much to the life and pleasure of the conversation of persons of the most elevated sense, and contributes at the same time to the improvement of the mind, by exhibiting a new and happy association of ideas, or comparisons of different objects and ideas, which we should otherwise, perhaps, never have been acquainted with."							Explanatory footnotes on pp. 33, 70, 79, and 85.	['', 'Swift']	['Third-person']	['First-person', 'Letters']			true	Author (text)	Proper name	Female	Female			['Jest', 'Cabinet', 'Wit', 'Humour', 'Variety', 'Bons mots', 'Mot', 'Witticism', 'Anecdote', 'Dean', 'Whole', 'Collection', 'Joke', 'Pun', 'Repartee', 'Tale', 'Verse', 'Prose', 'Epigram', 'Epitaph', 'Conundrum']	["St. Patrick's", 'Dublin']	PU	YDS	Swarthmore College
3483391	04227cam a2200469 i 4500	Ibn Tufayl, Muhammad ibn &#xA0;&#xAA;Abd al-Malik	d. 1185.		The life and surprizing adventures of Don Antonio de Trezzanio : who was self-educated, and lived forty-five years in an uninhabited island in the East Indies.	The life and surprizing adventures of Don Antonio de Trezzanio, who was self-educated, and lived forty-five years in an uninhabited island in the East-Indies. Adorned with copper-plates.			1			1761	1761.	London	['Serjeant, Henry']	Printed for H. Serjeant, at the Star, without Temple-Bar.				Octavo	Ill. (frontispiece)	["An abridged translation of the 'Philosophus autodidactus' of Abu ibn al-Tufail."]									['']	['Third-person']				true							['Life', 'Adventure', 'Year', 'Island']	['East-Indies']	University of Pennsyvlania	KGP	Haverford College
3488547	04637cam a2200565 i 4500	Bunyan, John	1628-1688.	by John Bunyan.	The pilgrim\\\'s progress from this world to that which is to come : The second part : Delivered under the similitude of a dream ... / by John Bunyan.	The pilgrim's progress from this world to that which is to come: the second part. Delivered under the similitude of a dream: wherein is set forth the manner of the setting out of Christian's wife and children; their dangerous journey, and safe arrival at the desired country. By John Bunyan.			1	The twenty-third edition, with the addition of five cuts.	Twenty-third edition	1760	1760.	London	['Johnston, W. (William)']	Printed by A.W. for W. Johnston, at the Golden-Ball, in Ludgate Street.	['A.W']			Duodecimo	Ill.(frontispiece)	['Vertical chain lines.']							true		['xii. 10.', 'Holea']	['Third-person']	['First-person']				Author(text)	Proper name	Male	Male	['Advertisements']		['Pilgrim', 'Progress', 'World', 'Similitude', 'Dream', 'Manner', 'Journey', 'Arrival', 'Country', 'Part', 'Christian', 'Wife', 'Child']		PU	NB	Swarthmore College
3488551	07283cam a2200757 i 4500				The pilgrim\\\'s progress from this world to that which is to come : The third part. Delivered under the similitude of a dream ... To which is added, The life and death of John Bunyan ...	The pilgrim's progress from this world to that which is to come: the third part. Delivered under the similitude of a dream; shewing the several difficulties and dangers he met with, and the many victories he obtained over the world, the flesh, and the Devil: together with his arrival at the Cœlestial City, and the glory and joy he found to his eternal comfort. To which is added, the life and death of John Bunyan, author of the first and second parts; [Compleating the whole progress.]	The life and death of Mr. John Bunyan.		1	The nineteenth edition.	Nineteenth edition	1761	1761.	London	['C. Hitch and L. Hawes (Firm)', 'Hitch, Charles', 'Hawes, Lacey', 'Johnston, W. (William)', 'Crowder, Stanley', 'Fuller, J.']	printed for C. Hitch, and L. Hawes, at the Red-Lyon, in Pater-noster-Row; W. Johnston, at the Golden-Ball in Ludgate Street; S. Crowder, and Comp at the Looking-Glass, in Pater-noster-Row; and J. Fuller jun. in Newgate Street, near Cheapside.			The ""u"" in ""Fuller"" looks like an x. A possible reason for this may be that it was a worn letter, as it is the second italics ""u"" on the page. "	Duodecimo	Ill(Portrait)	['Part 3 not by Bunyan, but by an unknown writer.']	""Reader, In this book is set forth a tedious pilgrimage, through the many dangerous hazards of the wilderness of this world, to the heavenly Canaan of eternal rest and peace:"" "			Written in verse			true		['']	['Third person']	['First person']				Author (paratext)	Initials			['Advertisements']		['Pilgrim', 'Progress', 'World', 'Similitude', 'Dream', 'Difficulty', 'Danger', 'Victory', 'World', 'Flesh', 'Arrival', 'City', 'Glory', 'Joy', 'Comfort', 'Life', 'Death', 'Part', 'Progress']		PU	NB	Swarthmore College
353932	05898cam a2200673   4500	Fabrice, Ernst Friedrich von	1683-1750.	Now faithfully pub. from the author\\\'s originals (most of them in cypher).	The genuine letters of Baron Fabricius, envoy from His Serene Highness the Duke administrator of Holstein to Charles XII. of Sweden. Comprehending his entire correspondence ... during his residence with that monarch at Bender; and also his excursions for his service into different parts of the Ottoman dominions in 1710, 1711, 1712, 1713, and 1714. Now faithfully pub. from the author\\\'s originals (most of them in cypher).	The genuine letters of Baron Fabricius, envoy from His Serene Highness the Duke administrator of Holstein to Charles XII. of Sweden. Comprehending his entire correspondence with the Duke himself, Baron Goertz then Privy-Counsellor to his Serene Highness, afterwards Prime Minister to his Swedish majesty; and with Count Reventlau, during his residence with that monarch at Bender; and also his excursions for his service into different parts of the Ottoman dominions in 1710, 1711, 1712, 1713, and 1714. Interpreted throughout, with many singular particulars, secret transactions, and curious anecdotes in relation to that Northern hero, during his residence in Turkey. Now faithfully published from the author's originals (most of them in cypher) carefully preserved in the archives of his serene highness the Duke of Holstein.			1			1761	M.DCC.LXI.	London	['T. Becket and P. A. de Hondt', 'Becket, Thomas', 'De Hondt, Peter Abraham']	Printed for T. Becket and P. A. Dehondt, at Tully\\\'s head, in the Strand.				Octavo		['Originally pub. in French. [ESTC says it was originally published in German].']	""Sir, I have read the Letters of Baron Fabrice, relating to the transactions of the famous Charles the Twelfth, during his residence in the Ottoman Empire."						true	Informational footnotes throughout the book, some of which reference other works.	['']	['Epistolary']			true	true	Author(text)	Proper name					['Letter', 'Envoy', 'Administrator', 'Highness', 'Duke', 'Correspondence', 'Privy-Counsellor', 'Prime Minister', 'Majesty', 'Count', 'Residence', 'Excursion', 'Service', 'Part', 'Dominion', '1710', '1711', '1712', '1713', '1714', 'Particular', 'Transaction', 'Anecdote', 'Relation', 'Hero', 'Residence', 'Author', 'Original', 'Cypher', 'Archive']	['Holstein', 'Sweden', 'Bender', 'Ottoman dominions']	University of Pennsylvania	NB	Swarthmore College
3765250	12295cam a2201141Ia 4500	La CalpreneÃÄde, Gaultier de Coste	d. 1663.	written originally in French, and now elegantly render\\\'d into English, by Robert Loveday ....	Hymen\\\'s praeludia, or, Love\\\'s master-piece : being that so-much-admir\\\'d romance, intitled, Cleopatra, In twelve parts / written originally in French, and now elegantly render\\\'d into English, by Robert Loveday ....	Hymen's praeludia: or, love's master-piece. Being that so-much-admir'd romance, intitled, Cleopatra. In twelve parts. Written originally in French, and now elegantly render'd into English, by Robert Loveday. Vol. I.			8			1736	M.DCC.XXXVI.	London		Printed and sold by J. Watson, in Wardrobe-Court, Great Carter-Lane.		['J. Watson']		Duodecimo	Ill. (frontispiece)	['Anonymous. By Gautier de Costes de la Calprene`de.']		""Madam, at such times as your silent authority gave me leave to want better employment, this trifle (that now begs to live a shrub under the secure shade of your patronage) was sinn'd into English;"		""Reader, thou hast here my recreations; if they have the luck to be thine, I have my end, and we are both pleased: Thou wilt here find history enameled with fiction, and truth drest like a May-lady, who thro' the gay disguise of her flowery ornaments, does often shew her own simplicity."			true		['Evand.']	['Third-person']	['First-person']		true	true	Translator (text)	Proper name	Male	Male	['Mixed Genre']		['Praeludia', 'Love', 'Master-piece', 'Masterpiece', 'Romance', 'Part', 'French', 'English']		PU	MH	University of Pennsylvania
3765321	06266cam a2200661Ii 4500	Fontenelle	1657-1757.	translated from the French by the late John Hughes, Esq ; with a reply to some remarks in a critique, call\\\'d The judgment of Pluto, &c. ; and two original dialogues.	Fontenelle\\\'s Dialogues of the dead : in three parts : I. Dialogues of the antients : II. The antients with the moderns : III. The moderns / translated from the French by the late John Hughes, Esq ; with a reply to some remarks in a critique, call\\\'d The judgment of Pluto, &c. ; and two original dialogues.	Fontenelle's dialogues of the dead, in three parts. I. Dialogues of the antients. II. The antients with the moderns. III. The moderns. Translated from the French by the late John Hughes, Esq; with a reply to some remarks in a critique, call'd The judgement of Pluto, &c. And two original dialogues. The second edition.			1	The second edition.	Second edition	1730	1730.	London	['Tonson, Jacob']	Printed for J. Tonson, at Shakespear\\\'s-Head in the Strand.				Duodecimo		['Errors in pagination: p. 182 & 221 misnumbered 482 & 212, respectively.']	""The extraordinary applause which these dialogues have always obtain'd, among the best judges, and the satisfaction I often had in reading 'em, gave me, long since, the curiosity to enquire if they had ever been translated; I found they had, and that it was their particular misfortune, soon after they had made their reputation in France, to have it spoil'd, as much as it cou'd be, by the very worst of copiers here; who so insufferably degraded 'em, both in the sense and style, by false constructions and bad English, that, among the many admirers of Monsieur Fontanelle, 'tis strange no body has sooner rescu'd him from such ill hands, and vindicated both his credit, and that of our language."	""My lord, the greatest mark of respect we can shew to an ingenious stranger, upon his arrival here, is to introduce him to persons in the first esteem, for their quality, judgment, and genteel learning among us: 'Tis with this regard I do Monsieur Fontenelle, and my self, the honour to present him to your lordship, who are not acquainted with the recommendations he brings from his native country, and are so entire a love of your own, as not to be displeas'd to see him in a British habit, tho' perhaps it is not put on with the best grace."					true	First footnote: ""*Essay on ancient and modern learning."	['']	['Dramatic dialogue']					Author (text)	Proper name	Male	Male		['The judgement of Pluto']	['Dialogue', 'Dead', 'Part', 'Antient', 'Modern', 'French', 'Esquire', 'Reply', 'Remark', 'Critique', 'Judgement']		PU	IH	Swarthmore College
3767199	12681cam a2201093 i 4500	Brown, Thomas	1663-1704.	by James Drake, M. D. ; And a key to the whole.	The works of Mr. Thomas Brown, serious and comical, in prose and verse : with his remains, in four volumes compleat : With the life and character of Mr. Brown, and his writings / by James Drake, M. D. ; And a key to the whole.	The works of Mr. Thomas Brown, serious and comical, in prose and verse. With his remains, in four volumes compleat. With the life and character of Mr. Brown, and his writings, by James Drake, M.D. And a key to the whole. The seventh edition carefully collected. Adorned with a new set of copper plates.			4	The seventh edition carefully corrected.	Seventh edition	1730	1730.	London		Printed by and for Edward Midwinter, at the Looking-Glass on London-Bridge.	['Midwinter, Edward']			Duodecimo	ill. ;	['The above title is prefixed to v. 1 only; each volume has special t.-p.']		""My lord, being desir'd to submit the works of the late ingenious Mr. Brown to the protection of some great man, I knew not where to address myself so properly as to your Lordship, whose courage, good sense, and breeding, have equally endear'd you to both English and Irish, and made those nations (impatient of servitude, and even sometimes of a just audience to their princes) the sincerest slaves to your Lordship's affability and goodness."					true	Pages 120, 121, and 259.	['']	['Epistolary']	['Dramatic Dialogue']			true	Author (text)	Proper name	Male	Male			['Work', 'Mr.', 'Prose', 'Verse', 'Remain', 'Volume', 'Life', 'Character', 'Writing', 'M.D.', 'Key', 'Whole', 'Edition', 'Set', 'Copper', 'Plate', 'Letter', 'Dead', 'Living', 'Dialogue', 'Manner', 'Amusement', 'Meridian', 'Gentleman', 'Lady', 'English', 'Walk', 'Vice', 'Folly', 'Town', 'Dispensary', 'Farce', 'Oracle', 'Discourse', 'Addition', 'Supplement']	['London', 'Westminster']	PU	IH	Swarthmore College
3769203	04547cam a2200541 a 4500	Rowe, Elizabeth Singer	1674-1737.	By Mrs. Elizabeth Rowe.	Friendship in death : in twenty letters from the dead to the living : To which are added, letters moral and entertaining, in prose and verse : In three parts / By Mrs. Elizabeth Rowe.	Friendship in death: in twenty letters from te dead to the living. To which are added, letters moral and entertaining. In prose and verse. In three parts. By Mrs. Elizabeth Rowe.			1	The fifth edition.		1738	1738.	London	['Worrall, Thomas']	Printed for T. Worrall, at the Judge\\\'s Head, over-against Richard\\\'s Coffee-House, near Temple-Bar, in Fleet-street; and sold by S. Birt, in Ave-Mary-Lane; and S. Harding, in St. Martin\\\'s Lane,		['Birt, Samuel', 'Harding, Samuel']		Octavo		['Signatures: [A]⁴ a⁸ B-2G⁸ 2H⁴']	""The drift of these letters is, to impress the notion of the soul'd immortality, without which, all virtue and religion, with their temporal and eternal good consequences, must fall to the ground."	""Sir, I have no design in this dedication, but to express my gratitude for the pleasure and advantage I have received from your poem on the last judgement, and the paraphrase on part of the Book of Job."					true	One note at the end of a letter, located on page 216.	['']	['Epistolary']					Author (text)	Proper name	Female	Female	['Non-fiction']		['Friendship', 'Death', 'Letter', 'Dead', 'Living', 'Prose', 'Verse', 'Part', 'Mrs.', 'Edition']		PU	MH	University of Pennsylvania
3887499	04736cam a2200529 i 4500				The unnatural mother, or, Innocent love persecuted : Being the genuine and most affecting history of the tragical and fatal consequences that attended the sincere and disinterested passion of a gentleman of an eminent station in the law, and a young lady of a considerable family in one of the politest courts of Europe.	The unnatural mother: or, innocent love persecuted. Being the genuine and most affecting history of the tragical and fatal consequences that attended the sincere and disinterested passion of a gentleman of an eminent station in the law, and a young lady of a considerable family in one of the politest courts of Europe.			1			1734	M.DCC.XXXIV.	London	['Roberts, James']	Printed for J. Roberts in Warwick-Lane, and sold by the booksellers in town and country.				Quarto		['Title page notes that book was priced at ""1s. 6d."']									['', 'Lansdowne']	['First-person']	['Letters']			true					['Mixed Genre']		['Mother', 'Love', 'History', 'Consequence', 'Passion', 'Gentleman', 'Station', 'Law', 'Lady', 'Family', 'One', 'Court']	['Europe']	PU	YDS	Swarthmore College
4497805	04091cam a2200589 i 4500	Young, Arthur	1741-1820.		The history of Sir Charles Beaufort : containing the genuine and interesting memoirs of a family of distinction in the south of England : displaying the miseries that may arise from acting contrary to that peculiar character which nature has given to both the sexes.	The history of Sir Charles Beaufort. Containing the genuine and interesting memoirs of a family of distinction in the south of England. Displaying the miseries that may arise from acting contrary to that peculiar character which nature has given to both the sexes. In two volumes. Vol. I.	The history of Sir Charles Beaufort. Vol. I.		2			1766	MDCCLXVI.	London	['T. Lownds and W. Nicoll', 'Lowndes, Thomas', 'Lownds, T.', 'Nicoll, William']	Printed for T. Lownds, in Fleet-Street, and W. Nicoll, in St. Paul\\\'s Church-yard.				Duodecimo		['Attributed to Arthur Young.']									['']	['Epistolary']			true	true							['Sir', 'History', 'Memoir', 'Family', 'Distinction', 'South', 'Mystery', 'Character', 'Nature', 'Sex', 'Volume']	['England', 'South of England']	PU	MH	University of Pennsylvania
