id	type	x	b	v
440253	Errata	['Facing first page of main text']	['Errata.']	
440253	Poem	['pp. 14-6.  Between letters III and IV and dated in between the two.  Couplets in iambic pentameter describe pastoral scene and beauty of addressee Lucinda.']	['To Lucinda, with a Landscape.']	
440253	Footnotes	['On xxi, 15, 207']		
440254	Dedication	['A proper address to persons placed in the highest station of life, is the most difficult thing in nature. Lavish praise; flattery must betray all its symptoms of baseness... ']	['To his royal higness George, prince of Wales. ']	['v.1']
440254	Introduction	['In narratives, where an illustrious personage is introduced as chief actor, or where a character is exhibited, made up from the soundest morals... ']	['The introduction. ']	['v.1 ']
440254	Table of contents	['Book I. Zoroaster, after a painful and fruitless search of several years, for the discovery of his beautiful Astarte, returns to Zariafpa... ']	['Contents. ']	['v.1 ']
440254	Table of contents	"[""Book VIII. The second vision of Zugiah, the son of Ethbaal. Upon pleasure. Page I. Book IX. This book contains the sequel of Zugiah\\'s vision on pleasure. 45""]"	['Contents to the second volume. ']	['v.2 ']
440254	Table of contents	['Book XVI. Zoroaster leaves home with two servants, and arrives at the abode of the sage of Sogdiana... ']	['Contents to the third volume. ']	['v.3']
440254	Footnote	['Footnotes appear in v.1 on the following pages: ix, xx, xxx, 1, 2, 51, 52, 214; Footnotes appear in v.2 on the following pages: 305; Footnotes appear in v.3 on the following pages: 285']		['v.1, v.2, v.3 ']
440255	Advertisement	['These Letters are a Part of what were found among the Papers of a Gentleman well known to the learned World, who died this Winter: the Editor hopes he did not judge amiss, in thinking them worthy the Notice of the Publick.', 'Suggests letters may be by a single hand in imitation of supposed writers, but this he submits to the Opinion of the Publick']	['Advertisement of the Editor.']	
440255	Table of contents.	['Organized by letter; each numbered and identified by writer, addressee, and usually topic']	['Contents.']	
440256	Dedication	['Ladies, it is to You, my melancholy Companions, You to whom as well as to myself, churlish Nature has denied what is esteemed the most valuable, if not the only Advantage of our Sex; to You, I say, I consecrate this work.  According to the usual Sile of Dedications, I ought to begin my Compliments to You, with a Panegyricon Ugliness; but let me refer You to the Epistle to the Graces.  I would not be accused of meanly soliciting Your Favor and Protection.  I am likewise too well convinced, that I should vainly endavor to obtain Your Approbation.  There is not one among You, my dear Ladies, that has Courage to confess publicly, or perhaps even to own to herself, that she ought to appropriate any Part of my Offering; and since I cannot hope for any Gratitude, You should not expect any Compliments.']	['The dedication to those ladies who are ignominiously distinguished under the denomination of ugly.']	
440256	Preface	['When I wroe my Life, I had no more Design of publishing it than I had of composing a Romance.']	['Postscript, which may serve the reader as a preface, or an excuse, as he shall judge most requisite.']	
440258	To the reader.	['The proprietors of this edition beg leave to premise to the public, that they have taken the liberty of omitting the parallel which has been carried on in the former editions of this work, between Mr. Carew and Tom Jones, with the criticism and reflections on that performance; as they are of opinion, that nothing can be more absurd, than a comparison between a real and fictional character[...]']	['T[sic] the reader.']	
440258	Footnotes	['Footnotes appear on pages 6, 11, 15-16, 35, 40, 41, 50, 51, 88, 89, 90, 110, 121, 125, and 147.']		
440258	Glossary	['As the language of the community of gypsies is very expressive, and different from all others, we think we shall do a pleasure to the curious by annexing a short specimen of it.']	['A dictionary of the Cant language.  ']	
440259	Preface	['The entire preface reads, The compiler, being well acquainted with Mr. Bampfylde-Moore Carew, thinks himself authorized to declare to the reader, that this edition is the most authentic and fullest account ever published of this extraordinary man; as it is selected wholly from the journals which he constantly kept of his travels; and still remain in the possession of his family.']	['Preface. ']	
440259	Footnote	['Footnotes appear on pages 7, 36, 43, 55, 99, 100, 129, 131, and 147.']		
440259	Glossary	"[""Bigawast-get you hence, begone...Blower - A mistress; also, a whore...Comfortable impudence- a wife...Froglanders- Dutchmen...Mutton-monger- a lover women...Mutton in long coats- women...A leg of mutton in silk stockings- a woman\\'s leg...School-butter - a whipping...Zneefy weather-frosty weather.""]"	['As the language of the community of the gypsies is so very expressive, and different from all others, we think we shall do a pleasure to the curious by annexing a specimen of it. ']	
440261	Letter	['Written in verse. So on as an author is a going--- to publish what is scarce worth knowing,--- Ere yet the tell-tale advertiser---has made the public much the wiser,...']	['An epistle to the maker of the card']	['v. 1']
440261	To the Reader	"[""Gentle reader, as it has long be customary with authors of consequence to recommend to public attention the utility of their respective labours, in little treatises distinguish\\'d each by the name of preface, I have the honour of imitating my superiors by an address of that fashionable sort, and have intreated my printer not to croud it into italicks. ""]"	['Preface to the reader']	['v. 1']
440261	List of Characters	['Includes a list of characters and their titles/ roles in the story.']	['Persons principally concerned in the card.']	['v. 1 ']
440261	Table of Contents	['Both volumes include an index of the contents, or a small description of each chapter. ']	['An index of the contents']	['v.1, v. 2']
440261	Footnotes	['Footnotes appear on pages: v.1: 16, 35, 53, 57, 58, 75, 77, 78, 95, 106, 112, 122, 126, 129, 130, 137, 155, 168, 183, 198, 199, 200, 201, 209, 211; v. 2: 79, 133,169, 171, 183, 185, 222, 232, 238, 240, 250, 258.']		['v. 1, v. 2']
440263	Letter	['Written in verse', 'Soon as an author is a going to publish what is scarce worth knowing, ere yet the tell-tale advertiser has made the public much wiser, by speedily, and in press, but left us all the rest to guess, another author, and another politely court the rising brother with able pen! ']	['An epistle to the maker of the card. ']	['v.1']
440263	To the reader	"[""Gentle reader, as it has been long customary with authors of consequence to recommend to public attention the utility of their respective labours, in little treatises distinguish\\'d each by the name of preface, I have the honour of imitating my superiors by an address of that fashionable sort, and have intreated my printer not to croud it into italicks. ""]"	['Preface to the reader. ']	['v.1']
440263	List of characters		['Persons principally concerned in the card. ']	['v.1 ']
440263	Errata		['Errata. ', 'An index of the contents. ']	['v.1 ', 'v.1, v.2']
440263	Footnote	['Footnotes appear on the following pages - v.1:  20, 42, 64, 69, 70, 90, 92, 93, 113,  126, 133, 149, 152, 153, 154, 162, 182, 197, 214, 232, 233, 235, 236, 245, 247; v.2: 94, 170, 199, 203, 216, 217, 218, 262, 273, 280, 282, 294, and 304.']		['v.1, v.2']
440265	Letter	['Written in verse. Soon as an author is a going--- to publish what is scarce worth knowing,--- Ere yet the tell-tale advertiser---has made the public much the wiser,...']	['An epistle to the maker of the card']	['v. 1']
440265	To the Reader	"[""Gentle reader, as it has long be customary with authors of consequence to recommend to public attention the utility of their respective labours, in little treatises distinguish\\'d each by the name of preface, I have the honour of imitating my superiors by an address of that fashionable sort, and have intreated my printer not to croud it into italicks. ""]"	['Preface to the reader']	['v. 1']
440265	List of Characters	['Includes a list of characters and their titles/ roles in the story.']	['Persons principally concerned in the card.']	['v. 1 ']
440265	Table of Contents	['Both volumes include an index of the contents, or a small description of each chapter. ']	['An index of the contents']	['v.1 & v. 2']
440265	Errata	['Errata in volume one includes misprints for both volumes 1 and 2. ']	['Errata. ']	['v. 1 ']
440265	Footnotes 	['Footnotes appear on the following pages - v.1:  20, 42, 64, 69, 70, 90, 92, 93, 113,  126, 133, 149, 152, 153, 154, 162, 182, 197, 214, 232, 233, 235, 236, 245, 247; v.2: 94, 199, 203, 216, 217, 218, 262, 273, 280, 282, 294, 304, ']		['v. 1 & v. 2']
440266	Copyright Statement	"[""N.B. this book is enter\\'d in the stamp-office, and in the hall-book of the company of stationers; and whoever perfumes to pirate it, or any part thereof, will be prosecuted. ""]"		
440266	Dedication	"[""Madam, tho\\' flattery is universally known to be the spring from which dedications frequently flow, I hope I shall escape that odium so justly thrown on poetical petitioners, notwithstanding my attempt to illustrate those wonderful qualifications by which you have so eminently distinguish\\'d yourself, and gives you a just claim to the title of a nonpareil of the age. ""]"	['The author to herself ']	
440267	Copyright statement	"[""N. B. This book is enter\\'d in the stamp-office, and in the hall-book of the company of stationers; and whoever presumes to pirate it, or any part thereof, will be prosecuted. ""]"		
440267	Dedication	"[""Madam, tho\\' flattery is universally known to be the spring from which dedications frequently flow, I hope I shall escape that odium so justly thrown on poetical petitioners, notwithstanding my attempt to illustrate those wonderful qualifications by which you have so eminently distinguish\\'d yourself, and gives you a just claim to the title of a nonpareil of the age. ""]"	['The author to herself. ']	
440268	Preface	['The very great Philosopher, who, from his heart, wished that every  man had a window to his heart, undoubtedly, little foresaw, that, in the year 1758, the improvements in perspective glasses, at present, would answer his most eager wishes.']	['The preface']	['v.1']
440268	Introduction	['Same pagination series as main text.  Authorial exposition']	['The introduction']	['v.1']
440268	Footnotes	['Footnote on I.5']		['v.1']
440270	Advertisment	['Records that the work was originally printed in German in 1793 and has gone under various names in German, French and English', 'Contains 3 reviews from different publications. ']	['Advertisment.']	['v.1']
440270	Review	['Note that this is a review of the original German text. ', 'The paradise of love is a work perfectly original, and will in many respects make a new era in European culture. ']	['Hamburg Review, November 1801. ']	['v.1']
440270	Review	['Note that this is a review of the original German text. ', 'The author adopts the principles of Mrs. Wolfstonecraft, but his plan is more extensive and consistent.']	['Gotha Review, October 1802']	['v.1']
440270	Review	['Note that this is a review of the original German text. ', 'If this work were a mere novel, we, according to the practice of our review, should take no notice of it at all, or at most should confine ourselves to a couple of lines; but it is evident, from the whole work, that it is essentially different from a novel. The ideas which the author wishes to bring into circulation are truly cosmopolitical. An other circumstance must interest a German public, it is an Englishman who writes in German. ']	['Gottingen Review, March 1803']	['v.1']
440270	Introduction	['An essay on the Nair system of gallantry and inheritance; Shewing its advantages over marriage, in insuring an indubitable birth, and being favorable to population, to the rights of women, and to the active genius of men.']	['Introduction. ']	['v.1']
440270	Errata 	"[""Vol. ii. page 206, line 5, for resemblance read remembrance. ----------210 ---18 --temples read tempes. \\'""]"	['Errata.']	['v.1']
440270	Footnotes	['Footnotes appear in volume 1 on pages iv, ix, xiv, xviii, xxiii, xxxii-xxxiii, xxxv, xxxvi-xxxvii, xl - xlii, 12, 20, 27, 31, 42, 94, 100. 176, 198-199, 202, 211, 213, and 214; in volume 2�on pages 33, 77, 110, and 190; in volume 3 on pages 15, 59, 83, 138, 180, 184, 217, 227, 237, 250,252, and 253-254; and in volume 4 on pages 10, 18, 48, 62, 85, 105, 118, 130, 147, 148, 153, 156, 165, 168, 171, 186, 200, 250, 255, and 261.']		['v.1, v.2, v.3, v.4']
440270	To the Subscriber	"['A notice of a change of terms to the prices and ammenities included in the subscription library. ', ""The liberal patronage of the nobility and gentry, for near half a century, claims the sincere acknowledgement of Hookham and Sons. In order to give a yet more general satisfaction, than the most unremitting attention to the wishes of their subscribers have been able to effect, the proprieters find the following alterations in the terms of subscription to their library indispensable. The subscribers and the public will acknowledge that this arrangement is neccessary, when the proprietors acquaint them that their library, which is conducted on a more liberal scale, and supplied with a greater variety of works in every branch of literature, than any other, will recieve a very considerable increase of the modern publications, both English and foreign. Annual Subscriptions. --- 5l. 5s. entitle to 13 vols. in London, or 26 in the country. --- 4l. 4s. ______ 10______20_____ --- 3l. 3s._____7_____14_____ [implying reference to the words \\'entitle to\\' and \\'vols in London, or\\' and \\'in the country.\\' to fill in the blanks] Further particulars may be known at the library. Reading-Room. Hookham and Sons beg leave to acquaint the public, that their reading-room, which is supplied with the daily and weekly newspapers, and also with the periodical works, is open from ten till five o\\'clock, the terms of subscription to which will be explained at the library. ""]"	"[""Hookhams\\' library, Old Bond Street, London. ""]"	['v.2']
440271	Table of contents	['Descriptions of chapters, organized into four parts']	['Contents.']	
440271	To the reader	"[""The author of these travels, Mr. Lemuel Gulliver, is my antient and intimate friend; there is likewise some relation between us on the mother\\'s side.""]"	['The publisher to the reader.']	
440271	Letter	['I hope you will be ready to own publickly, whenever you shall be called to it, that by your great and frequent urgency you prevailed on me to publish a very loose and uncorrect account of my travels, with direction to hire some young gentlemen of either university to put them in order, and correct the style, as my cousin Dampier did by my advice in his book called, A voyage round the world.']	['A letter from Captain Gulliver to his cousin Sympson. Written in the year 1727.']	
440271	Footnotes	"[""Some are attributed to Swift\\'s friend Lord Orrery\\'s 1751 commentary; others are unattributed, and occasionally comment on or correct Orrery\\'s notes (e.g. p. 111, p. 166, p. 183).  These notes explain rather than expand the satire; the opposite of the famously vertiginous Swiftian footnote.  Footnotes on pages 4 (in Letter from Gulliver to Simpson), [1] (main text), 10, 12, 14, 15, 19, 21, 23, 29, 33, 35, 44, 54, 57, 72, 89, 90, 92, 111, 126, 129, 132, 139, 146, 152, 166, 178, 182, 183, 184, 185, 199, 202, 203, 208, 217, 232, 234-5, 236, 240, 248, 250, 256, 257, 286""]"		
440272	Table of contents	['Descriptions of chapters, organized into four parts']	['Contents.']	
440272	To the reader	"[""The author of these travels, Mr. Lemuel Gulliver, is my antient and intimate friend; there is likewise some relation between us on the mother\\'s side.""]"	['The publisher to the reader.']	
440272	Letter	['I hope you will be ready to own publickly, whenever you shall be called to it, that by your great and frequent urgency you prevailed on me to publish a very loose and uncorrect account of my travels, with direction to hire some young gentlemen of either university to put them in order, and correct the style, as my cousin Dampier did by my advice in his book called, A voyage round the world.']	['A letter from Captain Gulliver to his cousin Sympson. Written in the year 1727.']	
440272	Footnotes	"[""Some are attributed to Swift\\'s friend Lord Orrery\\'s 1751 commentary; others are unattributed, and occasionally comment on or correct Orrery\\'s notes (e.g. p. 111, p. 166, p. 183).  These notes explain rather than expand the satire; the opposite of the famously vertiginous Swiftian footnote.  Footnotes on pages 4 (in Letter from Gulliver to Simpson), [1] (main text), 10, 12, 14, 15, 19, 21, 23, 29, 33, 35, 44, 54, 57, 72, 89, 90, 92, 111, 126, 129, 132, 139, 146, 152, 166, 178, 182, 183, 184, 185, 199, 202, 203, 208, 217, 232, 234-5, 236, 240, 248, 250, 256, 257, 286""]"		
440273	Table of Contents	['Contains small descriptions of each part and chapter.']	['The Contents.']	
440277	Dedication	"['""""Honour\\\'d Sir, Eminent wit, Sir, no more than eminent beauty, can escape the trouble and presumption of addresses; and that which can strike every body with wonder, can never avoid the praise which naturally flows from the wonder: and heaven is forc\\\'d to hear the addresses as well as praises of the poor as rich, of the ignorant as learned, and takes, nay rewards, the officious, tho\\\' perhaps impertinent zeal of its leas qualify\\\'d devotees.""""', 'The dedication is signed """"S. Briscoe.""']"	['To Richard Norton, of Southwick in Hantshire, Esquire.']	
440278	Dedication	"['""""""""My lord, I presume to lay the following novel at your lordships feet, written by the late celebrated Mrs. Behn: in hopes that your unwearied generosity, and candor, of which the living daily participate, may afford protection to the dead, and especially to one who deserved so well of the world while she was in it. [...]""""""']"	"['""""To the right honourable John, Lord, Cutts, Governour of the Isle of Wight, &c.""""']"	
440278		"['""""The dedication is signed by """"S. Briscoe.""""  Likely bookseller Samuel Briscoe""']"		
440278	Dedication			
440278			"['""""To the right honourable John Smith, Esq; chancellour, and under treasurer of the exchequer, and one of His Majesty\\\'s most honourable privy council.""']"	
440278				
440278		"['""""This dedication appears immediately following the text of """"The dumb virgin,"""" and before the title page to """"The wandring beauty.""""  There is nothing in the text of the dedication to indicate to which work it pertains.""']"		
440278		"['""""The dedication is signed by """"S. Briscoe."""" Likely bookseller Samuel Brisoe""']"		
440281	Argument	"['""""\\\'Tis in the most happy and august court of the best and greatest monarch of the world, that Damon, a young nobleman, whom we will render under that name, languishes for a maid of quality, who will give us leave to call her Iris. [...] But as I do not here design to relate the adventures of these two amiable persons, nor give you all the Billet-douxes that past between them; you shall here find nothing but the watch, this charming maid sent her impatient lover.""']"	['The argument.']	
440284	Dedication	"['""""Honour\\\'d Sir, if so considerable a name as Mrs. Behn\\\'s did not justifie my choice of your patronage, Sir, for the following novel, I might perhaps be thought too presumptuous, in sheltring The unhappy fortunate under your name: [...]""']"	['To Edward Cook, of Norfok, Esquire.']	
440285	Dedication	"['""""Honoured sir, I am told that dedications were originally only made to men of known merit, whose sense and learning had gain\\\'d such a reputation in the world, that their names prefix\\\'d, stamp\\\'d the book current, and made it receiv\\\'d by all as such. [...]""""', 'The dedication is signed """"Sam. Briscoe.""']"	['The epistle dedicatory to Arthur Maynwaring Esq.']	
440286	Dedication	"['""""My lord, being to publish these last remains of the celebrated Mrs. Behn, I cou\\\'d not lose so proper an occasion of shewing the respect and value I have for your lordship. [...]""""', 'The dedication is signed """"Sam. Briscoe.""']"	['To the right honourable Edward, Earl of Darwentwater.']	
440286	Dedication	"['This dedication appears immediately following the text of """"The dumb virgin,"""" and before the title page to """"The wandring beauty.""""  There is nothing in the text of the dedication to indicate to which work it pertains.', 'The dedication is signed by """"S. Briscoe."""" Likely bookseller Samuel Brisoe""']"	"[""To the right honourable John Smith, Esq; chancellour, and under treasurer of the exchequer, and one of His Majesty\\'s most honourable privy council.""]"	
440287	Dedication	"['""""My lord, these following dialogues or discourses are the product of the ingenious and learned Monsieur Fontanelle, and translated into English by the Sapho of our nation, the incomparable Mrs. Behn: this I mention, my lord, to lessen the presumption I may else seem guilty of in prefixing your lordship\\\'s name before them. [...]""""', 'The dedication is signed by Sam. Briscoe""']"	['To the right honourable, Evelyn, Earl of Kingston upon Hull, Vicount Newark, Baron Mamvers and Heries.']	
440287	Preface	"['""""I find my self reduced almost to the same condition in which Cicero was, when he undertook to put matters of philosophy into Latin; which, till that time, had never been treated of, but in Greek. [...}""']"	"[""The author\\'s preface.""]"	
440287	Letter	"['""""Sir, you expect I should give you an exact account in what manner I pass\\\'d my time in the country, at the castle of Madam the Marquiese of -----, but I am afraid this account will enlarge itself to a volume, and that which is worse, to a volume of philosophy [...]""']"	['To Monsieur de L-----']	
440287	Essay	['The general Applause this little Book of the Discovery of several new Worlds has met with, both in France and England in the Original, made me attempt to translate it into English.']	['An essay on tranlated prose.']	
440290	Dedication	['To Jeremy Bentham, as a testimony of her admiration of his enlightened sentiments, useful labors, and active philanthropy, and of her gratitude for his friendship, this work is respectfully and affectionately inscribed by Frances Wright. London, March 12th, 1822.']	['To Jeremy Bentham,']	
440290	To the Reader	['That I may not obtain credit for more learning than I possess, I beg to acknowledge the assistance I have received in my version of the curious relict of antiquity now offered to the public from the beautiful Italian MSS. of the erudite professor of Greek in the university of *****. ']	['To the Reader. ']	
440291	Prologue 	['The following ancient inscirption was found on a table of brass, at the foot of the serpentine column in the Hipprodrome at Constantinople... place this before the preface.']	['Aesculapius to Pshyche ']	
440291	Preface	['The following is a translation of an Arabian manuscript, which Diamantes Utasto, physicican to the Turkish ambassador, brought to Paris in the year 1740. ']	['Preface.']	
440291	Footnotes	['Footnotes appear on pages 1, 2, 3, 11, 12, 13, 15, 22, 23, 35, 37, 40, 43, 46, 47, 49, 54, 56, 59, 61, 63, 66, 67, 68, 70, 72, 75, 122, 124, 127, 128, 131, 138, 142, 148, 149, 153, 158, 160.']		
440293	Review	"[""Contains review of work attributed to the Annual Register, short description of work from John Hawkins\\' Life of Johnson, and a paragraph apparently by the publisher explaining the reasons for publication""]"	['Character of the following work.']	['v.1']
440293	Table of contents	['Front of v.1; lists contents of both volumes (chapter numbering is continuous)']	['Contents of Vol. I.']	['v.1']
440294	Copyright statement	"['Acknowledges registration of title with copyright office.  Signed """"Richard R. Lansing, Clerk of the Northern District of New-York""']"		
440294	Preface	"['""""The following Tale was mostly written, whilst the Author had extreme youth to plead in extenuation of its faults: since it has, by some particular friends, been earnestly requested for publication, some additions have been made, in which, it is probable, some chronogrammatical incogruities may strike the reader. The writer has not the vanity to fear that it will be considered of sufficient consequence to affect the character of American literature, as he has no prospect of setting up for an Author; and he most faithfully promises, if this shall pass with impunity, to sin no more.""']"	['Preface.']	
440294	Errata	"['""""In consequence of the Author\\\'s being unable to attend to the correction of the proofs, several mistakes have escaped the notice of the Printer, amongst which are the following...""""', '""""The Mottos to the Chapters are all quoted; but having been done before it was thought of publishing, to some of them no name was affixed, and it cannot now be recollected from whence they were selected""']"	['Errata.']	
440295	Dedication	"['""""Madam, To minds truly noble and delicate, the fulsome language apt to be employed in dedication cannot be otherwise than disgusting.""']"	['To the Queen.']	['v.1']
440295	Footnote	['v.2 footnotes on pages 136, 316; v.3 footnotes on pages 92, 129']		['v.2; v.3']
440296	Advertisment	['The author cannot but feel flattered at the favourable reception this little work has recieved from both the literary and religious world, and knows no better way of expressing gratitude for this early call for a second edition, than by endeavouring to improve it. ']	['Advertisment to the second London edition. ']	
440296	Review	['Includes excerpts from four reviews. ']	['Extracts from the principal reviews of this work.']	
440296	Table of contents	['The table of contents includes small descriptions of the events occuring in each chapter.']	['Contents.']	
440297	Dedication	"['The dedication solicits patronage, signed """"Your most obedient humble servant""']"	['To the right honourable Sir William Yonge, one of the Lords of the Treasury, and Knight of the Most Hon.Order of the Bath:']	
440297	Footnotes	['A footnote appears on page 89.']		
440298	Dedication	"['The dedication deploys and perhaps satirizes familiar tropes of early eighteenth-century dedication (disavowal of panegyric intent followed by shameless panegyric, request for a public figure\\\'s protection of the work from critics).  The dedication takes an """"anti-Gallican"""" (anti-French) stance.  It also praises Lord Carpenter\\\'s precedessor as chair of the Anti-Gallican Society, Theodore Janssen, for his """"high and triple Capacity of Sheriff, Alderman and Member of Parliament for our Illustrious Metropolis"""" - perhaps a satirical dig at British pluralists and sinecurists?""']"	['To the right honourable George, Lord Carpenter, Baron of Killaghy, in the Kingdom of Ireland.']	['v.1']
440298	Dedication	['The Grand President is the same Lord Carpenter to whom the immediately preceding Epistle Dedicatory is addressed.']	['To the right honourable the Grand President; the presidents of the different associations; the stewards, and all other officers, and bretheren in general of the laudable order of Anti-Gallicans, this work is humbly inscribed, by, gentlemen, your most obedient, most devoted brother, and humble servant, W. Goodall']	['v.1']
440298	Table of contents	['Chapter descriptions are humorous and sometimes meta-conscious in the manner of Tom Jones']	['The contents of the first volume.']	['v.1']
440298	Table of contents	['This table of contents, unlike those of the other three volumes, is paginated.', 'Chapter descriptions are humorous and sometimes meta-conscious in the manner of Tom Jones.']	['Contents.']	['v.2']
440298	Table of contents	"['Two consecutive chapters are numbered VII; a footnote claims that the second """"should have been Chap. viii, but was an Over-sight not discover\\\'d til it was work\\\'d off.""""  In the body of the texts the chapter headings contain the same \\\'Over-sight\\\', although the running title simly assimilates the first Chapter VII to """"Ch. 6""""', 'Chapter descriptions are humorous and sometimes meta-conscious in the manner of Tom Jones""']"	['The contents of the third volume.']	['v.3']
440298	Table of contents	['Chapter descriptions are humorous and sometimes meta-conscious in the manner of Tom Jones']	['The contents of the fourth volume.']	['v.4']
440298	Footnotes 	['Footnotes for v.1 can be found on the following pages: vii, 22 - 23;  Footnotes for v.2 can be found on the following pages: 22, 76, 126, 128, 139, 185, 253; Footnotes for v.3 can be found on the following pages: 83, 151, 186, 210, 235, 287;  Footnotes for v.4 can be found on the following pages: 26 - 27, 44. ']		['v.1, v.2, v.3, v.4']
440299	Poem	"['""""Oh! gentle Hammond, whilst a brother shines, --- immortal in thy friendship, and thy lines, --- place me a neighbor to the dear-lov\\\'d name, --- nature has pair\\\'d us, let me share his fame. ""']"	"[""Clio\\'s picture. ""]"	
440299	Dedication	"['""""To --- the monarch of all my soft desires; --- the end of my wishes; --- the inspirer of my heart; --- the adoration of my soul; --- the elevater of my thoughts; --- the immortalizer of my songs; --- the charmer of my bosom; --- the life of my soul; --- the heaven of my repose; --- this is most fondly, most passionately, most respectfully addressed, by --- his devoted, adoring Clio."""" ""']"	['The dedication of my heart and life. ']	
440299	Letter	"['""""Oh! divine Hillarius, till I was inspired by your lovely eyes, I did not imagine my life worth my concern. I meant to die undistinguished, and to sleep amidst the lumber of the world."""" ""']"	['To the inspirer of my soul, but sweet disturber of it. ']	
440299	Poem	"['""""Guide of life, inspirer of my muse, --- sweet patron of my lays, thy spirit infuse; --- I court no other\\\'s care, no meaner name, --- but his who charms my soul, to guard my fame."""" ""']"	['To the for ever-lovely Hillarius. ']	
440299	Footnotes	['Footnotes are found on the following pages:206']		
440300	Preface	"['The preface begins, """"Amongst those topics of complaint, which if not general are at least common, we hear it urged as a point of great consequence, that scarce any are now read but books of amusement.""']"	['Preface.']	['v.1']
440300	Table of contents	['The table of contents contains descriptive chapter titles for the first book.']	['Table of contents to the first volume. ']	['v.1']
440300	Introduction	"['""""At the distance of about half a day\\\'s journey from one of those places, to which at certain seasons there is a great resort of the best company, partly on the score of health, but chiefly for the fake amusement...""']"	['Introduction. ']	['v.1']
440300	Conclusion		['Conclusion.']	['v.1']
440300	Table of contents	['The table of contents contains descriptive chapter titles for the second book.']	['Table of contents to the second volume. ']	['v.2']
440300	Introduction		['Introduction.']	['v.2']
440300	Conclusion		['Conclusion.']	['v.2']
440301	Dedication	"['""""You and I, my good friend, have often deliberated on the difficulty of writing such a dedication as might gratify the self-complacency of a patron, without exposing the author to the ridicule or censure of the public; and I think we generally agreed that the task was altogether impracticable.""']"	['To Doctor ******']	['v.1']
440301	Footnotes	['A footnote appears in Vol. I on page ii of the dedication.']		['v.1']
440302	Dedication	"['""""You and I, my good friend, have often deliberated on the difficulty of writing such a dedication as might gratify the self-complacency of a patron, without exposing the author to ridicule or censure of the public; and I think we generally agreed that the task was altogether impracticable."""" ""']"	['To doctor ******']	['v.1']
440302	Footnotes	"['Page ii; Transcription: """"The author of the Seasons."""" ""']"		['v.1']
440303	Preface	"['The preface begins, """"The taste of the public, with regard to epistolary writing, having been much vitiated by some modern authors, it may not be amiss to premise some short matter concerning it in this place, that the reader may not expect another kind of entertainment than he will meet with in the following papers, nor impute the author\\\'s designed deviation from the common road, to any mistake or error.""']"	['Preface. Written by a friend of the author.']	['v.3']
440303	Footnotes.	"['A footnote on page 179 in volume 4 describes the fictional dialogues that follow: """"These dialogues were a kind present to the author by a friend.""']"		['v.4']
440304	Preface	"['The preface begins, """"Sequels to histories of this kind are so generally decried, and often with such good reason, that a few words seem necessary towards an explanation of the following design.""']"	['Preface by a female friend of the author.']	
440304	Table of Contents	['The table of contents contains brief descriptions of chapters, organized into Books V.-VII.']	['The contents.']	
440304	Errata		['Errata.']	
440305	Preface	"['""""The anecdote which forms the basis of the following Tale is founded upon truth: indeed the most fertile imagination would have failed when relating actions so heroic, and in expressing such noble sentiments -- the heart alone could inspire them.""""  Further on - """"I was fearful, that if I had related the whole truth, my tale would have appeared improbable, or a mere fiction""']"	"[""The Author\\'s Preface""]"	
440306	Dedication	"['""""Madam, Nothing can give greater pleasure to the mind of a benevolent man, than paying to merit the triibute of admiration; and I may venture to assert, that the pleasure is greatly heightened, when the excellence he admires is found in a female character."""" ""']"	['Dedication. To Teraminta']	
440307	Dedication	"[""Praises Young\\'s religious work - poem on Last Judgment, paraphrase of Book of Job"", 'Claims that author of letters contained in work """"is above any View of Interest, and can have no Prospect of Reputation, resoving to be concealed""']"	['To Dr. Young']	
440307	Preface	['Establishes purpose of letters: to affirm immortality of soul']	['The preface.']	
440307	Table of contents	['Describes letters by sender, receiver, and content']	['The contents.']	
440307	Footnotes	['Footnotes are located on the following pages: 100, 119, 126, 178, 185, 191, 225', 'Some footnotes indicate where in the collection the story related by a letter is picked up again']		
440308	Preface	['Glenarvon was written and committed to the press without permission, communication, advice, or assistance- this may account for, though it cannot excuse all the slighter, and many, it is trusted, of the more serious errors of the composition.']	['Preface to the second edition. ']	['v.1 ']
440309	Dedication			
440309			['The epistle dedicatory, to Simon Scroop, Esq; of Danby, in Yorkshire.']	
440309				
440309				['v.1']
440309		"['""""Honoured sir, I am extremely pleas\\\'ed with this opportunity of renewing that acquaintance, which I had the honour and happiness to begin with you at the college [...] and at the same time of doing justice both to the respect and honour I have for you, sir; and to the value and esteem I ever had for the person and memory of Mrs. Behn, by making you a present, that has more than once already met with a publick and general applause; and by securing these admirable and diverting histories from being prostituted to a person unworthy of the honor. [...]""']"		
440309	About the author			
440309			['The history of the life and memoirs of Mrs. Behn. Written by one of the fair sex.']	
440309				
440309				['v.1']
440309		"['""""My intimate acquaintance with the admirable Astrea, gave me naturally a very great esteem for her; for it both freed me from that folly of my sex, of envying or slighting excellencies I could not obtain, and inspired me with a noble fire to celebrate that woman, who was an honour and glory to our sex: and this reprinting her incomparable novels, presented me with a lucky occasion of exerting that desire into action. [...]""']"		
440309	Dedication			
440309			['To the right honourable, Evelyn, Earl of Kingston upon Hull, Vicount Newark, Baron Mamvers and Heries.']	
440309				
440309				['v.2']
