id	leader	orig language (base)	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition transcribed	edition controlled	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution	cataloger initials	cataloger institution
440336	02595nam a2200409Ia 4500	eng	Wollstonecraft, Mary	1759-1797.		Original stories from real life: with conversations, calculated to regulate the affections, and form the mind to truth and goodness.	Original stories from real life; with conversations, calculated to regulate the affections, and form the mind to truth and goodness. By Mary Wollstonecraft. A new edition. 			1	A new edition. 		1796	1796	London	['J. Johnson', 'J. Johnson']	Printed for J. Johnson, No. 72, St. Paul\\\'s Church-yard.				Duodecimo	Ill.	['A frontispiece is present: ""Look what a fine morning it is. --Insects, birds, & animals, are all enjoying existence."" Additional illustrations appear throughout, between pages 20-1, 64-5, 82-3 100-1, and 152-3."']	""These conversations and tales are accomodated to the present state of society; which obliges the author to attempt to cure those faults by reason, which ought never to have taken root in the infant mind."				""Mary and Caroline, though the children of wealthy parents were, in their infancy, left entirely to the managment of servants, or people equally ignorant. [...]"		true		['']	['Third-person']	['First-person']				Author (text) 	By proper name 	Female	Female	['Mixed-genre']		['Story', 'Life', 'Conversation', 'Affection', 'Mind', 'Truth', 'Goodness', 'Edition']			EJM	Swarthmore College
440354	04564nam a2200577Ia 4500	eng	Wright, Frances,	1795-1852. 	By Frances Wright.	A few days in Athens, being the translation of a Greek manuscript discovered in Herculaneum. By Frances Wright.	A few days in Athens, being the translation of a Greek manuscript discovered in Herculaneum. By Frances Wright, author of ""views of society and manners in America.""			1			1822	1822. 	London	['Longman, Hurst, Rees, Orme, and Brown', 'Longman', 'Hurst', 'Rees', 'Orme', 'Brown']	Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row.	['A. & R. Spottiswoode', 'Spottiswoode, A.', 'Spottiswoode, R. ']			Octavo		['The last page of this volume states ""End of Part I."']		To Jeremy Bentham, as a testimony of her admiration of his enlightened sentiments, useful labors, and active philanthropy, and of her gratitude for his friendship, this work is respectfully and affectionately inscribed by Frances Wright. London, March 12th, 1822.		That I may not obtain credit for more learning than I possess, I beg to acknowledge the assistance I have received in my version of the curious relict of antiquity now offered to the public from the beautiful Italian MSS. of the erudite professor of Greek in the university of *****. 					["Thomson\\\\\\'s Liberty"]	['Third-person']				true	Author (text)	By proper name	Indeterminate	Female		['Views of society and manners in America']	['Day', 'Translation', 'Manuscript', 'Author', 'View', 'Society', 'Manner']	['Athens', 'Herculaneum', 'America']		EJM	Swarthmore College
440356	03057nam a2200409Ia 4500	eng	Johnson, Samuel	1709-1784		The prince of Abissinia: A tale	The prince of Abissinia. A tale. By Samuel Johnson, LL.D. The two volumes complete in one. Volume the first.	The prince of Abissinia. A tale. By Samuel Johnson, LL.D. Volume the second.		1			1791	M DCC X CI.	Philadelphia		Printed by Francis Bailey, No 116, Market-Street, and T. Lang, No 21, Church-Alley.	['Francis Bailey', 'T. Lang', 'Bailey, Francis', 'Lang, Thomas']			Duodecimo		['12mo in 6s']							true		['']	['Third-person']			true		Author (text)	Proper name	Male	Male			['Prince', 'Tale', 'Volume']	['Abissinia']		NAA	
440357	03897nam a2200409Ia 4500	eng				Adsonville, or, Marrying out: a narrative tale	Adsonville: or marrying out. A narrative tale.			1			1824	1824	Albany	['S. Shaw', 'S. Shaw']	Published by S. Shaw, No. 47, State-street. J.C. Johnson, printer.	['J. C. Johnson', 'J.C. Johnson']			Duodecimo		['12mo in 6s']	""The following Tale was mostly written, whilst the Author had extreme youth to plead in extenuation of its faults: since it has, by some particular friends, been earnestly requested for publication, some additions have been made, in which, it is probable, some chronogrammatical incogruities may strike the reader. The writer has not the vanity to fear that it will be considered of sufficient consequence to affect the character of American literature, as he has no prospect of setting up for an Author; and he most faithfully promises, if this shall pass with impunity, to sin no more."						true		['', 'Byron']	['Third-person']	['First-person', 'Letters', 'Dramatic dialogue']				Author (text)	Generic/descriptive	Male	Unknown"			['Tale']	['Adsonville']		NAA	Swarthmore College
440358	04613nam a2200613Ia 4500	eng	Hervey, Elizabeth	approximately 1748-approximately 1820.		Amabel, or, Memoirs of a woman of fashion in four volumes. Vol. I-IV / By Mrs. Hervey, author of The Mourtray family, &c.	Amabel; or, memoirs of a woman of fashion. By Mrs. Hervey, author of The Mourtray family, &c. In four volumes. Vol. I.			4			1814	1814	London	['Henry Colburn and Co.', 'Colburn, Henry, ']	Printed for Henry Colburn, public library, Conduit-Street, Hanover-Square; and sold by George Goldie, Edinburgh, and John Cumming, Dublin.	['B. Clarke', 'Clarke, B.']	['John Cumming', 'George Goldie', 'John Cumming', 'George Goldie']				['Alternate titles in the University of Pennsylvania catalog: Memoirs of a Woman of Fashion; Memoirs of Amabel']		""Madam, To minds truly noble and delicate, the fulsome language apt to be employed in dedication cannot be otherwise than disgusting."						v.2 footnotes on pages 136, 316; v.3 footnotes on pages 92, 129	['']	['First-person']	['Letters']			true	Author (text)	Proper name	Female	Female	['Fiction']	['The Mourtray family']	['Memoir', 'Woman', 'Fashion', 'Author', 'Volume', 'Family']			JRH	Swarthmore College
440360	03784nam a2200433Ia 4500	eng	Corp, Harriet			An antidote to the miseries of human life : in the history of the widow Placid and her daughter Rachael.	An antidote to the miseries of human life: in the history of the widow Placid and her daughter Rachael. The first American, from the second London, Edition. 			1	The first American, from the second London, edition. 		1808	1808.	New York	['T. & J. Swords', 'Swords, T.', 'Swords, J.']	Printed and sold by T. & J. Swords, No. 160 pearl street. 				Duodecimo	ill. (bookplate)	['This work is bound with another entitled ""The Pleasures of Human Life"" which is a series of satirical ""Dissertations."" While the two pieces share similar titles, these tracts cannot be considered novels. "']							true		['', 'Thomson']	['First-person']	['Third-person']		true		Author (text)	Generic/ Descriptive	Indeterminate	Female			['Antidote', 'Misery', 'Life', 'History', 'Widow', 'Daughter']	['Widow Placid', 'Rachael']		EJM	Swarthmore College
440361	03606nam a2200433Ia 4500	eng	Chetwood, W.R. (William Rufus),	-1766.		The voyages and adventures of Captain Robert Boyle : in several parts of the world. Intermixed with the story of Miss Villars, an English lady, with whom he made his surprising escape from Barbary. Likewise including the history of an Italian captive, and the life of Don Pedro Aquilio, &c. Full of various and amazing turns of fortune.	The voyages and adventures of Captain Robert Boyle. In several parts of the world intermixed with the story of Miss Villar, an English lady, with whom he made his surprising escape from Barbary. Likewise including the history of an Italian captive, and the life of Don Pedro Aquilio, &c. Full of various and amazing turns of fortune.			1			1799	1799	Walpole, Newhampshire	['Thomas & Thomas', 'Thomas']	Printed by David Carlisle, for Thomas & Thomas; and sold at the Walpole Bookstore.	['David Carlisle', 'Carlisle, David, ']			Duodecimo		['12mo in 6s']		The dedication solicits patronage, signed ""Your most obedient humble servant"						A footnote appears on page 89.	['']	['First-person']	['Letters']			true	Author (paratext)	Generic/descriptive	Unknown	Unknown			['Voyage', 'Adventure', 'Captain', 'Part', 'World', 'Story', 'Lady', 'Escape', 'History', 'Captive', 'Life', 'Turn', 'Fortune']	['Barbary']		NAA	Swarthmore
440369	04609nam a2200541Ia 4500	eng	Cottin, Madame (Sophie),	1770-1807.		Elizabeth, or, the exiles of Siberia	Elizabeth, or, the exiles of Siberia, translated by Mrs. Meeke.  			1			1814	1814	London	['B and R Crosby and Co.']	Printed by Dean & Munday, Threadneedle street; for B. and R. Crosby and Co. Stationer\\\'s Court Ludgate HIll, 	['Dean & Munday']			Duodecimo		['Two title pages.  First (recto, facing frontispiece) does not include printers\' information, date of publication, ""Founded on facts"" portion of title, or identification of original author - all of which do appear in second title page, on recto of leaf immediately following"']	""The anecdote which forms the basis of the following Tale is founded upon truth: indeed the most fertile imagination would have failed when relating actions so heroic, and in expressing such noble sentiments -- the heart alone could inspire them.""  Further on - ""I was fearful, that if I had related the whole truth, my tale would have appeared improbable, or a mere fiction"								['']	['Third-person']				true	Translator (text)	Proper name	Female	Female			['Exile', 'Tale', 'Fact', 'French']	['Siberia']		NAA	Swarthmore College
440372	03896nam a2200517Ia 4500	eng	Lamb, Caroline,	1785-1828. 		Glenarvon.	Glenarvon. In three volumes. Vol. I. Third Edition.			3	Third Edition. 	Third Edition. 	1816	1816	London	['Henry Colburn', 'Colburn, Henry, ']	Printed for Henry Colburn, conduit street	['Schulze and Dean ', 'J. Gillet', 'B. Clarke', 'Schulze ', 'Dean ', 'Gillet, Jacob', 'Clarke, B. ']			Duodecimo		['Pages 48-49 of v.1,  131 of v.2, and 14-15 of v. 3 contain lyrics to songs.']	Glenarvon was written and committed to the press without permission, communication, advice, or assistance- this may account for, though it cannot excuse all the slighter, and many, it is trusted, of the more serious errors of the composition.								['']	['Third-person']			true	true	Author (text)	Generic/Descriptive	Unknown	Female	['Mixed genre']		['Volume', 'Edition']	['Glenarvon']		EJM	Swarthmore College
440378	03119nam a2200337Ia 4500	eng	Opie, Amelia	1769-1853.		Illustrations of lying, in all its branches /  by Amelia Opie. From the second London ed.	Illustrations of lying, in all its branches. By Amelia Opie. From the second London edition. 			1	From the second London edition. 	Second edition	1827	1827	Hartford		Published by Silas Andrus				Duodecimo		['Bookplate - ""Friends historical library, Swarthmore College Pennsylvania."']	""I am aware that a preface must be short, if its author aspire to have it read. I shal therefore content myself with making a very few preliminary observations, which I wish to be considered as apologies. [...]"	The dedication reads, ""To thee, my beloved father, I dedicated my first, and to thee I also dedicate my present, work; with the pleasing conviction that thou art disposed to form a favourable judgment of any production, however humble, which has a tendency to promote the moral and religious welfare of mankind."					true	Footnotes appear on pages 8, 62, 75, 82-4, 86, 140-2, 198-200, 207-8, 212, and 239-40.	['']	['First-person']	['Third-person', 'Letters']				Author (text) 	By proper name	Female	Female			['Illustration', 'Branch', 'Edition']	['London']		EJM	Swarthmore College
440379	03246nam a2200385Ia 4500	eng	Opie, Amelia	1769-1853.		Illustrations of lying in all its branches by Amelia Opie.	Illustrations of lying in all its branches.  By Amelia Opie.			1			1829	1829	Exeter, N. H. : 	['John C. Gerrish', 'Gerrish, John Calvin']	Published by John C. Gerrish, 				Octavo		['Bookplate - Friends Historical Library Swarthmore College Pennsylvania.  Gift of H. M. Lippincott']	""I am aware that a preface must be short, if its author aspires to have it read. [...]"	The dedication reads, ""To thee, my beloved father, I dedicated my first, and to thee I also dedicate my present, work; ---- with the pleasing conviction that though art disposed to form a favourable judgment of any production, however humble, which has a tendency to promote the moral and religious welfare of mankind.  Amelia Opie."					true	Footnotes appear on pages 10, 52, 64, 69-73, 115-7, 160-1, 166-8, 170-1, and 191-2.	['']				true		Author (text)	Proper name	Female	Female			['Illustration', 'Branch']			JRH	Swarthmore College
440385	04582nam a2200529Ia 4500	eng	Author of The Greeks			Life High and Low  by the author of The greeks, Pigeons, Fashion, To night, Ton, Modern belles, Modern beaux, Dress and address, &c. ; embellished with humorous coloured plates.	Third edition. Life high & low. By the author of The Greeks, Pigeons, Fashion, To night, Ton, Modern belles, Modern beaux, Dress and address, &c. Embellished with humorous colored plates. 			1	Third edition. 	Third edition	1819	1819.	London	['J. J. Stockdale', 'Stockdale, Joseph']	Printed for J.J. Stockdale, No. 41, Pall Mall.	['Handy']			Duodecimo	Ill.	['12mo in 6s']	The preface begins, ""The humours of high life and of low life, have long been the objects of the ambition, or of the curiosity of the young and enterprising. To occupy a place in the first circle, is the desideratum, the summum bonum of a youth just off the collegiate anvil, or of a half-fledged hussar, cornet of dragoons, or guard-exquisite."							Footnotes are located on pages iv and vii of the preface.	['', 'Pope']	['Third-person']				true	Author(text)	Reference to other works	Indeterminate	Unknown	['Mixed Genre']	['The Greeks', 'Pigeons', 'Fashion', 'To night', 'Ton', 'Modern belles', 'Modern beaux', 'Dress and address']	['Life', 'Author', 'Greek', 'Pigeon', 'Fashion', 'Belle', 'Beau', 'Dress', 'Address', 'Plate']			EJM	Swarthmore College
440386	03499nam a2200421Ia 4500	eng				The surprising adventures of Bampfylde Moore Carew, king of the beggars  containing his life, a dictionary of the cant language and many entertaining particulars of that extraordinary man.	The surprising adventures of Bampfylde Moore Carew, king of the beggars containing his life a dictionary of the Cant Language and many entertaining particulars of that extraordinary man. A new edition corrected & much improved.			1	A new edition corrected & much improved.		1812	1812		["Crosby's & Co.", 'W. Salter', 'Crosby']	Printed for W. Salter Tiverton, and sold by Crosby\\\'s & Co. London and the booksellers in Exeter, Taunton, Sherborne, Frome, Salisbury, Plymouth & Dock.				Duodecimo	Ill. (frontispiece)	["The book's frontispiece is a portrait of Mr. Bampfylde Moore Carew. Further illustrations appear on pages 116-7 and 238-9."]	The preface begins, ""The many incorrect and inelegant editions which have been intruded on the public have induced the present proprietors to undertake a more complete history of this celebrated man. [...]"						true	Footnotes appear on pages 5, 11, 18, 19, 47, 54-5, 69, 123-5, 155, 170, 176, 208, and 226.	['']	['Third-person']	['Letters']		true	true	Editor (text)	Generic/Descriptive	Indeterminate	Unknown			['Adventure', 'King', 'Beggar', 'Life', 'Dictionary', 'Language', 'Particular', 'Man', 'Edition']			JRH	Swarthmore College
440382	05325nam a2200589Ia 4500	eng	Brackenridge, H. H	1748-1816.	By H. H. Brackenridge.	Modern chivalry: containing the adventures of a captain, and Teague O\\\'Regan, his servant. By H. H. Brackenridge.	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant.	Modern chivalry. Vol. II		1			1825	1825	Wilmington, (Del.)	['S. Kollock & G. W. Metz', 'Kollock, Shepard', 'G. W. Metz']	Printed for and sold by S. Kollock, & G.W. Metz.				Duodecimo		['12mo in 6s']					Introduction to second volume. Claims that only the 'perfectly instructed' will be able to appreciate the work's 'perfect stile'		true		['', 'Hor.']	['Third-person']	['First-person', 'Letters']		true		Author (text)	Generic/Descriptive	Male				['Chivalry', 'Adventure', 'Captain', 'Servant']			NAA	Swarthmore College
440394	04376nam a2200541Ia 4500	eng	Opie, Amelia	1769-1853.		Simple tales	Simple Tales: by Mrs. Opie. In four volumes. Vol. I. 			4			1806	1806	London	['Longman, Hurst, Rees, and Orme', 'Longman', 'Hurst', 'Rees', 'Orme']	Printed for Longman, Hurst, Rees, and Orme, paternoster row.	['R. Taylor and Co. ', 'Taylor, R.']	['Davies, R. ']		Duodecimo		['Bookplate- For whatsoever things were written aforetime were written for our learning. Friends Historical Library Swarthmore College Pennsylvania. All four volumes']									['']	['Third-person']					Author (text)	By proper name	Female	Female			['Tale', 'Volume']			EJM	Swarthmore College
440395	06190nam a2200637Ia 4500	eng	Opie, Amelia	1769-1853.		New tales by Mrs. Opie	New tales.  By Mrs. Opie.  In four volumes.  Vol. I.	New tales by Mrs. Opie.		4			1818	1818	London	['Longman, Hurst, Rees, Orme, and Brown', 'Longman', 'Hurst', 'Rees', 'Orme', 'Brown']	Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster Row.	['Richard and Arthur Taylor (firm)', 'R. Taylor', 'A. Taylor']					['Running titles throughout the book change to reflect individual section headings.']							true	Footnotes appear in v.2 on pages 299-301; in v.3 on pages 100, 102, 126, and 134; and in v.4 on pages 163-4, 168, and 183.	['', 'Shakespeare.']	['Third-person']	['Letters']				Author (text)	Proper name	Female	Female	['Fiction']		['Tale']			JRH	Swarthmore College
440397	02595nam a2200409Ia 4500	eng	Wollstonecraft, Mary	1759-1797.		Original stories from real life: with conversations, calculated to regulate the affections, and form the mind to truth and goodness.	Original stories from real life; with conversations, calculated to regulate the affections, and form the mind to truth and goodness. By Mary Wollstonecraft. A new edition. 			1	A new edition. 		1796	1796	London	['J. Johnson', 'J. Johnson']	Printed for J. Johnson, No. 72, St. Paul\\\'s Church-yard.				Duodecimo	Ill.	['A frontispiece is present: ""Look what a fine morning it is. --Insects, birds, & animals, are all enjoying existence."" Additional illustrations appear throughout, between pages 20-1, 64-5, 82-3 100-1, and 152-3."']	""These conversations and tales are accomodated to the present state of society; which obliges the author to attempt to cure those faults by reason, which ought never to have taken root in the infant mind."				""Mary and Caroline, though the children of wealthy parents were, in their infancy, left entirely to the managment of servants, or people equally ignorant. [...]"		true		['']	['Third-person']	['First-person']				Author (text) 	By proper name 	Female	Female	['Mixed-genre']		['Story', 'Life', 'Conversation', 'Affection', 'Mind', 'Truth', 'Goodness', 'Edition']			EJM	Swarthmore College
440400	03514nam a2200505Ia 4500	eng	Bunyan, John	1628-1688.		The pilgrim\\\'s progress.	The pilgrim's progress from this world to that which is to come: delivered under the similitude of a dream. By John Bunyan. Johnson's edition.			1	Johnson\\\'s edition		1805	1805	Philadelphia	['Robert Johnson', 'Robert Johnson']	Published by Robert Johnson, No. 2, North Third-Street.	['Plowman, Thomas Lowry']			Duodecimo		['Various items can be found tucked into the pages of this book. Between 72 and 73, a small white paper dress; 114-5, a second, slightly larger paper dress and a thin paper bookmark with publishing information; 126-7, a scrap of white paper; and between 226-7, pressed plant matter, perhaps flower petals.']	""Go now, my little book, to every place, --- where my first pilgrim has but shown his face: --- call at their door [...]"			""When at first I took my pen in hand, --- this for to write, I did not understand --- that I at all should make a little book --- In such a mode; nay, I had undertook --- To make another; which, when almost done, --- before I was aware, I'd this begun."			true		['Hos. xii. 10.']	['Third-person']	['Dramatic dialogue']		true	true	Author (text)	Proper name	Male	Male			['Pilgrim', 'Progress', 'World', 'Similitude', 'Dream', 'Edition']			JRH	6/16/2014
440404	01526nam a2200337Ia 4500	eng	Johnson, Samuel	1709-1784.		Rasselas.	Rasselas, Prince of Abyssinia. A tale. By Dr. Johnson.			1			1831	1831	Boston		Published by T. Bedlington, no. 31, Washington-Street. 	['T.H. Carter & Co. ', 'Carter, T. H., ']			Duodecimo 									true		['']	['Third-person']	['First-person ']				Author (text) 	By proper name	Indeterminate	Male			['Prince', 'Tale']	['Abyssinia ']		EJM	Swarthmore College 
440406	03092nam a2200481Ia 4500	eng	Lockhart, J.G. (John Gibson),	1794-1854.		Reginald Dalton.  v.1, v.2, v.3	Reginald Dalton. By the author of Valerius, and Adam Blair. In three volumes. Vol. I			3			1823	M.DCCC.XXIII	Edinburgh	['William Blackwood', 'T. Cadell ', 'Blackwood, William ', 'Cadell, T. (Thomas)']	William Blackwood	['James Ballantyne and Co. ', 'Ballantyne, James ']					['The running titles have the book and chapter number of each page on the recto side. ']		true					true		['']				true	true	Author (text) 	Reference to other works	Indeterminate 	Male	['Fiction']	['Valerius', 'Adam Blair ']	['Author', 'Volume ']			EJM	Swarthmore College
440409	03455nam a2200493Ia 4500	eng	Opie, Amelia	1769-1853.		Temper or, Domestic scenes, a tale, in three volumes. by Mrs. Opie.	Temper, or domestic scenes: a tale, in three volumes, by Mrs. Opie. Vol. I.	Temper, or domestic scenes. A tale.		3			1812	1812	London	['Longman, Hurst, Rees, Orme, and Brown', 'Longman', 'Hurst', 'Rees', 'Orme', 'Brown']	Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster Row ; 	['R. Taylor and Co. (London, England)', 'R. Taylor']			Duodecimo		['Bookplate - ""Douglas Cavers"" - all 3 volumes. Crossed out in ink in v.1 and v.2"']							true		['']	['Third-person']			true		Author (text)	Proper name	Female	Female	['Mixed genre']		['Temper', 'Scene', 'Tale', 'Volume']			JRH	Swarthmore College
440410	06810nam a2200877Ia 4500	eng	Le Sage, Alain-RenÈ			The Adventures of Gil Blas of Santillana v.1, v.2	The adventures of Gil Blas. Translated from the French of Le Sage by Tobias Smollet, MD. Vol. I.			2			1809		London	['Walker, J., ', 'J. Harris', 'J. Johnson', 'J. Richardson', 'Faulder, R., ', 'Rivington, F., ', 'Rivington, C., ', 'Rivington, J., ', 'Vernor', 'Hood', 'Sharpe ', 'R. Lea', 'J. Nunn, ', 'Cuthell', 'Martin', 'E. Jeffrey', 'Lane', 'Newman', 'Lackington', 'Allen', 'Longman', 'Hurst', 'Rees', 'Orme', 'Cadell, Thomas, ', 'Davies', 'Wilkie']	Published by J. Walker, Paternoster Row, and J. Harris St. Paul\\\'s church yard. 				Duodecimo	Ill.	['Both volumes include an illustrated frontispiece as well as an illustrated title page. Illustrations come from scenes on pages 37, 145 (v. 1) and 32, 7 (v.2). ']				""As there are some people who cannot read without making applications of the vicious and ludicrous characters they meet with in works of this kind, I declare to these mischievous readers, that they will be to blame, if they apply any of the pictures drawn in this book. "			true	true	['']	['First-person']	['Third-person']		true	true	Author (source text) 	By proper name 	Indeterminate	Male 							
440411	05077nam a2200529Ia 4500	eng	Walpole, Horace	1717-1797	tr. by William Marshal [!] gent. [pseud.] from the original Italian of Onuphrio Muralto [pseud.] 	The castle of Otranto: a Gothic story / tr. by William Marshal [!] gent. [pseud.] from the original Italian of Onuphrio Muralto [pseud.]	The castle of otranto. a gothic story. Translated by William Marshal, gent. From the original italian of Onuphrio Muralto, canon of the church of St. Nicholas at otranto. The sixth edition.	Edwards's edition of the castle of otranto.		1	Edwards\\\'s Edition	Sixth edition	1791	MDCCXCI.	Parma		Printed by Bodoni, for J. Edwards, bookseller of London. 	['Bodoni', 'Bodoni ']	['J. Edwards', 'Edwards, James']		Quarto	Ill. (frontispiece)	['The front board has ""Bodoni press. Large paper copy."" inscribed in pencil."']	The following work was found in the library of an ancient Catholic family in the north of England. It was printed at Naples in the black letter, in the year 1529.	Thou sweet enchanter! at whose nod--- the airy train of phantoms rise--- who dost but wave thy potent rod, --- and marble bleeds, and canvas sighs...					true		['', 'Hor.']	['Dramatic dialogue']	['Third-person']		true		Translator (text)	By proper name 	Male	Male			['Castle', 'Story', 'Italian', 'Canon', 'Church', 'Edition']	['Oranto']		EJM	Swarthmore College
440412	03060nam a2200337Ia 4500	eng	Davis, John	1774-1854.		The farmer of New Jersey: or, A picture of domestic life. A tale /  |c By the translator of Buonaparte\\\'s campaign, author of Ferdinand and Elizabeth, &c. &c.	Farmer of New-Jersey; or, a picture of domestic life. A tale. By the translator of Buonaparte's campaign, author of Ferdinand and Elizabeth, &c. &c.			1			1800	1800	New York		Furman and Loudon\\\'s type.	['Furman and Loudon', 'Furman, John K., ', 'Loudon, Samuel, ']			Duodecimo					""In this little tale the reader must not look for haunted forests, or enchanted castles, but the exhibition of such little scenes as bring before the heart the images of its own feelings. Its sentiments have been enforced by nature, and not supplied by meditation. John Davis. New-York, Dec. 7, 1800."				true	A footnote appears on p. 57.	['', 'Thomson.']	['First-person']			true		Author (text)	Generic/Descriptive	Indeterminate	Male		["Buonaparte's Campaign", 'Ferdinand and Elizabeth']	['Farmer', 'Picture', 'Life', 'Tale', 'Translator', 'Campaign', 'Author']	['New Jersey', 'New-Jersey']		JRH	6/16/2014
440416	03787nam a2200589Ia 4500	eng	Belknap, Jeremy	1744-1798.		The foresters, and American tale being a sequel to the history of John Bull, the clothier. In a series of letters to a friend.	The foresters, an American tale: being a sequel to the history of John Bull the clothier. In a series of letters to a friend. Published according to act of Congress. The second edition, revised and considerably enlarged.			1	The second edition, revised and considerably enlarged.	Second edition	1796	Nov. 1796.	Boston	['J. White, D. West, and E Larkin', 'Thomas, Son & Thomas']	Printed at Boston, by I. Thomas and E. T. Andrews, [proprieters of the work.] Sold by them, J. White, D. West, and E. Larkin, in Boston; by Thomas, Son & Thomas, in Worcester; by Thomas, Andrews & Butler, in Baltimore; and by Thomas, Andrews & Penniman, in Albany.	['Thomas and Andrews', 'Thomas, Isaiah', 'Andrews, Ebenezer Turrell']	['Thomas, Andrews & Butler', 'Thomas, Andrews & Penniman', 'J. White', 'D. West', 'Larkin, Ebenezer', 'Thomas', 'Thomas', 'Butler, Samuel, ', 'Penniman, Obadiah, ']		Octavo		['Bookplate present, though largely illegible.']							true	Footnotes appear on pages 17, 20, 26, 30, 32-4, 37-8, 43, 47-8, 51-2, 54-8, 65-7, 75, 77, 79, 82, 91-3, 98-9, 105, 107-8, 110, 114, 117-8, 128, 138-40, 142, 157-61, 197, 203, 208, 211, 218, 222, and 239.	['']	['Epistolary']			true	true							['Forester', 'Tale', 'Sequel', 'History', 'Clothier', 'Series', 'Letter', 'Friend', 'Edition']	['Enlarged']		JRH	Swarthmore College
440417	03822nam a2200529Ia 4500	eng	Bigland, John	1750-1832		The philosophical wanderers or, The history of the Roman tribune, and the priestess of Minerva : exhibiting the vicissitudes that diversify the fortunes of nations and individuals / by John Bigland.	The philosophical wanders: or, the history of the Roman tribune, and the Priestess of Minerva: exhibiting the vicissitudes that diversify the fortunes of nations and individuals. By John Bigland, author of ""the historical and geographical view of the world;"" ""letters on ancient and modern history,"" &c. &c.  			1		First	1811	1811	London	['Longman, Hurst, Rees, Orme and Brown', 'Vernor, Hood and Sharpe', 'Longman', 'Hurst', 'Rees', 'Orme', 'Brown ', 'Verner', 'Hood ', 'Sharpe']	Printed for Longman,Hurst,Rees, Orme and Brown, Paternoster-Row; Vernor, Hood and Sharpe, Poultry; and James Cundee, Ivy-lane. 	['James Cundee ', 'James Cundee ']			Duodecimo		['Has a very interesting table of contents in which the actions of each chapter are explained in a few sentences. ']	""Divines and philosophers have long inveighed against Novels as the bane of the youthful mind; and the charge is generally too well founded. The author has therefore ventured on a work, which may be regarded as almost unique in its nature."						true	The footnotes appear on pages 72, 81, 104, 114, 147, 150, 160, 173, 180, 197, 198, 233, 249, 254, 263, 265, 273, 274. 	['']	['Third-person']			true	true	Author (text)	Proper name; Reference to other works	Male 	Male "	['Non-fiction']	['The historical and geographical view of the world ', 'Letters on ancient and modern history ']	['Wanderer', 'Tribune ', 'Priestess', 'Fortune', 'Nation ', 'Individual ', 'Author ', 'View', 'World', 'Vicissitude', 'Letter ', 'History ']			EJM	Swarthmore College 
440419	02074nam a2200361Ia 4500	eng	Lester, Elizabeth B		by Elizabeth B. Lester	The Quakers: A tale /  by Elizabeth B. Lester	The Quakers; a tale. By Elizabeth B. Lester.			1			1818	1818	New York	['Eastburn & Co.', 'Eastburn, James']	Published by James Eastburn & Co. at the Literary Rooms, Broadway, corner of Pine-Street. A. Paul, Printer ; 	['A. Paul', 'Paul, Abraham']			Duodecimo		['12mo in 6s']									['']	['Third-person']	['Letters']		true	true	Author (text)	Proper name	Female	Female	['Mixed genre']		['Quaker', 'Tale']			NAA	Swarthmore College
440420	01882nam a2200373Ia 4500	eng	Lester, Elizabeth B			The Quakers a tale / By Elizabeth B. Lester.	The quakers; a tale.  By Elizabeth B. Lester.	The quakers; a tale.		1			1817	1817	London	['Baldwin, Cradock, and Joy', 'Baldwin', 'Cradock', 'Joy']	Printed for Baldwin, Cradock, and Joy, Paternoster-Row.	['T. C. Hansard', 'Hansard, T. C.']			Duodecimo											['']	['Third-person']	['Letters']				Author (text)	Proper name	Female	Female	['Mixed genre']		['Quaker', 'Tale']			JRH	Swarthmore College
440421	02714nam a2200409Ia 4500	eng	Lester, Elizabeth B		By Elizabeth B. Lester.	The Quakers : a tale /  By Elizabeth B. Lester.	The quakers; a tale. By Elizabeth B. Lester.			1			1818	1818	New York	['James Eastburn & Co. ', 'Eastburn, James']	Published by James Eastburn & co. At the literary rooms, broadway, corner of pine-street, 	['A. Paul ', 'Paul, A. ']				ill. (bookplate) ; 	['Original front cover is facsimile of title page']									['']	['Third-person']	['Letters']		true	true	Author (text)	By proper name	Female	Female	['Mixed Genre']		['Quaker', 'Tale']			EJM	Swarthmore College
