id	title	author	date	a	b	c	d	e
3866527-2	Post-boy robb'd of his mail: or, The pacquet broke open. Consisting of letters of love and gallantry, and all miscellaneous subjects: in which are discover'd the vertues, vices, follies, humours and intrigues of mankind. With remarks on each letter. Both volumes in one. The second edition. With the addition of many new and ingenious letters, never before published.	Gildon, Charles	1706	['Adaptation']	['Dedication']	['Italian']		['This book is built on the foundation of the ingenuous Pallavicini, an Italian author of reputation']
4008200	Letters from a Persian in England, to his friend at Ispahan.	Lyttelton, George Lyttelton	1735	['Translation']	['To the booksellers']	['Persian']		["Sir, I need not acquaint you by what accident these letters were put into my hands, and what pains I have taken in translating them; I will only say, that having been long a scholar to the late most learned Mr. Dadichy interpreter of the oriental languages, I have acquir'd skill enough in the Persian tongue, to be able to give the sense of them pretty justly;"]
4499929	The history of King Apprius, &c. Extracted from the chronicle of the world, from its creation. Translated from a Persian manuscript found in the library of Schah-Hussain, sophi of Persia, dethroned by Mamut in 1722. By a gentleman who served in the Persian armies.	Beauchamps, Pierre-FrancÃßois Godart de	1728	['Translation']	['Title page']	['Persian']		['Translated from a Persian manuscript']
6333789	All the histories and novels written by the late ingenious Mrs. Behn, entire in one volume. Viz. I. The history of Oroonoko, or the royal slave. Written by the command of King Charles the Second. II. The fair jilt, or Prince Tarquin. III. Agnes de Castro, or the force of generous love. IV. The lovers watch, or the art of making love; being rules for courtship for every hour of the day and night. V. The ladies looking-glass, to dress themsleves by, or the whole art of charming all mankind. VI. The lucky mistake. VII. Memoirs of the court of the king of Bantam. VIII. The nun, or the perjured beauty. IX. The adventure of the black lady. These three last never before published. Together with the history of the life and memoirs of Mrs. Behn : never before printed. By one of the fair sex. Intemix'd with pleasant love-letters that pass'd betwixt her and Minheer Van Bruin, a Dutch merchant; with her character of the country and lover: and her love-letters to a gentleman in England. The fourth edition, with large additions.	Behn, Aphra	1700	['Translation']	['Title page of Agnes de Castro']	['French']		['Written in French by a lady of quality. Made English by Mrs. Behn.']
194383		Defoe, Daniel	1722	['Adaptation']	['Preface']			["It is true, that the original of this story is put into new words, and the stile of the famous lady we here speak of is a little alter'd...The pen employ'd in finishing her story, and making it what you now see it to be, has had no little difficulty to put it into a dress fit to be seen..."]
264652			1730	['Translation']	['Title page']	['Dutch']		['""First penn\'d in the Dutch tongue, thence abstracted, and now published in English by T.C."']
277617	Memoirs of Europe, towards the close of the eighth century. Written by Eginardus, secretary and favourite to Charlemagne; and done into English by the translator of The new Atalantis.	Manley	1710	['Translation']	['Preface']	['French']	['Latin']	['""The French is obsolete, that I have bestow\'d much pains and application to the work.""']
296576		Manley	1714	['Translation']	['Title page']	['French']		['Done into English from the French.']
986563-2		Heinsius, Nicolaas	1730	['Translation']	['Preface']	['French']	['Dutch']	['The reader has here a new book in French, though sufficiently known in Dutch for several years.']
991680		Behn, Aphra	1735	['Translation']	['Dedication']	['French']		["Having, when I was at Paris last spring, met with a little book of letters, call'd, L'intrigue de Philander & Sylvaia, I had a particular fancy besides my inclinations to translate into English, which I have done as faithfully as I could..."]
161978	Tartarian tales; or, a thousand and one quarters of hours.	Gueullette, Thomas-Simon	1785	['Translation']	['Title Page']	['French']		['Translated by Thomas Flloyd.']
162472	The confessions of a coquet. A novel. In a series of letters.		1785	['Translation']	['Preface']			['Before it was determined that the following letters should be exhibited in an English dress to the public, the translator[...]']
1688620	The history of Count Gleichen, a German nobleman, who received permission from Pope Gregory IX. To have two wives at the same time. Translated from the French of Arnaud.	Arnaud, FrancÃßois-Thomas-Marie de Baculard d\'	1786	['Translation']	['Title Page']	['French']		['Translated from the French of Arnaud.']
245278	Secret memoirs and manners of several persons of quality of both sexes. From the new Atalantis, an island in the Mediterranean. In four volumes. Written originally in Italian. Vol. I. The seventh edition.	Manley	1736	['Translation']	['Preface']	['French']	['Latin']	["The French is so obsolete, that I have bestowed much pains and application in the work. The preface tells us, 'twas wrote originally in Latin [...] (v.3)"]
247574	The pilgrim, or the stranger in his own country. Containing a regular series of historical novels, digested into four books, written originally in Spanish, by the celebrated Lopez de Vega Carpio. Also Diana, a pastoral romance in four books, by George de Montemajor, with its continuation in three books, by Gaspar Gilpolo, from the Spanish original.	Vega, Lope de	1738	['Translation']	['Title page']	['Spanish']		['Written originally in Spanish....from the Spanish original.']
253712-1	Memoirs of the life of Count de Grammont: containing, in particular, the amorous intrigues of the court of England in the reign of King Charles II. Translated from the French by Mr. Boyer.	Hamilton, Anthony	1714	['Translation']	['Title page']	['French']		['Translated from the French by Mr. Boyer']
264431	The most entertaining history of Hippolyto and Aminta. Containing great variety of surprising events in their lives, and those of other remarkable persons; as, I. Deep amorous intrigues. II. Heroick enterprises. III. Strange exploits of valour. IV. Cruel instances of revenge. V. Base examples of ingratitude. VI. Mean knavish practices. VII. Dismal misfortunes. VIII. Miserable captivities. IX. Wonderful deliverances. X. Delightful tales. With many other amazing accidents: and an agreeable conclusion of the whole. Translated from the original Spanish; written by that celebrated wit, Don Francisco de Quintana. By Capt. Stevens. The second edition.	Quintana, Francisco	1729	['Translation']	['Title page']	['Spanish']		['Translated from the original Spanish']
298043	The life of Sethos. Taken from private memoirs of the ancient Egyptians. Translated from a Greek manuscript into French. And now faithfully done into English from the Paris edition; by Mr. Lediard. In two volumes. Vol. I.	Terrasson, Jean	1732	['Translation']	['Title page']	['French']	['Greek']	['Translated from the Greek manuscript into French. And now faithfully done into English from the Paris edition;']
3146725	The Heetopades of Veeshnoo-Sarma, in a series of connected fables, interspersed with moral, prudential, and political maxims; translated from an ancient manuscript in the Sanskreet language. With explanatory notes, by Charles Wilkins.		1787	['Translation']	['Title page']	['Sanskrit']		['Translated from an ancient manuscript in the Sanskreet language.']
3980210	The novelist's magazine. Vol. II. Containing Solyman and Almena, The vicar of Wakefield, Roderick Random, Zadig, and The devil upon two sticks.	Voltaire	1780	['Translation']	['Title page', 'Dedication']	['French']	['Chaldee, Arabic']	['Translated from the French', 'It was originally written in the ancient Chaldee, which neither you nor I understand; from whence it was translated into Arabic, to amuse the celebrated Sultan Oulong-beg.']
3980224	The novelist's magazine. Vol. II. Containing Solyman and Almena, The vicar of Wakefield, Roderick Random, Zadig; and The devil upon two sticks.	Le Sage, Alain-RenÈ	1780	['Translation']	['Title page']	['French']		['Translated from the Diable boiteaux of Monsieur le Sage.']
3980233	The novelist's magazine. Vol. III. containing The tales of the genii, and Tom Jones.	Morell, Charles	1780	['Translation']	['Title Page']	['Persian']		['Faithfully translated from the Persian Manuscript; and compared with the French and Spanish editions']
4806147	The life of Aristides, the Athenian; who was decree'd to be banish'd for his justice. Translated from an Arabick manuscript; suppos'd to be written originally in Greek, by Theophrastus.	Delany, Patrick	1714	['Translation']	['Title Page']	['Arabic']	['Greek']	["Translated from an Arabick manuscript; suppos'd to be originally written in Greek,"]
4807327	The inhumane husband, a novel. Done from the French. By J. M.		1726	['Translation']	['Title Page']	['French']		['Done from the French.']
54578	Diana. A pastoral novel. From the Spanish of George de Montemayor.	Montemayor, Jorge de	1737	['Translation']	['Title page']	['Spanish']		['From the Spanish of George de Montemayor.']
590004	The history of Numa Pompilius, second king of Rome. Translated from the French of Mon. de Florian, by Miss Elizabeth Morgan. And dedicated, by permission, to her majesty. Vol. I.	Florian	1787	['Translation']	['Title page']	['French']		['Translated from the French of Mon. de Florian']
593247	The adventures of Numa Pompilius, second king of Rome. Translated from the French of M. de Florian. In two volumes. Vol. I.	Florian	1787	['Translation']	['Title Page']	['French']		['Translated from the French of M. de Florian']
600631	The new odyssey by the Spanish Homer: Being the travels of the Christian hero, Ulysses Desiderius Pius, throughout the universe, to the palace of that soverign princess styled by the science of salvation. Contained in nineteen chapters, rhapsodies or vision, To be read a chapter every night, between twelfth-day and candlemas-day, as so many most diverting and instructive Christmas nights entertainments. The whole making a fine spiritual romance; or rather a sublime allegorical poem.Being the valuable work of the learned and pious Bishop of Osma (sirnamed, by the late Marquis of Fenelon, Archbishop of Cambray, the Divine) Don John de Palafox & Mendoza, Marquis of Hariza, in the kindom of Arragon. Translated into most language of Europe, applauded universally through many editions; and vastly recommended, as an inimitable master-piece of that fine visionary and allegorical manner of writing, by the late Archbishop of Cambray, in his original preface to his excellent books of Telemachus.	Palafox y Mendoza, Juan de	1784	['Translation']	['Title page']			['Translated into most languages of Europe, applauded universally through many editions; and vasty recommended, as an inimitable master-piece of that fine visionary and allegorical manner of writing, by the late Archbishop of Cambray, in his original preface to his excellent books of Telemachus.']
101037	The sopha: a moral tale, translated from the French original of Monsieur Crebillon. Two vols. In one. Second edition.	CrÈbillon, Claude-Prosper Jolyot de	1787	['Translation']	['Title Page']	['French']	['Translated from the French original of Monsieur Crebillon.']	
103048	Tales of the castle: or, stories of instruction and delight. Being Les veillées du chateau, written in French by Madame La Comtesse de Genlis, author of the Theater of education, Adella and Theodore, &c. Translated into English by Thomas Holcroft. Vol. I.	Genlis, SteÃÅphanie FeÃÅliciteÃÅ	1785	['Translation']	['Title Page']	['French']		['Written in French....translated into English by Thomas Holcroft']
104728	An amorous tale of the chaste loves of Peter the Long, and of his most honoured dame Blanche Bazu, his feal friend Blaise Bazu, and the history of the lover's well. Imitated from the original French by Thomas Holcroft.	Holcroft, Thomas	1786	['Translation']	['Title Page']	['French']		['Imitated from the original French by Thomas Holcroft']
275729	The new history of Valentine and Orson, abstracted from the French, and the best English originals. With a new set of figures more expressive of the story, and better adapted to the entertainment of the reader, than any yet extant.		1724	['Translation']	['Title Page']	['French']		['Abstracted from the French, and the best English originals.']
3480400	Tales of the tripod; or a Delphian evening. By Pertinax Particular.	Watkins, Tobias	1821	['Translation']	['Preface']	['German']		['The first tale, entitled ""Adventures of a Watchman,"" is taken from an anonymous German correspondent of the \'Leesfruchte\'. It pleased me, and I did it into English, expressly to amuse the Delphian club."']
4324031	Ismene and Ismenias, a novel. Translated from the French by L. H. Le Moine, Esq: first valet de chambre of his most Christian majesty.	Eustathius	1788	['Translation']	['Title Page']	['French']	['Greek']	['Translated from the French by L. H. Le Moine, Esq: frist valet de chambre of his most Christian majesty.']
4814271	Favourite tales, translated from the French.		1787	['Translation']	['Title page']	['French']		['Translated from the French.']
5007461	The new sylph, or, guardian angel. A story.		1788	['Translation']	['Advertisement']	['French']		['The following narrative was left by a French nobleman, as a legacy to his children']
570674	Zélie in the desert: or, the female Crusoe. Translated from the French.	Daubenton	1789	['Translation']	['Title Page']	['French']		['Translated from the French']
87503	The castle of Otranto, a gothic story. Translated by William Marshal, Gent. From the original Italian of Onuphrio Muralto, canon of the church of St. Nicholas at Otranto. The fifth edition.	Walpole, Horace	1786	['Translation']	['Title Page']	['Italian']		['Translated by William Marshal, Gent. From the original Italian of Onuphrio Muralto, canon of the church of St. Nicholas at Otranto.']
1833008	Friendship in death. In twenty letters from the dead to the living. To which are added, thoughts on death. Translated from the moral essays of the messieurs du Port Royal.	Rowe, Elizabeth Singer	1728	['Translation']	['Title Page']			['Translated from the Moral essays of the Messieurs du Port Royal']
245120-1	The whole comical works of Mon.Scarron. Containing I. His comical romance of a company of stage-players. In three parts, compleat. II. ALl his novels and histories. III. His select letters, characters &c. A great part of which never before in English. Translated by Mr. Tho. Brown, Mr. Savage, and others. The third edition, revised and corrected.	Scarron	1712	['Translation']	['Title Page']	['French']		['A great part of which never before in English. Translated by Mr. Tho. Brown, Mr. Savage, and others.']
245120-2	The whole comical works of Mon. Scarron. Containing I. His comical romance of a company of stage-players. In three parts, compleat. II. All his novels and histories. III. His select letters, characters, &c. A great part of which never before in English. Translated by Mr. Tho. Brown, Mr. Savage, and Others.	Scarron	1712	['Translation']	['Title Page']	['French']		['Translated by Mr. Tho. Brown, Mr. Savage, and Others.']
253712-2	Memoirs of the life of Count de Grammont: containing, in particular, the amorous intrigues of the court of England in the reign of King Charles II. Translated from the French by Mr. Boyer.	Hamilton, Anthony	1714	['Translation']	['Title page']	['French']		['Translated from the French by Mr. Boyer']
269315	The visions of Dom Francisco de Quevedo Villegas, knight of the order of St. James. Made English by Sir Roger L'Estrange, Kt. The eleventh edition, corrected.	Quevedo, Francisco de	1715	['Translation']	['Title Page']	['Spanish']		["Made English by Sir Roger L'Estrange, Kt"]
4757078	The history of the valorous and witty knight-errant Don Quixote of the Mancha. Written in Spanish by Michael Cervantes. Translated into English by Thomas Shelton, and now printed verbatim from the 4to edition of 1620. With a curious set of cuts from the French of Coypel. In four volumes. Vol. I.	Cervantes Saavedra, Miguel de	1725	['Translation']	['Title page']	['Spanish']		['Written in Spanish by Michael Cervantes. Translated into English by Thomas Shelton']
4757145	The history of the valorous and witty knight-errant Don Quixote of the Mancha. Written in Spanish by Michael Cervantes, translated into English by Mr. Shelton, and Mr. Blunt. And now printed from the quarto edition of 1620. With a curious sett of cutts from the French of Coypell. And several annotations and amendments, not in any former edition. With a preface giving an account of the present edition, and explaining the nature of the work. Vol. I.	Cervantes Saavedra, Miguel de	1733	['Revision']	['Preface']			['Having given my self some trouble to inspect a new edition of Don Quixote, I though it best, instead of labouring at a new translation, to correct the old one, [...]']
569010	The eight volumes of letters writ by a Turkish spy, who liv'd five and forty years undiscover'd at Paris: giving an impartial account to the divan at Constantinople of the most remarkable transactions of Europe: and discovering several intrigues and secrets of the Christian courts, (especially of that of France) continued from the year 1637, to the year 1682. Written originally in Arabick, translated into Italian, from thence into English. And now published with a large historical preface and index to illustrate the whole. By the translator of the first volume.	Marana, Giovanni Paolo	1730	['Translation']	['Title Page']	['Italian', 'French']	['Arabic']	['Written originally in Arabick. First translated into Italian, afterwards into French, and now into English.']
600630	The new metamorphosis: or, pleasant transformation of the golden ass of Lucius Aouleius of Medaura. Also the golden spy: or, magical wonders perform'd by gold in the courts of Europe, in love and politicks, by its power on the favourite ladies in all ages. In twenty-five novels. Altered and improved to the modern times and manners; exposing the secret follies and vices of maids, wives and widows; nuns, fyars and Jesuits; statesmen, and courtiers, &c. Written in Italian by Carlo Monte Socio, fellow of the academy of the humoristi in Rome, and translated from the Vatican manuscripts. To which is prefix'd, the Life of Lucius Apuleius. In two volumes. Ardorn'd with new cuts.	Gildon, Charles	1724	['Translation']	['Title page']	['Italian']	['Latin']	['Translated from the Vatican manuscripts.']
6996611	Letters from the Bahama islands. Written in 1823-4.	Hart	1827	['Translation']	['To the Reader']	['Italian']		['the manuscript [...] was written in a fair, but illegible, Italian hand.']
75774	Memoirs of the year two thousand five hundred. Translated from the French, by W. Hooper, M.A.	Mercier, Louis-SeÃÅbastien	1795	['Translation']	['Title Page']	['French']		['Translated from the French, by W. Hooper, M.A.']
9492	The widow of the village, or, Adventures of innocence. A moral tale, by the celebrated Marmontel. Translated from the original French, by Mr. Heron. To which is added, the error of a good father.	Marmontel, Jean FranÁois	1799	['Translation']	['Title page']	['French']		['Translated from the original French, by Mr. Heron.']
161798	Caroline of Lichtfield; a novel. Translated from the French. By Thomas Holcroft. Vol. I.	Montolieu, Isabelle de	1786	['Translation']	['Title page']	['French']		['Translated from the French. By Thomas Holcroft.']
161806	Caroline of Lichtfield; a novel. Translated from the French. By Thomas Holcroft. The second edition. Vol. I.	Montolieu, Isabelle de	1786	['Translation']	['Title page']	['French']		['Translated from the French. By Thomas Holcroft.']
162702	Warbeck: a pathetic tale. In two volumes. Vol. I.	Arnaud, FrancÃßois-Thomas-Marie de Baculard d\'	1786	['Abridgment']	['Preface']			['With regard to this translation, it may be proper to apologize for the liberty taken of reducing, into the form of an Introduction, the explanatory notes at the beginning, which might appear too voluminous in the pages of this small edition, though they have not that effect in the original in octavo.']
1746796	The adventures of Gil Blas of Santillane. A new translation, by the author of Roderick Random. Adorned with thirty-three cuts, neatly engraved. In four volumes. The fifth edition. Volume I.	Le Sage, Alain-RenÈ	1782	['Translation']	['Title page']	['French']		['A new translation.']
3768971	The adventures of Theagenes and Chariclea. A romance. Translated from the Greek of Heliodorus. Vol. I.	Heliodorus	1789	['Translation']	['Title Page']	['Greek']		['Translated from the Greek of Heliodorus.']
596561	Peruvian tales, related in one thousand and one hours, by one of select virgins of Cusco, to the Ynca of Peru, to dissuade him from a resolution he had taken to destroy himself by poison. Translated from the original French by Samuel Humphreys, Esq. In three volumes.	Gueullette, Thomas-Simon	1786	['Translation']	['Title page']	['French']		['Translated from the original French by Samuel Humphreys, Esq.']
5942278	Harrison's edition. Letters from a Persian in England, to his friend at Ispahan. By George Lord Lyttelton.	Lyttelton, George Lyttelton	1785	['Translation']	['To the Bookseller']	['Persian']		['Sir, I need not acquaint you by what accident these letters were put into my hands, and what pains I have taken in translating them']
102829	The life of Frederick, Baron Trenck. Written by himself, and translated from the German. Vol. I.	Trenck, Friedrich	1788	['Translation']	['Title Page']	['German']		['Written by himself, and translated from the German.']
ocn480433456	The death of Cain, in five books. According to the manner of the death of Abel by Mr. Gessner.	Collyer, Mary	1813	['Revision']	['Preface']			
ocn271241011	Laura; or, the influence of a kiss. Bij A. H. Geszner. Translated from the German.	Meltzer, Adolph Heinrich	1796	['Translation']	['Title page']	['German']	['English']	['Translated from the German.']
ocm24619819 	The old English baron: a gothic story. By Clara Reeve. A new edition.	Reeve, Clara	1784	['Revision']	['Preface']			['This work has lately undergone a revision and correction [...]']
ocn892596217	Bardouc; or, the goat-herd of Mount Taurus: an eastern tale. Translated from the French of Adrien de Sarrazin.	Sarrazin, Adrien de	1815	['Translation']	['Title Page']	['French']		['Translated from the French']
ocm07032578 	Winter tales, or European nights entertainments by Maria Scott.	Scott, Maria	1825	['Translation']	['Table of contents']	['French']		["The monks of La Trappe: translated from the French of M. D'Arnaud: and founded on fact."]
ocm08634631 	The ruling passion. A comic story, of the sixteenth century. Revived, revised, and edited, by Philip Francis Sidney, author of ""The hermit in York,"" and various other popular works.	Sidney, Philip Francis	1821	['Revision']	['Full title page']			['Revived, revised, and edited']
ocn913379713	The romance of real life. By Charlotte Smith. In three volumes. Vol. I.	Smith, Charlotte	1787	['Adaptation']	['Preface']	['French']	['French']	['[...]The voluminous and ill-written French work, entitled Les Causes Celebres, might furnish me with very ample materials[...]in the course of my work I met with a new edition of my original, by M. Richer.']
428936	Daphnis: A Poetrical, Paftoral Novel. Tranflated from the German of Mr. Gessner, The celebrated Author of the Death of Abel. By an English Gentleman, who refided feveral Years at Hamburgh. To which is prefixed, a Prefatory Difcourfe on the Origin and Ufe of Pastoral Poetry.	Gessner, Salomon	1776	['Translation']	['Title Page']			['Translated by an English Gentleman']
429311	The blossoms of morality; intended for the amusement and instruction of young ladies and gentlemen. By the editor of The looking-glass for the mind. With forty-seven cuts, designed and engraved by I. Bewick. The fifth edition.	Johnson, R.	1810	['Adaptation']	['Preface']	['French']		['The Looking-glass is a very free translation of some of the most interesting tales of Mons. Berquin and other foreign writers [...]. With respect to the present work, though we have not so largely borrowed from foreign writers, yet we have endeavored to supply that deficiency by the introduction of original matter.']
429368	Rural poems. Translated from the original German, of M. Gesner.	Gessner, Salomon	1796	['Translation']	['Full title page']	['German']		['Translated from the original german']
430720	The shepherdess of Aranville: a romance.  Translated from the French of M. Liomin.  And dedicated by permission to her Royal Highness the Duchess of York.	Liomin, Louis-Augustin	1794	['Translation']	['Title page']	['French']		['Translated from the French of M. Liomin.']
430778	Roman stories: or, the seven wise mistresses of Rome. Containing seven days entertainment in many pleasant and witty tales or stories. Wherein the treachery of evil counsel is discover'd, the innocence of harmless virgins clear'd, and the wisdom of seven women display'd; being a full account of all that has been written on the subject. Translated from the Italian, and embellish'd with many cuts. The twenty:first edition.	Howard, Thomas	1700	['Translation']	['Title page']	['Italian']		['Translated from the Italian,']
431370	The life of Cassem, the son of Hamid, a noble Arabian.  Translated from an Oriental manuscript.		1787	['Translation']	['Preface']	['Arabic']		['I have, in the following pages, endeavoured to shadow out some of the beauties of the original Arabic [...]']
432037	Memoirs of a certain island adjacent to the kingdom of Utopia. Written by a celebrated author of that country. Now translated into English. Vol. I. The second edition.	Haywood, Eliza Fowler	1726	['Translation']	['Title page']			['Now translated into English.']
432907	An Arabian tale, from an unpublished manuscript: with notes critical and explanatory.	Beckford, William	1786	['Translation']	['Preface']	['Arabic']		['The pleasure he received from the perusal of it, induced him at the time to transcribe, and since to translate it. How far the copy may be a just representation, it becomes not him to determine. He presumes, however, to hope that, if the difficulty of accomodating out English idioms to the Arabick [sic], preserving the corresponding tones of a diversified narration, and discriminating the nicer touches of character through the shades of foreign manners, be duly considered [...].']
432910	Memoirs of the year two thousand five hundred. Translated from the French, by W. Hooper, M.A.	Mercier, Louis-SeÌbastien	1795	['Translation']	['Title page']	['French']		['Translated from the French,']
435902	Pharsamond: or, the new knight-errant. In which is introduced the story of the fair anchoret, with that of Tarmiana and her unfortunate daughter. Written originally in French, by Monsieur de Marivaux, member of the French Academy in Paris: author of The life of Marianne, &c. Translated by Mr Lockman. Volume the first.	Marivaux, Pierre Carlet de Chamblain de	1750	['Translation']	['Preface']	['French']		['The translation of the present work was a very pleasing task to me, and I spared no pains in the drawing of it up.']
435903	The history of the renowned Prince Arthur, and his knights of the Round Table. Vol. I	Malory, Thomas	1816	['Translation']	['Introduction']	['French', 'Welch']		['Sir Thomas Malory was the author or compiler of this work, and [...] seems to have compiled it out of several manuscripts written in the French and Welch tongues [...]']
436392	Letters from an old man to a young prince; with the answers.  Translated from the Swedish.  To which are prefixed those of Her present Majesty to her son.  Vol. I.  The second edition.	Tessin, Carl Gustaf	1759	['Translation']	['Preface']	['Swedish']		['The Swedish is, I believe, of all the modern tongues, least understood in this nation; for which reason, I must suppose these letters no unacceptable present to my country: translations of good books being more or less valuable [...]']
436547	Tartarian tales: or, a thousand and one quarters of hours. Written in French by the celebrated Mr. Guelletee, author of the Chinese, Mogul, and other tales. The whole now the first time translated into English, by Thomas Flloyd.	Gueullette, Thomas-Simon	1759	['Translation']	['Title page']	['French']		['Written in French [...] The whole now for the first time translated into English [...]']
437046	The beau-philosopher; or, the history of the Chevalier de Mainvillers. Translated from the French original.	Mainvilliers, Genu-Soalhat	1751	['Translation']	['Preface']	['French']		['Though the French edition of this work was printed but a few months ago [...]', 'The translator flatters himself [...]']
437634	The history of Pompey the Little.  Or, the life and adventures of a lap-dog.	Coventry, Francis	1751	['Translation']	['Title page']	['French']		['Translated from the French.']
438528	The fortunate country maid.  Being the entertaining memoirs of the present celebrated Marchioness of L---- V----: who, from a cottage, through a great variety of diverting adventures, became a lady of the first quality in the court of France, by her steady adherence to the principles of virtue and honour.  Wherein are display'd the various and vile artifices employ'd by men of intrigue for seducing young women.  With suitable reflections.  From the French of the Chevalier de Mouhy.  Vol. II.  The fifth edition, corrected.	Mouhy, Charles de Fieux	1758	['Translation']	['Title page']	['French']		['From the French of the Chavalier de Mouhy.']
440169	The fourth volume of letters writ by a Turkish spy, who liv'd five and forty years undiscover'd at Paris: giving an impartial account to the Divan at Constantinople of the most remarkable transactions of Europe: and discovering several intrigues and secrets of the Christian courts (especially of that of France) continued from the year 1637, to the year 1682. Written originally in Arabick. First translated into Italian, afterward, into French, and now into English. The tenth edition.	Marana, Giovanni Paolo	1734	['Translation']	['Title page']	['Italian']	['Arabic']	['Written originally in Arabick. Translated into Italian, and from thence into English, by the translator of the first volume.']
440183	The eight volumes of letters writ by a Turkish spy, who liv'd five and forty years undiscover'd at Paris: giving an impartial account to the Divan at Constantinople of the most remarkable transactions of Europe: and discovering several intrigues and secrets of the Christian courts (especially of that of France) continued from the year 1637, to the year 1682. Written originally in Arabick. Translated into Italian, from thence into English. And now published with a large historical preface and index to illustrate the whole. By the translator of the first volume.	Marana, Giovanni Paolo	1730	['Translation']	['Title page']	['Italian']	['Arabic']	['Written originally in Arabick. Translated into Italian, from thence into English.']
1816799	The platonic lovers: consisting of original letters, in prose and verse, that pass'd between an English lady, and an English gentleman in France, under the borrow'd names of Clio and Strephon; who took affection to each other, by reading accidentally one another's occasional compositions. With a critical essay; containing some remarks upon the nature of epistolary and elegiac poetry; and on the most beautiful passages in these epistles. By the ingenious Mr. John Porter. The third edition, corrected.	Fowke, Martha	1732	['Ink']	['Editorial markings']			
300954	Miscellanea aurea: or, The golden medley. Consisting of I. A voyage to the mountains of the moon under the Aequator, or Parnassus reform'd. II. The fortunate shipwreck, or, a description of New Athens, being an account of the laws, manners, religion, and customs of that country; by Morris Williams, Gent. who resided there above twenty years. III. Alberoni ,or a vindication of that Cardinal. IV. The secret history of the amours of Don Alonzo, Duke of Lerma, Grandee of Spain. V. The Garden of Adonis, or love to no purpose; being above twenty copies of verses and love-letters, by a lady. VI. Mahomet no impostor, written in Arabick by Abdulla Mahumed Omar. VII. An account of bad and good women, ancient and modern. Among which is the story of the Spartan dame, the subject of Mr. Southern's play.  With several other epistolary essays in prose and verse: by Mr. Milton, the Lady W--- Mr. Philips, Mr. Killegrew, Author of the Chit Chat, and several others.		1720	['Translation']	['Title page']	['Arabic']		['Mahomet no impostor, written in Arabick by Abdulla Mahumed Omar.']
316107	The genuine letters of Mary Queen of Scots, to James Earl of Bothwell: found in his secretary's closet after his decease; and now in the possession of a gentleman of Oxford. Discovering the greatest and most secret transactions of her time. Translated from the French originals by Edward Simmonds, late of Christ's -Church College, Oxford. Never before made publick. To which is added remarks on each letter, with an abstract of her life. In a letter to the bookseller, from an unknown hand. The second edition. 	Mary	1726	['Translation']	['Title page']	['French']		['Translated from the French originals']
1812432	Love-letters from King Henry VIII. to Anne Boleyn: some in French, and some in English. To which are added, translations of those written in French. With an appendix, containing two letters from Anne Boleyn, to Cardinal Wolsey; with her last to Henry the VIIIth.	Henry	1714	['Translation']	['Title page']	['French']		['some in French, and some in English. To which are added, translations of those written in French.']
6134731	A new voyage to the Island of Fools, representing the policy, government, and present state of the Stultitians. By a noble Venetian. Inscrib'd to the right honourable, the lord Ferdinando. Translated from the Italian.	Noble Venetian	1713	['Translation']	['Title page']	['Italian']		['Translated from the Italian.']
