id	orig language (base)	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition trans	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution
440198	eng	Author of Emily.			Emily, or, The history of a natural daughter :  in two volumes.	Emily: or, the history of a natural daughter. In two volumes. Vol I. 	Emily: or, the history of a natural daughter. 		2		1756	MDCCLVI	London		Printed for F. Nobel at his circulating library in king-street, covent-garden; and J. Noble, at his circulating library in st. martin\'s-court, near leicester-square.				Duodecimo		Lists of borrowers before title page in each volume.  Some of the same names appear on both list, each borrowing the second volume after the first.  16 names in first volume, 17 in second; Heading: To be read in [12?] days time										Third-person	Letters		true						Mixed genre | Mixed genre		History | Daughter | Volume		
440199	eng				The Memoirs of Fidelio and Harriot : wherein the contrast between virtue and vice is fully exhibited from a real fact transacted in the year 1720.	The memoirs of Fidelio and Harriot: wherein the contrast between virtue and vice is fully exhibited from a real fact, transacted in the year 1720. The third edition. 			1	The third edition	1756	MDCCLVI	London		Printed for R. Manby in the old bailey near ludgate-hill				Duodecimo		No VIAF entry for a W Chafy, but a John Chafy (1720-1782) is cited in VIAF as appearing in the Alumni Cantabrigienses (Part I, Vol I).  While not cited in VIAF, a William Chafy appears in Alumni Cantabrigienses as well (Part II, Vol. I); born 1746, died 1826, received BA from Cambridge 1766, affiliated with St. John\'s College.  Almost certainly author of inscription.							true			Third-person	Letters		true						Mixed Genre | Mixed Genre		Memoir | Contrast | Virtue | Vice | Fact | Year | Edition		
440200	eng	Bannac, Adolphus			The fortunate villager, or, Memoirs of Sir Andrew Thompson : in two volumes.	The fortunate villager: or, memoirs of Sir Andrew Thompson. In two volumes. Vol. I. 			2		1750		London		Printed for F. Noble, at his circulating-library in King-street, Covent-garden: and J. Noble, at his circulating-library, in St. Martin\'s court, Leicester-square. (Price 6s. bound.) 				Duodecimo		Bookplate - Coat of arms - Front boards of v.1, v.2	Prefaces in general (by the management and address of those who compose them) are so many impositions on the reader. Scorning, therefore, any such low artifice, my only design in the following on, is to set forth a bill of fare, which will acquaint the reader what entertainment he is to expect. 									First-person			true		Author (paratext)	Generic/Descriptive	Indeterminate	Unknown			Villager | Memoir | Sir | Volume		
440201	eng				The history and adventures of Frank Hammond.	The history and adventures of Frank Hammond. The second edition. 	The history of Frank Hammond.		1	The second edition.	1755	MDCCLV	London.		Printed for R. Griffiths at the dunciad in pater-noster-row. 				Duodecimo									true	Footnotes appear on pages: 73, 79		Third-person	First-person										History | Adventures | Edition		
440202	eng	Long, Edward,	1734-1813		The anti-Gallican, or, The history and adventures of Harry Cobham, Esquire.	The anti-Gallican, or, The history and adventures of Harry Cobham, Esquire. Inscribed to Louis the XVth, by the author. 			1		1757	M DCC LVII	London		Printed for T. Lownds, at his circulating library in Fleet-Street,				Duodecimo	Ill. [frontispiece]	Page between 6-7 is cut out; likewise between 12 and 13 | Frontispiece depicts a bald man tied to a tree in the presence of a group of men.  | Second advertisment is for Lownd\'s circulating library. | T. Lownds is not found on viaf, however, T. Lowndes can be found, referencing the circulating library as well as many of the works published by him. 	Whoever thinks a faultless piece to see, thinks what ne\'er was, nor is, nor e\'er shall be... 	To the man, whom the world calls Louis the Fifteenth, who calls himself, most christian king...						pg. 9, 194		Third-person	First-person | Letters				Author (text)	Generic/Description	Indeterminate	Unknown	Mixed-Genre | Mixed Genre		Anti-Gallican | History | Adventure | Author		
440203	eng	Swift, Jonathan,	1667-1745.	By Lemuel Gulliver, first a surgeon, and then a captain of several ships.	Travels into several remote nations of the world : in four parts / By Lemuel Gulliver, first a surgeon, and then a captain of several ships.	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, and then a captain of several ships. The fifth edition, corrected. 			1	The fifth edition, corrected. 	1751	MDCCLI.	London.		Printed for Charles Bathhurst, and sold by T. Woodward, C. Davis, C. Hitch, R. Dodsley, and W. Bowyer.				Duodecimo	Ill.	Illustrations appear between pages: frontispiece, 1-2, 70-71, 144-145, 176-177, 212-213.							true			First-person			true		Author (text)	By Proper Name	Male				Travel | Nation | World | Part | Surgeon | Captian | Ship | Edition		
440204	eng	Swift, Jonathan 	1667-1745		Travels into several remote nations of the world : in four parts  / By Lemuel Gulliver first a surgeon, and then a captain of several ships.	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, and then a captain of several ships. The sixth edition, corrected. 			1	The sixth edition, corrected. 	1751	MDCCLI. 	London, 		Printed for Charles Bathurst, and sold by T. Woodward, C. Davis, R. Dodsley, and W. Bowyer. 				Octavo	Ill. (Map) 	Maps are found immediately preceding the following pages: 1, 71, 145, 213; | A diagram of the Laputan language is found immediately preceding page 177.  | Title page is in Red and Black ink.  | Leaves G2, C4 torn							true			First-person			true		Author (text) 	Proper name	Male						
440205	eng	Swift, Jonathan	1667-1745		Travels into several remote nations of the world : in four parts / By Lemuel Gulliver first a surgeon, and then a captain of several ships.	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, and then a captain of several ships. The sixth edition, corrected. 			1	The sixth edition, corrected. 	1751	MDCCLI. 	London, 		Printed for Charles Bathurst, and sold by T. Woodward, C. Davis, R. Dodsley, and W. Bowyer. 				Octavo	Ill. (Map) 	Leaves B2, K3 are ripped.  | Maps are found immediately preceding the following pages: 1, 71, 145, 213; | A diagram of the Laputan language is found immediately preceding page 177.  | Bookplate - Front paste down - Loyal au mort. Capt,n Cha,s F. A. Shadwell. Royal Navy.   | Title page is in Red and Black ink. 							true			First-person			true		Author (text) 	Proper name	Male 				Travel  | Nation | World | Surgeon | Part | Captain | Ship | Edition		
440206	eng	Swift, Jonathan	1667-1745		Travels into several remote nations of the world : in four parts / By Lemuel Gulliver first a surgeon, and then a captain of several ships.	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, and then a captain of several ships. The sixth edition, corrected. 			1	The sixth edition, corrected. 	1751	MDCCLI. 	London, 		Printed for Charles Bathurst, and sold by T. Woodward, C. Davis, R. Dodsley, and W. Bowyer. 				Octavo	Ill. (Map) 	Leaves B2, K3 are ripped.  | Maps are found immediately preceding the following pages: 1, 71, 145, 213; | A diagram of the Laputan language is found immediately preceding page 177.  | Bookplate - Front paste down - Loyal au mort. Capt,n Cha,s F. A. Shadwell. Royal Navy.   | Title page is in Red and Black ink. 							true			First-person			true		Author (text) 	Proper name	Male 				Travel  | Nation | World | Surgeon | Part | Captain | Ship | Edition		
440207	eng	Swift, Jonathan	1667-1745		Travels into several remote nations of the world : in four parts / By Lemuel Gulliver, first a surgeon, and then a captain of several ships.	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, and then a captain of several ships. Vol. I. 			2		1752	M.DCC.LVII. 	London: 		Printed for Charles Bathurst, at the Cross-keys, in Fleet-street. 				Duodecimo	Ill. 	Illustrations appear between the following pages: v.1: 6-7; v.2: 10-11, 130-131;   | Bookplates on the front paste down of both volumes - Heraldic Crest - Sir William Bensley Bar,  | Stamp after the table of contents in both volumes witha lion in an oval surrounding by the Name R. H. Inclis				The author of these travels, Mr. Lemuel Gulliver, is my ancient friend; there is like-wise some relation between us by the mother\'s side. 			true			First-person			true		Author (text)	Proper name	Male		Mixed Genre		Travel | Nation | World | Surgeon | Captain | Ship | Part		
440208	eng	Charke, Charlotte,	1713-1760.	by Mrs Charke.	The history of Henry Dumont, Esq., and Miss Charlotte Evelyn : consisting of variety of entertaining characters, and very interesting subjects : with some critical remarks on comick actors /  by Mrs Charke.	The history of Henry Dumont, Esq., and Miss Charlotte Evelyn :consisting of variety of entertaining characters, and very interesting subjects; with some critical remarks on comick actors. By Mrs Charke.			1		1756	1756	London		Printed for H. Slater, at the circulating-library, at the corner of clare-court, drury-lane; and H. Slater, jun. and S. Whyte, at holborn-bars.				Duodecimo			true						true		 | Addison	Third-person	First-person		true		Author (text)	By Proper Name	Female	Female			History | Character | Subject | Remark | Actor		
440209	eng	Opie, Amelia	1769-1853		Illustrations of lying, in all its branches.	Illustrations of lying, in all its branches.  By Amelia Opie.  In two volumes.  Vol I	Illustrations of lying.		1		1825	1825	London:		Published by Longman, Hurst, Rees, Orme, Brown, and Green; Paternoster-row				Duodecimo		Running title varies on recto by section from first chapter through conclusion | Quotes from authorities on honesty and morality from Boswell\'s Life of Johnson to the Bible | Bookplate - Friends Historical Library Swarthmore College Pennsylvania on emblem below engraving labeled Swarthmore Hall; encircled by For whatsoever things were written aforetimes were written for our learning	I am aware that a preface must be short, if its author aspires to have it read.  I shall therefore content myself with making a very few preliminary observations, which I wish to be considered as apologies.	To thee, my beloved Father, I dedicated my first, and to thee I also dedicate my present, work; - with the pleasing conviction that thou art disposed to form a favourable judgment of any production, however humble, which has a tendency to promote the moral and religious welfare of mankind.  Amelia Opie.					true	Footnotes occur on the following pages: volume 1, page 5, 122, 151, 165, 166-169,  285-288; volume 2, page 111, 112, 115, 128, 131, 139, 196-198.		Third-person	First-person | Letters		true		Author (text)	Proper name	Female	Female			Illustration | Branch | Volume		
440210	eng				The history of my own life : Being an account of many of the severest trials imposed by an implacable father, upon the most affectionate pair that ever entered the marriage state.	The history of my own life: Being an account of many of the severest trials imposed by an implacable father, upon the most affectionate pair that ever entered the marriage state. In two volumes. Vol. I. 			1		1756	MDCCLVI	London		Printed for F. Noble at his circulating library in king-street, covert-garden; and J. noble at his circulating library in st. martin\'s-court, near leicester-square.				Duodecimo			Though in the present age, the world seems to be wholly affected with Novelty; and the recency of the fact from which any work is composed rather than the incidents attendant upon it, for the most part creates a demand for it;						true	A footnote appears on v.2 page 30. 		First-person	Letters		true	true	Editor (text)	Generic/Description	Indeterminate	Unknown			History | Life | Account | Trials | Father | Pair | State		
440211	eng	Marivaux, Pierre Carlet de Chamblain de,	1688-1763		The life, misfortunes and adventures of Indiana, the virtuous orphan / written by herself : illustrated with several copper plates.	The life, misfortunes and adventures of Indiana, the virtuous orphan. Written by herself. Illustrated with [several] copper plates. The third edition			1	The Third Edition	1755	MDCCLV	London		Printed by M. Read, in half-moon-court, adjoining to ludgate.				Duodecimo	ill. [frontispiece and pasted-in illustrations]	12mo in 8s and 4s | Between pages 2-3 there is a fold-out illustration of horse-drawn carriages; between 88-89 there is an illustration of two young women. | Frontispiece: Depicts a likeness of Indiana | Title page states Illstrated with several copper plates, but several is blacked out in ink. 				As this history might probably be the suspected of having been purposely made to amuse the public, it may not be improper to acquaint the reader; that I had it from a friend, who actually found it in the following manner:				Appear on pages 102, 202	 | Sed.	First-person	Letters				Author (text)	Generic/Descriptive	Female	Male			Life | Misfortune | Adventure | Orphan | Herself | Plate		
440212	eng	Slade, John, 	d. 1760.	by Mr. John Slade.	The adventures of Jerry Buck / by Mr. John Slade.	The adventures of Jerry Buck.By Mr. John Slade.			1		1754	MDCCLIV	London		Printed for T. Osborne, at grays-inn,				Duodecimo	Ill. (bookplate)	Bokplate: bears the name John Cradock, Loughborough. 	As there are some very uncommon descriptions contained in these adventures, we think it very necessary to offer a few words by way of preface, that our readers may not be surprized, when they come to examine into the different passages of this work, for the compiling of which many practices in life have very abundantly furnished us with design...	To each high and mighty blood, jolly fellow, egregious buck, choice spirit, exquisite genius, or by whatever noble and significant appellation ye are distinguished...					true			Third person	Letters		true		Author (text)	Proper name	Male	Male	Mixed Genre		Adventures 		
440213	eng	Slade, John	d. 1766	By Mr. John Slade	The adventures of Jerry Buck / By Mr. John Slade	The adventures of Jerry Buck.  By Mr. John Slade. The second edition.			1	The third edition.	1754	MDCCLIV	London		Printed for T. Osborne, in Grays-Inn.				Duodecimo		Leaf A3 recto in the prefatory material is mispaginated 5; ought to be v | Greek alphabet type on pages 177, 181, 183 | Penn Franklin catalog and VIAF entries differ on date of John Slade\'s death; 1766 and 1760 respectively	As there are some very uncommon descriptions contained in these adventures, we think it very necessary to offer a few words by way of preface, that our readers may not be surprized, when they come to examine into the different passages of this work, for the compiling of which many practices in life have very abundantly furnished us with design.	Flowery, breathless praise of unnamed men of genius					true			Third-person	Letters			true	Author (text)	Proper name	Male	Male	Mixed genre		Adventure | Edition		
440214	eng	Slade, John	d. 1766	By Mr. John Slade.	The adventures of Jerry Buck / By Mr. John Slade.	The adventures of Jerry Buck. By Mr. John Slade. The third edition.			1	The third edition.	1754	MDCCLIV	London		Printed for T. Osborne, in Grays-Inn.				Duodecimo		Leaf A3 recto in the prefatory material is mispaginated 5; ought to be v | Greek alphabet type on pages 177, 181, 183 | Penn Franklin catalog and VIAF entries differ on date of John Slade\'s death; 1766 and 1760 respectively	As there are some very uncommon descriptions contained in these adventures, we think it very necessary to offer a few words by way of preface, that our readers may not be surprized, when they come to examine into the different passages of this work, for the compiling of which many practices in life have very abundantly furnished us with design.	Flowery, breathless praise of unnamed men of genius					true			Third-person	Letters				Author (text)	Proper name	Male	Male	Mixed genre		Adventure | Edition		
440215	eng	Haywood, Eliza Fowler	1693?-1756	By the author of The History of Betsy Thoughtless	The history of Jemmy and Jenny Jessamy: In three volumes By the author of The History of Betsy Thoughtless	The history of Jemmy and Jenny Jessamy. In three volumes. Vol. I. By the author of The History of Betsy Thoughtless.	The history of Jemmy and Jenny Jessamy. Vol. I		3		1753	M,D,CC,LIII	London		Printed for T. Gardner, at Cowley\'s Head, facing St. Clement\'s Church, in the strand; and sold by all Booksellers in Town and Country.				Duodecimo		First volume full title page has engraving with portrait and name of printer (Gardner); full title pages of volumes II and II have merely decorative printer\'s ornaments in corresponding spot | First chapter of vol. I May more properly be called an introduction to the ensuing history, than a part of it.  Contains background information on characters\' family and childhoods | Bookplate: heraldic emblem, French motto Sans varier, name Edwd. Charleton Esqr. | Slip in v.1 identifies donors: Mr. and Mrs. George William Mr Clelland							true			Third-person	First-person | Letters				Author (text)	Reference to other works	Indeterminate	Female	Periodical | Fiction | Fiction | Non-fiction	The History of Betsy Thoughtless	History | Author | Volume		
440216	eng	Haywood, Eliza Fowler	1693?-1756	By the author of The History of Betsy Thoughtless	The history of Jemmy and Jenny Jessamy: In three volumes By the author of The History of Betsy Thoughtless	The history of Jemmy and Jenny Jessamy. In three volumes. Vol. I. By the author of The History of Betsy Thoughtless.	The history of Jemmy and Jenny Jessamy. Vol. I		3		1753	M,D,CC,LIII	London		Printed for T. Gardner, at Cowley\'s Head, facing St. Clement\'s Church, in the strand; and sold by all Booksellers in Town and Country.				Duodecimo		First volume full title page has engraving with portrait and name of printer (Gardner); full title pages of volumes II and II have merely decorative printer\'s ornaments in corresponding spot | First chapter of vol. I May more properly be called an introduction to the ensuing history, than a part of it.  Contains background information on characters\' family and childhoods							true			Third-person	First-person | Letters		true		Author (text)	Reference to other works	Indeterminate	Female	Periodical | Fiction | Fiction | Non-fiction	The History of Betsy Thoughtless	History | Author | Volume		
440217	eng				The Jilts, or Female fortune-hunters	The jilts: or, female fortune-hunters. Vol. I.			1				London		Printed for Francis Noble, at Otway\'s Head, in King-Street, Covent-Garden; and John Noble, at Dryden\'s Head, in St. Martin\'s Court, near Leicester-Square. [Price 9s. Bound]				Duodecimo		From Franklin - Sometimes attributed to Adolphus Bannac. cf. ESTC | Bannac is author of Crusoe Richard Davis, advertised in back of v.3 | Bookplate: Heraldic crest, latin mottoes (Vincit Veritas, Tria Juncto In Uno)							true			Third-person	First-person | Letters								Fiction | Mixed Genre | Fiction		Jilt | Fortune-Hunter | Fortune | Hunter		
440218	eng	Amory, Thomas,	1691?-1788?		The life of John Buncle, esq. : containing various observations and reflections, made in several parts of the world; and many extraordinary relations.	The life of John Buncle, esq.: containing various observations and reflections, made in several parts of the world; and many extraordinary relations.			1		1756	M DCC LVI	London		Printed for J. Noon, at the white hart in cheapside, near the poultry.				Octavo		Penn Catalog states that v. 2 is wanting though the copy shows no signs of including another volume | Page 63 mispaginated 31.	Gentlemen, this book is not addressed to you, in order to ask your protection.	To the criticks, this journal is most humbly dedicated, by their most humble servant, the author. 					true	Footnotes appear on pages 2,3,4,5,6,8,11,14,16,18,22,28,36,41,43,44,47,48,49,50,51,52,54,56,60,61,62,78,79,82,85,86,88,89,90,91,92,93,95,97,98,100,102,104,112,119,137,148,149,164,166,168,169,170, 173,175,178,180,191,192,193,194,198,202,205,206,207,209,214,215,216,221,222,223,225,227,229,231,232,233,235,239,242,243,244,245,246,247,248,254,260.261,268,270,273, 278,288,292,304,311,312,315,317,319,324,326,327,334,345,336,337,338,340,342,343,344,350,351,352,353,354,355,356,358,362,363,369,371,376,385,388,389,390,391,392,397,398,401,402,404,415,416,418,421,431,432,435,436,440,441,442,444,448,460,463,465,467,474,475,496,496,498,502,503,505,506,509.	 | Volusenus. 	First-person.				true	Author (text)	Generic/Descriptive	Indeterminate	Male	Fiction		Life | Observation | Reflection | Part | World | Relation		
440219	eng	Kelly, John	1680?-1751		The memoirs of the life of John Medley, Esq., or, Fortune reconcil\'d to merit / by the author of Pamela\'s conduct in high life. The memoirs of the life of John Medley, Esq; or, fortune reconcil\'d to merit. By the author of Pamela\'s conduct in high life. Vol. I.  Letter-press Full Volume v.1	The memoirs of the life of John Medley, Esq; or, fortune reconcil\'d to merit. By the author of Pamela\'s conduct in high life. Vol. II. 			2		1756	M.DCC.LVI. 	London: 		Printed for J. Fuller, at the Bible and Dove, in Ave Maria-Lane. 				Duodecimo		Two volumes bound in one. The preface has been bound at the beginning to the second volume.  | On page 30, 1697. is printed below the text. 	Signed - The editor 						true	Footnotes appear on pages: v.1: 86, 90, 99, 182; v.2: 26;		First-person	Letters			true	Author (text)	Reference to other works	Indeterminate	Male	Mixed-genre	Pamela\'s conduct in high life	Memoir | Life | Esq.  | Fortune | Merit | Author | Conduct		
440220	eng	Fielding, Henry,	1707-1754.	by Henry Fielding, Esq;	The life of Mr. Jonathan Wild the great ... /  by Henry Fielding, Esq;	The Life of Mr. Jonathan Wild the Great. A new edition with considerable corrections and additions. By Henry Fielding, Esq. 			1	A New Edition	1754	MDCCLIV	London		Printed for A. Millar, in the strand				Duodecimo	Ill. Bookplate	Bookplate: Tu Ne Cede Malis. Hon.ble Lionel Damer. 							true	Appear on pages 17, 44, 50, 54, 59, 189, 229.		Third-person	First-person | Letters | Dramatic dialogue				Author (text)	By Proper Name	Male	Male	Mixed Genre		Life | Great | Edition | Correction | Addition		
440221	eng			written by herself.	The History of Miss Katty N---- : containing a faithful and particular relation of her amours, adventures, and various turns of fortune, in Scotland, Ireland, Jamaica, and in England  written by herself.	The history of Miss Katty N----: Containing a faithful and particular relation of her amour, adventures, and various turns of fortune in Scotland, Ireland, Jamaica, and in England. Written by herself. 			1				London		Printed for F. Noble, at his circulating library in king-street covent-garden; and J. Noble, at his circulating library in st. martin\'s-court, near leicester-square.				Duodecimo											 | Rowe.	First-person					Author (text)	Generic/Descriptive	Female	Unknown	Mixed Genre | Mixed Genre		History | Relation | Amour | Adventure | Turn | Fortune	Scotland | Ireland | Jamaica | England	
440222	eng	Leprince de Beaumont	1711-1780		The history of a young lady of distinction : in a series of letters : in two volumes.	The history of a young lady of distinction. In a series of letters. In two volumes. Vol. I.			1		1754	1754	London		Printed for F. Noble, at his Circulating Library, in King-Street, Covent-Garden; and J. Noble, at his Circulating Library, in St. Martin\'s-Court, near Leicester-Square.				Duodecimo		According to Penn library catalog, translation of French original Lettres de Madame Du Montier a? la marquise de ***, avec les re?ponses. | Var. attr. Elie de Beaumont | Footnotes & introduction claim some letters are missing and speculate as to their content					Narrative exposition before epistolary text.  Part of main text pagination series.		true	I.43, I.89, I.101, I.141, II.19, II.21, II.136, II.137, II.141, II.143, II.217		Epistolary	Third-person				Publisher (text)	Generic/descriptive	Indeterminate	Unknown			History | Lady | Distinction | Series | Letter | Volume		
440223	eng				The  memoirs of a young lady of quality, a platonist.	The memoirs of a young lady of quality, a platonist. Vol. I.			3		1756	M DCC LVI	London		Printed for R. Baldwin, in Pater-noster-Row				Duodecimo		William Hogarth (famed engraver) and John Montagu 3rd Earl of Sandwich (notorious rake, Lord of the Admiralty, namesake of dish) among subscribers | v.2 page 288 is mispaginated 286 | Bookplate, front pastedown of all 3 vols - heraldic crest, J.E. Wilkinson								pp. II.41. III.53. III.61. III.72, III.194, III.209, III.240, III.277, III.288		First-person	Letters	true			Author (text)	Generic/descriptive	Female	Unknown			Memoir | Lady | Quality | Platonist | Volume		
440224	eng				The  memoirs of a young lady of quality, a platonist.	The memoirs of a young lady of quality, a platonist. Vol. I.			3		1756	M DCC LVI	London		Printed for R. Baldwin, in Pater-noster-Row				Duodecimo		William Hogarth (famed engraver) and John Montagu 3rd Earl of Sandwich (notorious rake, Lord of the Admiralty, namesake of dish) among subscribers | v.2 page 288 is mispaginated 286								pp. II.41. III.53. III.61. III.72, III.194, III.209, III.240, III.277, III.288		First-person	Letters	true			Author (text)	Generic/descriptive	Female	Unknown			Memoir | Lady | Quality | Platonist | Volume		
440225	eng	Defoe, Daniel,	1661?-1731.	by a citizen, who lived the whole time in London ; To which is added, A journal of the plague at Marseilles, in the year 1720.	The history of the great plague in London, in the year 1665 : Containing observations and memorials of the most remarkable occurrences both public and private, that happened during that dreadful period / by a citizen, who lived the whole time in London ; To which is added, A journal of the plague at Marseilles, in the year 1720.	The history of the great plague in Lonond, in the year 1665. Containing, observations and memorials of the most remarkable occurrences, both public and private, that happened during that dreadful period. By a citizen, who lived the whole time in London. To which is added, a journal of the plague at Marseilles, in the year 1720. 	A journal of what passed in the city of Marseilles, while it was afflicted with the plague. In the year 1720. 		1		1754	1754	London		Printed for, and sold by F. and J. Nobel, at their circulating libraries, in king\'s street covent-garden, and in st. martin\'s-court near leidester-square, 1754. [Price five shillings in boards.]				Octavo	Ill. (bookplate)	Bookplate- Ex: Libris: James& Lavra: E:Stvart :Carrow: Abbey: Norwich | Title page includes book price | Signed: H.F. (i.e. Daniel Defoe) | First published in 1722 under title: A journal of the plague year. | Errors in paging: p.97-98, 105,109,112,135, incorrectly numbered 87-88, 95,91,90, 103, respectively. | The second work is a translation of: Journal abreg� de ce qui s\'est pass� en la ville de Marseille, extracted from the register of the Chambre du Conseil de l\'Hotel de Ville de Marseilles, kept by Pichatty de Croissainte and this edition of the Journal of the plague year is the first to include it.										First-person					Author (text)	Generic/Descriptive	Indeterminate	Male	Mixed Genre | Mixed Genre		History | Plague | Observation | Memorial | Occurance | Period | Citizen | Time | Journal | Year	London | Marseilles	
440226	eng	Smythies		Written by a lady.	The history of Lucy Wellers. Written by a lady.	The history of Lucy Wellers. Written by a lady. In two volumes. Vol. I.			2		1754	MDCCLIV	London		Printed for R. Baldwin, at the Rose in Pater-noster-Row				Duodecimo		Final verso page of each volume has different running title | From Penn Franklin: Attributed to Miss Smythies. Cf. Halkett & Laing, v. 9, 1962, p. 138; Brit. Mus. Cat. (Photolith. ed. to 1955)  | Bookplate, front pastedown of both volumes - Edward Ellice Glenquoich								Appears on page 7 of volume one. 		Third-person	Letters | First-person				Author (text)	Generic/descriptive	Female	Female			History | Lady | Volume		
440227	eng	Shebbeare, John	1709-1788.		Lydia, or, Filial piety : a novel / by the author of The marriage-act, a novel, and Letters on the English nation.	Lydia, or filial piety. A novel. By the author of The Marriage-Act, a novel. And letters on the English nation. Vol. I. 			4		1755	M.DCC.LV	London: 		Printed for J. Scott, at the Black Swan in Pater-noster-row. 				Duodecimo		Bookplate - John Ludford Esq. - v.1, v.2, v.3, v.4 (v.4 is mostly torn out) - front board | Bookplate - Sic. Viresco A. H. Christie - v.1, v.2, v.3, v.4 - back board		Sir, I address this little performance to you, from a much better motive, and from a more intimate acquaintance with your heart and understanding, than dedicators are usually actuated by, in their addresses to their patrons.  					true	Page 265	 | Senec. 	First-person	Letters		true	true	Author (text)	Proper Name	Male	Male		The Marriage-act, a novel.  | Letters on the English nation. 	Piety | Novel | Author | Marriage | Act | Marriage-act | Letter | Nation		
440228	eng	Shebbeare, John	1709-1788		Lydia, or Filial piety: A novel / By the author of The marriage-act, a novel, and Letters on the English nation.	Lydia, or filial piety. A novel. By the author of The marriage-act, a novel. And Letters on the English nation. Vol. I.			4		1755	M.DCC.LV.	London		Printed for J. Scott, at the Black Swan in Pater-noster-row.				Duodecimo				Sir, I Address this little Performance to you, from a much better Motive, and from a more intimate Acquaintance with your Heart and Understanding, than Dedicators are usually actuated by, in their Addresses to their Patrons.					true	Footnote on III.265	 | Senec.	Third-person	First-person			true	Author (text)	Proper name	Male	Male		The marriage-act | Letters on the English nation	Piety | Novel | Author | Volume | Marriage | Act | Marriage-Act | Letter | Nation	Lydia	
440230	eng	Mackenzie, Henry	1745-1831		The man of feeling by Henry Mackenzie	The man of feeling.  A new edition.			1	A new edition.	1800	M. DCCC.	Berwick		Printed by John Taylor.				Duodecimo		The book begins on chapter xi- a footnote states that the editor is accountable only for scattered chapters, and fragments of chapters...					My dog had made a point on a piece of fallow-ground, and led the curate and me two or three hundred yards over that and some stubble adjoining, in a breathless state of expectation, on a burning first of September. [...]			Footnotes appear on pages 9 and 71-72.		Third-person	Letters		true		Editor (text)	Generic/Descriptive	Male	Unknown			Man | Feeling | Edition		
440231	eng	Mouhy, Charles de Fieux,	chevalier de	From the French of the Chevalier de Mouhy ...	The fortunate country maid. Being the entertaining memoirs of the present celebrated Marchioness of L--- V--- ... From the French of the Chevalier de Mouhy ...	The fortunate country maid. Being the entertaining memoirs of the present celebrated Marchioness of L---- V----: Who, from a cottage, through a great variety of diverting adventures, became a lady of the first quality in the court of France, by her stready adherence to the principles of virtue and honour. Wherin are display\'d the various and vile artifices employ\'d by men of intrigue for seducing young women. With suitable reflections. From the French of Chevalier de Mouhy. Vol. II. The Fifth Edition. Corrected. 			1	The fifth edition, corrected. 	1758	MDCCLVIII.	London		Printed for R. Ware, ludgate-hill; W. Needham, S. Brooks, pater-noster-row; H. Woodgate, and B. Law, ave-mary-lane; S. Crowder and Co. London-bridge; T. Lownds, and A. and C. Corbet, fleet-street.				Duodecimo	Ill. [frontispiece]	Volume 1 wanting | Page 308 ends End of second volume suggesting there may be more than v. 1 wanting.  | Frontispiece: Includes an depiction of a man on a horse speaking with a young woman. 								pp. 75	 | Cong. Mourn. Bride.	First-person.	Letters		true		Author (text)	By Proper Name	Male	Male			Maid | Memoir | Cottage | Adventure | Lady | Court | Principle | Virtue | Honour | Honor | Artifice | Men | Women | Reflection | French | Edition	France	
440232	eng	Shebbeare, John	1709-1788		The marriage act : a novel, in which the ruin of female honour, the contempt of the clergy, the destruction of private and public liberty, with other fatal consequences are considered : in a series of interesting adventures.	The marriage act. A novel. In which the ruin of female honour, the contempt of the clergy, the destruction of private and public liberty, with other fatal consequences are considered; in a series of interesting adventures. Vol. I.	The marriage act. A novel. Vol. I.		2		1754	MDCCLIV	London		Printed for J. Hodges, at the Looking-Glass, facing St. Magnus-Church London-Bridge; and B. Collins at Salisbury.				Duodecimo		From Penn catalog: Subsequent issues published under title: Matrimony. Cf. Halkett & Laing (2nd ed.) | From Penn catalog: Published anonymously. By John Shebbeare. Cf. BM. | Includes lines of untranslated Greek and Latin		My lord, tho\' there is scarce a Person in this Kingdom who would not have condemned the Author\'s Inattention to his Duty, if the following Pages had been offered to the Protection of any other British Peer; yet that universal Consent, I am afraid, will scarce vindicate me from the Imputation of Presumption in addresing this trifling Performance to your Grace; not so in its Nature, my Lord, but from my Inability of treating it as it deserves.					true		 | Ovid	Third-person	First-person			true	Author (text)	Generic/descriptive	Indeterminate	Male			Marriage | Act | Novel | Ruin | Honour | Honor | Contempt | Clergy | Destruction | Liberty | Consequence | Series | Adventure | Volume		
