id	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition transcribed	edition controlled	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution	cataloger initials	cataloger institution
440284	Behn, Aphra	1640-1689.		[Novels]	The unfortunate happy lady.  A true history.  By Mrs. A. Behn.		All the histories and novels written by the late ingenious Mrs. Behn, intire in one volume. Viz. I. The history of Oroonoko; or the royal slave. Written by the command of King Charles the Second. II. The fair jilt; or Prince Tarquin. III. Agnes de castro; or, the force of generous love. IV. The lover\\\'s watch; or, the art of making love: being rules for courtship for every hour of the day and night. V. The ladies looking-glass to dress themselves by; or, the whole art of charming all mankind. VI. The lucky mistake. VII. Memoirs of the court of the king of Bantam. VIII. The nun; or, the perjured beauty. IX. The adventure of the black lady. Together with the history of the life and memoirs of Mrs. Behn. By one of the fair sex. Intermix\\\'d with pleasant love-letters that pas\\\'d betwixt her and Minheer van Bruin, a Dutch merchant; with her character of the country and lover: and her love-letters to a gentleman in England. The sixth edition, corrected.	1			1700	1700	London	['S. B.']	Printed for S. B. and sold by the booksellers of London and Westminster.				Octavo		['The dedication is followed by a printer\'s note at the foot of the page.  It reads, ""Place this epistle dedicatory next after the title of The unhappy fortunate lady."']		""Honour'd Sir, if so considerable a name as Mrs. Behn's did not justifie my choice of your patronage, Sir, for the following novel, I might perhaps be thought too presumptuous, in sheltring The unhappy fortunate under your name: [...]"							['']	['First-person']	['Third-person']				Author (paratext)	Proper name	Male	Male"			['Lady', 'History']			JRH	Swarthmore College
440285	Behn, Aphra	1640-1689.		[Novels]	The unhappy mistake: or, the impious vow punish'd.  By Mrs. A. Behn.		All the histories and novels written by the late ingenious Mrs. Behn, intire in one volume. Viz. I. The history of Oroonoko; or the royal slave. Written by the command of King Charles the Second. II. The fair jilt; or Prince Tarquin. III. Agnes de castro; or, the force of generous love. IV. The lover\\\'s watch; or, the art of making love: being rules for courtship for every hour of the day and night. V. The ladies looking-glass to dress themselves by; or, the whole art of charming all mankind. VI. The lucky mistake. VII. Memoirs of the court of the king of Bantam. VIII. The nun; or, the perjured beauty. IX. The adventure of the black lady. Together with the history of the life and memoirs of Mrs. Behn. By one of the fair sex. Intermix\\\'d with pleasant love-letters that pas\\\'d betwixt her and Minheer van Bruin, a Dutch merchant; with her character of the country and lover: and her love-letters to a gentleman in England. The sixth edition, corrected.	1			1698	1698	London	['Sam. Briscoe', 'Briscoe, Samuel']	Printed for Sam. Briscoe, in Charles Street, Covent-Garden, 1698.			This publication information appears on the full title page for ""The unhappy mistake."	Octavo		['The dedication is followed by a printer\'s note at the botton of the page.  It reads, ""Place this dedication next after the title of The unhappy mistake."']		""Honoured sir, I am told that dedications were originally only made to men of known merit, whose sense and learning had gain'd such a reputation in the world, that their names prefix'd, stamp'd the book current, and made it receiv'd by all as such. [...]""							['']	['Third-person']	['Letters']				Author (text)	Proper name	Female	Female			['Mistake', 'Vow']			JRH	Swarthmore College
440286	Behn, Aphra	1640-1689.		[Novels]	The wandring beauty. Or, the lucky fair one. By Mrs. A. Behn.		All the histories and novels written by the late ingenious Mrs. Behn, intire in one volume. Viz. I. The history of Oroonoko; or the royal slave. Written by the command of King Charles the Second. II. The fair jilt; or Prince Tarquin. III. Agnes de castro; or, the force of generous love. IV. The lover\\\'s watch; or, the art of making love: being rules for courtship for every hour of the day and night. V. The ladies looking-glass to dress themselves by; or, the whole art of charming all mankind. VI. The lucky mistake. VII. Memoirs of the court of the king of Bantam. VIII. The nun; or, the perjured beauty. IX. The adventure of the black lady. Together with the history of the life and memoirs of Mrs. Behn. By one of the fair sex. Intermix\\\'d with pleasant love-letters that pas\\\'d betwixt her and Minheer van Bruin, a Dutch merchant; with her character of the country and lover: and her love-letters to a gentleman in England. The sixth edition, corrected.	1			1700	1700	London	['S. Briscoe', 'Briscoe, Samuel']	Printed for S. Briscoe, at the Black Boy, at the upper end of Bow-Street, Covent-Garden.				Octavo		['The dedication to Darwentwater is followed by a printer\'s note at the foot of the page.  It reads, ""Next after The wandring beauty."']		""My lord, being to publish these last remains of the celebrated Mrs. Behn, I cou'd not lose so proper an occasion of shewing the respect and value I have for your lordship. [...]""							['']	['First-person']	['Third-person']				Author (text)	Proper name	Female	Female			['Beauty']			JRH	Swarthmore College
440287	Behn, Aphra	1640-1689.			The theory or system of several new inhabited worlds, lately discover'd and pleasantly describ'd, in five nights conversation with Madam the Marchioness of *****. Written in French by the famous Mons. Fontanelle. Made English by Mrs. Behn.		All the histories and novels written by the late ingenious Mrs. Behn, intire in one volume. Viz. I. The history of Oroonoko; or the royal slave. Written by the command of King Charles the Second. II. The fair jilt; or Prince Tarquin. III. Agnes de castro; or, the force of generous love. IV. The lover\\\'s watch; or, the art of making love: being rules for courtship for every hour of the day and night. V. The ladies looking-glass to dress themselves by; or, the whole art of charming all mankind. VI. The lucky mistake. VII. Memoirs of the court of the king of Bantam. VIII. The nun; or, the perjured beauty. IX. The adventure of the black lady. Together with the history of the life and memoirs of Mrs. Behn. By one of the fair sex. Intermix\\\'d with pleasant love-letters that pas\\\'d betwixt her and Minheer van Bruin, a Dutch merchant; with her character of the country and lover: and her love-letters to a gentleman in England. The sixth edition, corrected.	1			1700	M. DCC.	London	['Sam. Briscoe', 'Briscoe, Samuel']	Printed by W. O. for Sam. Briscoe, at the Black-a-moors-head, in Bow-Street, Covent-garden.				Octavo		['Page numbering is nonconsecutive, with 1-96 followed by 81-98.']	""I find my self reduced almost to the same condition in which Cicero was, when he undertook to put matters of philosophy into Latin; which, till that time, had never been treated of, but in Greek. [...}"	""My lord, these following dialogues or discourses are the product of the ingenious and learned Monsieur Fontanelle, and translated into English by the Sapho of our nation, the incomparable Mrs. Behn: this I mention, my lord, to lessen the presumption I may else seem guilty of in prefixing your lordship's name before them. [...]""					true		['']	['First-person']					Translator (text)	Proper name	Female	Female			['Theory', 'System', 'World', 'Conversation', 'French']			JRH	Swarthmore College
440288	Behn, Aphra	1640-1689.		Agnes de castro; or, the force of generous love.			All the histories and novels written by the late ingenious Mrs. Behn, intire in one volume. Viz. I. The history of Oroonoko; or the royal slave. Written by the command of King Charles the Second. II. The fair jilt; or Prince Tarquin. III. Agnes de castro; or, the force of generous love. IV. The lover\\\'s watch; or, the art of making love: being rules for courtship for every hour of the day and night. V. The ladies looking-glass to dress themselves by; or, the whole art of charming all mankind. VI. The lucky mistake. VII. Memoirs of the court of the king of Bantam. VIII. The nun; or, the perjured beauty. IX. The adventure of the black lady. Together with the history of the life and memoirs of Mrs. Behn. By one of the fair sex. Intermix\\\'d with pleasant love-letters that pas\\\'d betwixt her and Minheer van Bruin, a Dutch merchant; with her character of the country and lover: and her love-letters to a gentleman in England. The sixth edition, corrected.	1			1718	M.DCC.XVIII.	London	['M. Wellington', 'Wellington, M.']	Printed by J. D. for M. Wellington, at the King\\\'s-head, against St. Clement\\\'s church in the Strand.	['J. D.', 'J. D. ']			Octavo		['Title on first page reads ""The history of Agnes de Castro."']									['']	['Third-person']					Author (text)	Proper name	Female	Female						JRH	Swarthmore College
440289	Behn, Aphra	1640-1689.		The ladies looking-glass to dress themselves by; or, the whole art of charming all mankind.			All the histories and novels written by the late ingenious Mrs. Behn, intire in one volume. Viz. I. The history of Oroonoko; or the royal slave. Written by the command of King Charles the Second. II. The fair jilt; or Prince Tarquin. III. Agnes de castro; or, the force of generous love. IV. The lover\\\'s watch; or, the art of making love: being rules for courtship for every hour of the day and night. V. The ladies looking-glass to dress themselves by; or, the whole art of charming all mankind. VI. The lucky mistake. VII. Memoirs of the court of the king of Bantam. VIII. The nun; or, the perjured beauty. IX. The adventure of the black lady. Together with the history of the life and memoirs of Mrs. Behn. By one of the fair sex. Intermix\\\'d with pleasant love-letters that pas\\\'d betwixt her and Minheer van Bruin, a Dutch merchant; with her character of the country and lover: and her love-letters to a gentleman in England. The sixth edition, corrected.	1			1718	1718	London	['M. Wellington', 'Wellington, M., ']	Printed by J. D. for M. Wellington, at the King\\\'s-head, against St. Clement\\\'s church in the Strand.	['J. D.', 'J. D. ']			Octavo		['Title on first page: ""The lady\'s looking-glass"']									['']	['First-person']					Author (text)	Proper name	Female	Female						JRH	Swarthmore College
440290	Wright, Frances,	1795-1852. 	By Frances Wright.	A few days in Athens, being the translation of a Greek manuscript discovered in Herculaneum. By Frances Wright.	A few days in Athens, being the translation of a Greek manuscript discovered in Herculaneum. By Frances Wright, author of ""views of society and manners in America.""			1			1822	1822. 	London	['Longman, Hurst, Rees, Orme, and Brown', 'Longman', 'Hurst', 'Rees', 'Orme', 'Brown']	Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row.	['A. & R. Spottiswoode', 'Spottiswoode, A.', 'Spottiswoode, R. ']			Octavo		['The last page of this volume states ""End of Part I."']		To Jeremy Bentham, as a testimony of her admiration of his enlightened sentiments, useful labors, and active philanthropy, and of her gratitude for his friendship, this work is respectfully and affectionately inscribed by Frances Wright. London, March 12th, 1822.		That I may not obtain credit for more learning than I possess, I beg to acknowledge the assistance I have received in my version of the curious relict of antiquity now offered to the public from the beautiful Italian MSS. of the erudite professor of Greek in the university of *****. 					["Thomson\\\\\\'s Liberty"]	['Third-person']				true	Author (text)	By proper name	Indeterminate	Female		['Views of society and manners in America']	['Day', 'Translation', 'Manuscript', 'Author', 'View', 'Society', 'Manner']	['Athens', 'Herculaneum', 'America']		EJM	Swarthmore College
440291	Le Camus, Antoine	1722-1772.		Abdeker, or, The art of preserving beauty :  translated from an Arabic manuscript.	Abdeker, or, The art of preserving beauty : translated from an Arabic manuscript			1			1754	MDCCLIV	London	['A. Millar', 'Millar, A. ']	Printed for A. Millar, in the Strant				Duodecimo		['The Franklin record lists Antoine Le Camus as the author/creator of this work, but the work does not show any mention of this name. ']	The following is a translation of an Arabian manuscript, which Diamantes Utasto, physicican to the Turkish ambassador, brought to Paris in the year 1740. 						true	Footnotes appear on pages 1, 2, 3, 11, 12, 13, 15, 22, 23, 35, 37, 40, 43, 46, 47, 49, 54, 56, 59, 61, 63, 66, 67, 68, 70, 72, 75, 122, 124, 127, 128, 131, 138, 142, 148, 149, 153, 158, 160.	['']	['Third-person']					Author (text)	Generic/Descriptive	Male	Unknown			['Art', 'Beauty', 'Manuscript']			EJM	
440293	Johnson, Samuel	1709-1784		The prince of Abissinia: A tale	The prince of Abissinia. A tale. By Samuel Johnson, LL.D. The two volumes complete in one. Volume the first.	The prince of Abissinia. A tale. By Samuel Johnson, LL.D. Volume the second.		1			1791	M DCC X CI.	Philadelphia		Printed by Francis Bailey, No 116, Market-Street, and T. Lang, No 21, Church-Alley.	['Francis Bailey', 'T. Lang', 'Bailey, Francis', 'Lang, Thomas']			Duodecimo		['12mo in 6s']							true		['']	['Third-person']			true		Author (text)	Proper name	Male	Male			['Prince', 'Tale', 'Volume']	['Abissinia']		NAA	
440294				Adsonville, or, Marrying out: a narrative tale	Adsonville: or marrying out. A narrative tale.			1			1824	1824	Albany	['S. Shaw', 'S. Shaw']	Published by S. Shaw, No. 47, State-street. J.C. Johnson, printer.	['J. C. Johnson', 'J.C. Johnson']			Duodecimo		['12mo in 6s']	""The following Tale was mostly written, whilst the Author had extreme youth to plead in extenuation of its faults: since it has, by some particular friends, been earnestly requested for publication, some additions have been made, in which, it is probable, some chronogrammatical incogruities may strike the reader. The writer has not the vanity to fear that it will be considered of sufficient consequence to affect the character of American literature, as he has no prospect of setting up for an Author; and he most faithfully promises, if this shall pass with impunity, to sin no more."						true		['', 'Byron']	['Third-person']	['First-person', 'Letters', 'Dramatic dialogue']				Author (text)	Generic/descriptive	Male	Unknown"			['Tale']	['Adsonville']		NAA	Swarthmore College
440295	Hervey, Elizabeth	approximately 1748-approximately 1820.		Amabel, or, Memoirs of a woman of fashion in four volumes. Vol. I-IV / By Mrs. Hervey, author of The Mourtray family, &c.	Amabel; or, memoirs of a woman of fashion. By Mrs. Hervey, author of The Mourtray family, &c. In four volumes. Vol. I.			4			1814	1814	London	['Henry Colburn and Co.', 'Colburn, Henry, ']	Printed for Henry Colburn, public library, Conduit-Street, Hanover-Square; and sold by George Goldie, Edinburgh, and John Cumming, Dublin.	['B. Clarke', 'Clarke, B.']	['John Cumming', 'George Goldie', 'John Cumming', 'George Goldie']				['Alternate titles in the University of Pennsylvania catalog: Memoirs of a Woman of Fashion; Memoirs of Amabel']		""Madam, To minds truly noble and delicate, the fulsome language apt to be employed in dedication cannot be otherwise than disgusting."						v.2 footnotes on pages 136, 316; v.3 footnotes on pages 92, 129	['']	['First-person']	['Letters']			true	Author (text)	Proper name	Female	Female	['Fiction']	['The Mourtray family']	['Memoir', 'Woman', 'Fashion', 'Author', 'Volume', 'Family']			JRH	Swarthmore College
440296	Corp, Harriet			An antidote to the miseries of human life : in the history of the widow Placid and her daughter Rachael.	An antidote to the miseries of human life: in the history of the widow Placid and her daughter Rachael. The first American, from the second London, Edition. 			1	The first American, from the second London, edition. 		1808	1808.	New York	['T. & J. Swords', 'Swords, T.', 'Swords, J.']	Printed and sold by T. & J. Swords, No. 160 pearl street. 				Duodecimo	ill. (bookplate)	['This work is bound with another entitled ""The Pleasures of Human Life"" which is a series of satirical ""Dissertations."" While the two pieces share similar titles, these tracts cannot be considered novels. "']							true		['', 'Thomson']	['First-person']	['Third-person']		true		Author (text)	Generic/ Descriptive	Indeterminate	Female			['Antidote', 'Misery', 'Life', 'History', 'Widow', 'Daughter']	['Widow Placid', 'Rachael']		EJM	Swarthmore College
440297	Chetwood, W.R. (William Rufus),	-1766.		The voyages and adventures of Captain Robert Boyle : in several parts of the world. Intermixed with the story of Miss Villars, an English lady, with whom he made his surprising escape from Barbary. Likewise including the history of an Italian captive, and the life of Don Pedro Aquilio, &c. Full of various and amazing turns of fortune.	The voyages and adventures of Captain Robert Boyle. In several parts of the world intermixed with the story of Miss Villar, an English lady, with whom he made his surprising escape from Barbary. Likewise including the history of an Italian captive, and the life of Don Pedro Aquilio, &c. Full of various and amazing turns of fortune.			1			1799	1799	Walpole, Newhampshire	['Thomas & Thomas', 'Thomas']	Printed by David Carlisle, for Thomas & Thomas; and sold at the Walpole Bookstore.	['David Carlisle', 'Carlisle, David, ']			Duodecimo		['12mo in 6s']		The dedication solicits patronage, signed ""Your most obedient humble servant"						A footnote appears on page 89.	['']	['First-person']	['Letters']			true	Author (paratext)	Generic/descriptive	Unknown	Unknown			['Voyage', 'Adventure', 'Captain', 'Part', 'World', 'Story', 'Lady', 'Escape', 'History', 'Captive', 'Life', 'Turn', 'Fortune']	['Barbary']		NAA	Swarthmore
440298	Goodall, William			The adventures of Capt. Greenland: written in imitation of all those wise, learned, witty, and humorous authors, who either already have, or hereafter may write in the same stile and manner.	The adventures of Capt. Greenland. written in imitation of all those wise, learned, witty and humorous authors, who either already have, or hereafter may write in the same stile and manner. Vol. I. 			1			1752	MC.DC.LII.	London	['R. Baldwin', 'Baldwin, R. (Robert), ']	Printed for R. Baldwin, at the Rose in Pater-Noster-Row.						['Imitation of Fielding']		The dedication deploys and perhaps satirizes familiar tropes of early eighteenth-century dedication (disavowal of panegyric intent followed by shameless panegyric, request for a public figure's protection of the work from critics).  The dedication takes an ""anti-Gallican"" (anti-French) stance.  It also praises Lord Carpenter's precedessor as chair of the Anti-Gallican Society, Theodore Janssen, for his ""high and triple Capacity of Sheriff, Alderman and Member of Parliament for our Illustrious Metropolis"" - perhaps a satirical dig at British pluralists and sinecurists?"					true	Footnotes for v.1 can be found on the following pages: vii, 22 - 23;  Footnotes for v.2 can be found on the following pages: 22, 76, 126, 128, 139, 185, 253; Footnotes for v.3 can be found on the following pages: 83, 151, 186, 210, 235, 287;  Footnotes for v.4 can be found on the following pages: 26 - 27, 44. 	['', 'Shakespear.']	['Third-person']	['First-person', 'Letters']				Author (paratext)	Proper name	Indeterminate	Male			['Adventure', 'Captain', 'Imitation', 'Author', 'Stile', 'Style', 'Manner']	['Greenland']		NAA	Swarthmore College
440299				Clio, or, A secret history of the life and amours of the late celebrated Mrs. S---n---m / written by herself in a letter to Hillarius.	Clio: or, a secret history of the life and amours of the late celebrated Mrs. S-----N-----M. Written by herself, in a letter to Hillarius. 			1			1752	1752	London	['M. Cooper', 'Cooper, Mary, ']	Printed for M. Cooper, in Pater-noster row. 				Duodecimo				""To --- the monarch of all my soft desires; --- the end of my wishes; --- the inspirer of my heart; --- the adoration of my soul; --- the elevater of my thoughts; --- the immortalizer of my songs; --- the charmer of my bosom; --- the life of my soul; --- the heaven of my repose; --- this is most fondly, most passionately, most respectfully addressed, by --- his devoted, adoring Clio."" "					true	Footnotes are found on the following pages:206	['']	['Epistolary']	['First-person']				Author (text)	Initials	Female	Female			['History', 'Life', 'Amour', 'Mrs.', 'Herself', 'Letter']			TJT	Swarthmore College
440300				Constantia, or, A true picture of human life represented in fifteen evening conversations after the manner of Boccace : in two volumes : to which is prefixed, a short discourse on novel writing.	Constantia; or, a true picture of human life, represented in fifteen evening conversations, after the manner of boccace. In two volumes. To which is prefixed, a short discourse on novel writing. 			2			1751	M,DCC,LI. 	London	['A. Millar', 'Millar, Andrew, ']	Printed for A. Millar, over-against Catharine-street in the Strand. 				Duodecimo		['v. 2, page 319 is mispaginated as 193']	The preface begins, ""Amongst those topics of complaint, which if not general are at least common, we hear it urged as a point of great consequence, that scarce any are now read but books of amusement."				""At the distance of about half a day's journey from one of those places, to which at certain seasons there is a great resort of the best company, partly on the score of health, but chiefly for the fake amusement..."		true		['']	['Third-person']	['First-person', 'Letters']								['Mixed Genre']		['Picture', 'Human', 'Life', 'Volume', 'Conversation', 'Discourse', 'Manner', 'Novel']			TJT	Swarthmore College
440301	Smollet, Tobias	1721-1771.		The adventures of Ferdinand Count Fathom  By the author of Roderick Random ; In two volumes.	The adventures of Ferdinand Count Fathom. By the author of Roderick Random. In two volumes. Vol. I.			2			1753	MDCCLIII.1753	London	['W. Johnston', 'W. Johnston']	Printed for W. Johnston, at the Golden Bull in St. Paul\\\'s church-yard.				Duodecimo		['Bookplate, vols. I and II - ""Library University of Pennsylvania --- Henry H. Bonnell Collection."']		""You and I, my good friend, have often deliberated on the difficulty of writing such a dedication as might gratify the self-complacency of a patron, without exposing the author to the ridicule or censure of the public; and I think we generally agreed that the task was altogether impracticable."						A footnote appears in Vol. I on page ii of the dedication.	['']	['First-person']	['Letters']		true	true	Author (text)	Reference to other works	Unknown	Male		['Roderick Random']	['Adventure', 'Author', 'Volume', 'Count']			JRH	Swarthmore College
440302	Smollet, Tobias			The adventures of Ferdinand Count Fathom  By the author of Roderick Random ; In two volumes.	The adventures of Ferdinand Count Fathom. By the author of Roderick Random. In two volumes. Vol.I. 			2			1753	MDCCLIII. 	London	['W. Johnston', 'W. Johnston']	Printed for W. Johnston, at the golden ball in St. Paul\\\'s church-yard. 				duodecimo		['Bookplate - coat of arms ""data fata sequutus""  v.1, v.2"']		""You and I, my good friend, have often deliberated on the difficulty of writing such a dedication as might gratify the self-complacency of a patron, without exposing the author to ridicule or censure of the public; and I think we generally agreed that the task was altogether impracticable."" "						Page ii; Transcription: ""The author of the Seasons."" "	['']	['Third-person']	['First-person', 'Letters']				Author (text)	Reference to other works	Indeterminate	Male		['Roderick Random']	['adventure', 'count', 'author', 'volume']			TJT	Swarthmore College
440303	Fielding, Sarah	1710-1768.		Familiar letters between the principal characters in David Simple and some others  being a sequel to his adventures : to which is added, A vision / by the author of David Simple.	Familiar letters between the principal characters in David Simple, and some others, being a sequel to his adventures. To which is added, a vision. By the author of David Simple. The second edition. Vol. III.	Much ado: a dialogue. Written October 1744.		4	The second edition.		1752	M.DCC.LII.	London	['A. Millar', 'Millar, Andrew']	Printed for A. Millar, oppsite Katharine-Street, in the strand.				Duodecimo		['These two volumes appear to follow ""The Adventures of David Simple,"" and therefore bear the designations ""Vol. III"" and ""Vol. IV"" on their title pages. None of the prefatory material explains clearly the relationship of these volumes to the preceding work."']	The preface begins, ""The taste of the public, with regard to epistolary writing, having been much vitiated by some modern authors, it may not be amiss to premise some short matter concerning it in this place, that the reader may not expect another kind of entertainment than he will meet with in the following papers, nor impute the author's designed deviation from the common road, to any mistake or error."							A footnote on page 179 in volume 4 describes the fictional dialogues that follow: ""These dialogues were a kind present to the author by a friend."	['']	['Epistolary']	['Dramatic Dialogue']				Author (text)	Generic/Descriptive	Indeterminate	Female	['Mixed genre']	['David Simple']	['Fashion', 'Dialogue', 'Ado', 'Letter', 'Character', 'Sequel', 'Vision', 'Author', 'Edition', '1746', '1744', 'Adventure']			JRH	Swarthmore College
440304	Fielding, Sarah	1710-1768.		The adventures of David Simple, volume the last  in which his history is concluded.	The adventures of David Simple. Volume the last, in which his history is concluded.			1			1753	MDCCLIII.	London	['A. Millar', 'Millar, Andrew']	Printed for A. Millar, in the Strand.				Duodecimo		['Page 8 is not numbered.']	The preface begins, ""Sequels to histories of this kind are so generally decried, and often with such good reason, that a few words seem necessary towards an explanation of the following design."						true		['']	['First-person']	['Letters', 'Dramatic dialogue']				Author (paratext)	Generic/Descriptive	Female	Unknown	['Fiction']		['Adventure', 'Volume', 'History']			JRH	Swarthmore College
440305	Cottin, Madame (Sophie),	1770-1807.		Elizabeth, or, the exiles of Siberia	Elizabeth, or, the exiles of Siberia, translated by Mrs. Meeke.  			1			1814	1814	London	['B and R Crosby and Co.']	Printed by Dean & Munday, Threadneedle street; for B. and R. Crosby and Co. Stationer\\\'s Court Ludgate HIll, 	['Dean & Munday']			Duodecimo		['Two title pages.  First (recto, facing frontispiece) does not include printers\' information, date of publication, ""Founded on facts"" portion of title, or identification of original author - all of which do appear in second title page, on recto of leaf immediately following"']	""The anecdote which forms the basis of the following Tale is founded upon truth: indeed the most fertile imagination would have failed when relating actions so heroic, and in expressing such noble sentiments -- the heart alone could inspire them.""  Further on - ""I was fearful, that if I had related the whole truth, my tale would have appeared improbable, or a mere fiction"								['']	['Third-person']				true	Translator (text)	Proper name	Female	Female			['Exile', 'Tale', 'Fact', 'French']	['Siberia']		NAA	Swarthmore College
440306				The History of Fanny Seymour.	The history of Fanny Seymour. 			1			1753	MDCCLIII. 	Dublin	['Sarah Cotter', 'E. and J. Exshaw (Dublin, Ireland)', 'Richard Watts', 'Watts, Richard', 'Exshaw, John', 'Cotter, Sarah']	Printed by A. M\\\'Culloh, for John Exshaw, at the Bible on Cork-hill, Sarah Cotter, under Dick\\\'s-coffee-house, and Richard Watts, at the Bible in Skinner-row, booksellers. 	["A. M'Culloh", "M'Culloh, A."]			Duodecimo		['Duodecimo in sixes']		""Madam, Nothing can give greater pleasure to the mind of a benevolent man, than paying to merit the triibute of admiration; and I may venture to assert, that the pleasure is greatly heightened, when the excellence he admires is found in a female character."" "							['', 'Virg. ']	['Third-Person']	['Letters']		true	true	Author (text)	Generic/Descriptive	Male	Unknown"	['Mixed Genre']		['History']			TJT	Swarthmore College
440307	Rowe, Elizabeth Singer	1674-1734.		Friendship in death : in twenty letters from the dead to the living : to which are added, Letters moral and entertaining, in prose and verse / by Mrs. Elizabeth Rowe.	Friendship in death; in twenty letters from the dead to the living. To which are added, letters moral and entertaining, in prose and verse. In three parts. By Mrs. Elizabeth Rowe.			1			1750	M.DCC.L.	London	['Henry Lintot', 'Lintot, Henry']	Printed for Henry Lintot. M.DCC.L				Octavo		['Running titles for ""Letters Moral and Entertaining,"" ""Letters to Cleora,"" and ""Letters to the Author"" contain a qualifier (""Part I,"" ""Part II,"" and ""Part III"").  ""Letters Moral and Entertaining Part I"" is interrupted by ""Letters to Cleora"" and ""Letters to the Author"" but the ""Part I"" qualifier runs throughout."']	Establishes purpose of letters: to affirm immortality of soul	Praises Young's religious work - poem on Last Judgment, paraphrase of Book of Job					true	Footnotes are located on the following pages: 100, 119, 126, 178, 185, 191, 225	['']	['Epistolary']				true	Author (text)	Proper name	Female	Female			['Friendship', 'Death', 'Letter', 'Prose', 'Verse', 'Part', 'Mrs.']			NAA	Swarthmore College
440308	Lamb, Caroline,	1785-1828. 		Glenarvon.	Glenarvon. In three volumes. Vol. I. Third Edition.			3	Third Edition. 		1816	1816	London	['Henry Colburn', 'Colburn, Henry, ']	Printed for Henry Colburn, conduit street	['Schulze and Dean ', 'J. Gillet', 'B. Clarke', 'Schulze ', 'Dean ', 'Gillet, Jacob', 'Clarke, B. ']			Duodecimo		['Pages 48-49 of v.1,  131 of v.2, and 14-15 of v. 3 contain lyrics to songs.']	Glenarvon was written and committed to the press without permission, communication, advice, or assistance- this may account for, though it cannot excuse all the slighter, and many, it is trusted, of the more serious errors of the composition.								['']	['Third-person']			true	true	Author (text)	Generic/Descriptive	Unknown	Female	['Mixed genre']		['Volume', 'Edition']	['Glenarvon']		EJM	Swarthmore College
440309	Behn, Aphra			[Novels]				2	The sixth edition, corrected.		1718		London								['Bookplate - ""George Edmund Benbow"", vols. 1 and 2"']	true	true					true	true	['']	['First-person']	['Letters']		true		Author (text)										
440310	Wollaston, George			The life and history of a pilgrim : a narrative founded on fact / by George Wollaston.	The life and history of a pilgrim, a narrative founded on fact. by George Wollaston, Esq; 	The life and history of a pilgrim. Book II. 		1			1753	M.DCC.LIII.	London	['J. Payne', 'John Whiston and Benj. White', 'M. Sheepey', 'Whiston, John, ', 'White, Benjamin, ', 'J. Payne', 'Sheepey, Marshall']	For J. Whiston and B. White in Fleet-street, J. Payne in Pater-noster-row, and M. Sheepey near the Royal Exchange. 				Duodecimo		['The text is divided into four books, but only book two has a half title page. ']	""The compiler of this history, from the gratitude and respect which the hero of it has for a nobleman in one of the highest stations in this kingdom, had prepared a dedication of it to him; whose name would have been not only the greatest ornament, but the most powerful recommendation of the work...""  "								['', 'Virgil. ']	['Third-person']	['First-person']			true	Author (text)	Proper name	Male	Male	['Mixed Genre']		['Life', 'History', 'Pilgrim', 'Narrative', 'Fact', 'Esq. ']			TJT	Swarthmore College
440311	Wollaston, George			The life and history of a pilgrim  by G--- W----.	The life and history of a pilgrim. By G----- W-----.	The life and history of a pilgrim. Book II.		1			1753	MDCCLIII.	Dublin		Printed and sold by Oli. Nelson, at Milton\\\'s Head in Skinner-Row.	['Oli. Nelson', 'Nelson, Oliver']			Octavo			The preface begins, ""The compiler of this history, from the gratitude and respect which the hero of it has for a nobleman in one of the highest stations in this kingdom, had prepared a dedication of it to him; whose name would have been not only the greatest ornament, but the most powerful recommendation of the work; but upon maturer consideration, he finds himself obliged to send it into the world without that advantage: [...]"		""All the names of the gentlemen who have been so kind as to subscribe to the following history should have been prefixed to it, had they been returned to the author within such time as would not have delayed the publishing of it according to the proposals; but as that request has not been complied with, he has been prevented from doing it, to his great disappointment, as the names of such as have been returned, as well as those he was in expectation of, would have done great honour to his book, and perhaps have afforded a larger catalogue than any writing of the same nature has hitherto done."						['', 'Virgil']	['Third-person']	['First-person']		true		Author (text)	Initials	Indeterminate	Male	['Mixed genre']		['Life', 'History', 'Pilgrim']			JRH	Swarthmore College
440312	Fielding, Sarah	1710-1768.		The history of Betty Barnes  in two volumes.	The history of Betty Barnes. In two volumes. Vol. I.			2			1753	MDCCLIII.	London	['D. Wilson and T. Durham', 'Wilson, D.', 'Durham, Thomas']	Printed for D. Wilson and T. Durham, at Plato\\\'s Head, in the Strand.				Duodecimo											['']	['Third-person']	['First-person']			true							['History', 'Volume']			JRH	Swarthmore College
