id	title	author	date	a	b	x	c	v
6333789	All the histories and novels written by the late ingenious Mrs. Behn, entire in one volume. Viz. I. The history of Oroonoko, or the royal slave. Written by the command of King Charles the Second. II. The fair jilt, or Prince Tarquin. III. Agnes de Castro, or the force of generous love. IV. The lovers watch, or the art of making love; being rules for courtship for every hour of the day and night. V. The ladies looking-glass, to dress themsleves by, or the whole art of charming all mankind. VI. The lucky mistake. VII. Memoirs of the court of the king of Bantam. VIII. The nun, or the perjured beauty. IX. The adventure of the black lady. These three last never before published. Together with the history of the life and memoirs of Mrs. Behn : never before printed. By one of the fair sex. Intemix'd with pleasant love-letters that pass'd betwixt her and Minheer Van Bruin, a Dutch merchant; with her character of the country and lover: and her love-letters to a gentleman in England. The fourth edition, with large additions.	Behn, Aphra	1700	['About the author']	['The history of the life and memoirs of Mrs. Behn. Written by one of the fair sex.']	['""My intimate acquaintance with the admirable Astrea, gave me, naturally, a very great esteem for her; for it both freed me from that folly of my sex, of envying or flighting excellencies I cou\'d not obtain; and inspir\'d me with a noble fire to celebrate that woman, who was an honourand glory to our sex; and this reprinting her incomparable novels, presented me with a lucky occasion of exerting that desire into action."']	['Front']	
170630		Chetwood, W. R	1728	['Dedication']	['To the right honourable Sir William Younge, one of the lords of the treasury and knight of the most honourable Order of the Bath.']	['""Sir, the great and noble of all ages, have, and ever will be marked out by writers of every degree to patronize their labours..."']	['Front']	
170630		Chetwood, W. R	1728	['Preface']	['The preface.']	['""The following sheets are a detail of fortune I have run through many years; and however extraordinary they may appear, I shall give you the circumstances for truth. Yet this I must own, they lay by me undigested, and I had never any intention to make \'em publick, if an old acquaintance had not taken my loose papers from me, and declar\'d, if i would  not digest \'em, he would."']	['Front']	
1802270		Manley	1711	['To the reader']	['The publisher to the reader']	['""The success of the several volumes of The new Atlantis has given the world to such an esteem for the author, as to raise their curiosity of viewing every thing, that comes from the same hand...But to do justice to every particular, would be to make notes on every letter; it is a task above my talent, and must therefore, by me, be left to the ingenious and polite reader..."']	['Front']	
193800		Defoe, Daniel	1719	['Preface']	['The preface.']	['""...The editor believes the thing to be a just history of fact; neither is there any appearance of fiction in it: and however thinks, because all such things are dispatch\'d, that the improvement of it, as well to the diversion, as to the instruction of the reader, will be the same..."']	['Front']	
193800		Defoe, Daniel	1719	['Errata']	['Errata.']	['Includes page, line number, and correction. Located p.364.']	['Back']	
194383		Defoe, Daniel	1722	['Preface']	['The Preface.']	['""...The author is here suppos\'d to be writing her own history, and in the very beginning of her account, she gives the reasons why she think fit to conceal her true name...It is true, that the original of this story is put into new words, and the stile of famous lady we here speak of is a little alter\'d, particularly she is made to tell her own tale in modester words than she told it at first; the copy which came first having been written in language, more like the one still in Newgate, than one grown pentitent and humble, as she afterwards pretends to be..."']	['Front']	
264652			1730	['Advertisement']	['Advertisement.']	['""This book having found very good acceptance...some ill-minded persons have printed a counterfeit impression in Duodecimo, therein falsifying the original...Let the buyer take heed of cheating himself, and encouraging such base practices, the true copy being sold by J.Osborne...J. King...and J. Hodge..."']	['Front']	
264652			1730	['Poem']	['The moral documents and considerations which are to be noted in this book.']	['Moral lessons, written in verse. Brackets and printed marginal notes indicate where examples of the lessons may be found in the book.']	['Front']	
264652			1730	['To the reader']	['To the reader.']	['Explains translational choices: ""...I thought it most convenient, by rejecting what was unseemly, rather to collect an abstract of the substance thereof in a plain and English phrase, than to have respect to the literal translation...The courteous reader will rather accept here of, with the affection as it is offered, than disdain my ability to offer it so perfect in all points as I would."']	['Front']	
264652			1730	['Poem']	['The sum and argument of this book.']	['""A lusty youth, in prime of years,--his father\'s only child,--who Theodorus had to name,--of courage stout and wild..."']	['Front']	
277617	Memoirs of Europe, towards the close of the eighth century. Written by Eginardus, secretary and favourite to Charlemagne; and done into English by the translator of The new Atalantis.	Manley	1710	['Dedication']	['To Isaac Bickerstaff, Esq;']	['Dedication includes letter from Richard Steele addressed to Mrs. Manley, regarding accusations that Steele is Bickerstaff and responsible for criticism of The new Atlantis in the Tattler. Dedications mocks Steele and satirizes fears of women writers. Transcription of first lines: ""Sir, As a dedication is of necessity towards the ornament of a work of this kind, I could not hesitate upon my choice, because experience (and the example of the Indians, who in the worship of their demons, consult only fear, which seems to be their strongest passion) has taught me to secure any one that might have been my hero, from the well-bred, further reflections, of so polite a pen as yours."" "']	['Front']	['v.1']
277617	Memoirs of Europe, towards the close of the eighth century. Written by Eginardus, secretary and favourite to Charlemagne; and done into English by the translator of The new Atalantis.	Manley	1710	['Preface']	['The preface.']	['Preface provides detailed story of the text\'s evolution and summary of the history which the text chronicles. Includes commentary on ""papists"" and "" the Royal Cause"". ""These following memoirs were found by me in my father\'s library, and much valu\'d by him for the merit of the author, and the scarcity of the book: He had met with it somewhere abroad, in his exile for the royal cause, having been oblig\'d by his articles at the Rendition of Colchester, to depart the kingdom. The French is so obsolete, that I have bestow\'d much pains and application to the work..."']	['Front']	['v.1']
277617	Memoirs of Europe, towards the close of the eighth century. Written by Eginardus, secretary and favourite to Charlemagne; and done into English by the translator of The new Atalantis.	Manley	1710	['Preface']	['The preface.']	['""The incouragement of my courteous readers have given Eginardus...has tempted me to make a traslation of the second volume...."']	['Front']	['v.2']
277617	Memoirs of Europe, towards the close of the eighth century. Written by Eginardus, secretary and favourite to Charlemagne; and done into English by the translator of The new Atalantis.	Manley	1710	['Errata']	['Errata.']		['Front']	['v.1', 'v.2']
277617	Memoirs of Europe, towards the close of the eighth century. Written by Eginardus, secretary and favourite to Charlemagne; and done into English by the translator of The new Atalantis.	Manley	1710	['Dedication']	["The French translator's epistle dedicatory to Louisa of Savoy, Countess of Angoulesm."]	['""Madam, the first volume of Eginardus having been sacred to Francis, our august monarch; the second wou\'d have esteem\'d it as an indignity, to have implor\'d protection from any but your highness..."']	['Front']	['v.1']
277617	Memoirs of Europe, towards the close of the eighth century. Written by Eginardus, secretary and favourite to Charlemagne; and done into English by the translator of The new Atalantis.	Manley	1710	['Preface']	['The preface.']	['""The incouragement my courteous readers have given Eginardus, in less than six months to take off so large an impression, and suffering him t come to a second edition, has tempted me to make a translation of the second volume, which I here present, with hopes it may prove less acceptable, for being more diverting. The entertainment being to a lady, there\'s not so much of the politick as in the first part, more of the gay...I...take leave, with grateful acknowledgement to my reader, for his favour and indulgence..."']	['Front']	['v.2']
289811		Gildon, Charles	1719	['Dedication']	['The epistle dedicatory to Sir Samuel Garth.']	['""Sir, I with some satisfaction lay hold of this opportunity, of paying my public acknowledgment to you, for a long series of favours and valuable services...Having therefore no room for the panegyrics of the times, I shall no longer detain either you or the reader..."']	['Front']	
289811		Gildon, Charles	1719	['Preface']	["Sir Roger de Whimsey's Preface."]	['""Gentle reader, For so I hope to to find thee...I come now to my qualifications as a writer..."']	['Front']	
289811		Gildon, Charles	1719	['Footnotes']		['Explanatory footnotes appear throughout work, especially p.308-339.']	['Middle']	
289811		Gildon, Charles	1719	['Table of contents']	['The contents.']	['Divided into Books I-IV, with page numbers corresponding to letters and brief letter titles.']	['Back']	
296576		Manley	1714	['Preface']	["Translator's preface."]	['""The French publisher has told his reader that \'the means by which he became master of the following papers, was by his being Gentleman of the Chambers to the young Chevalier D\'Aumont when he was in England with the ambassador of that name...The papers remained in his hands at the death of young D\'Aumont, which happen\'d by a fever, soon after his return to France. The English reader is desir\'d to take notice that the verses are not to be found in the French copy; but to make the book more perfect, care has been taken to transcribe them with great exactness from the English printed tragedy of the same author, yet extant among us. London, June 3d, 1714."']	['Front']	
296576		Manley	1714	['Introduction']	['The history of Rivella. Introduction.']	['""On one of those fine evenings that are so rarely to be found in England, the young Chevalier D\'Aumont, related to the duke of that name, was tkaing the air in the Somerset-House-Garden, and enjoying the cool breeze from the river..."']	['Front']	
986563-2		Heinsius, Nicolaas	1730	['Preface']	["The French translator's preface."]	['""The reader has here a new book in French, though sufficiently in Dutch for several years. It contains the adventures of one of my best friends, who took a pleasure in reciting them to me; and even to gratify him, I frequently desired him to repeat his narrative over again, which he had so often told with all the circumstances...At last I prevailed upon him so far as to dictate it to me in Dutch, adn to give me liberty to make what use of it I would it..."']	['Front']	['v.1']
986563-2		Heinsius, Nicolaas	1730	['Table of contents']	['The contents.']	['Two leaves, verso and recto. Divided into Book I-Book VI. Includes chapter; pagination; and brief description of plot in each chapter.']	['Front']	['v.1']
986563-2		Heinsius, Nicolaas	1730	['Table of contents']	['The contents.']	['One leaf, verso and recto. Divided into Book VII-Book XII. Includes chapter; pagination; and brief description of plot in each chapter.']	['Front']	['v.2']
986563-2		Heinsius, Nicolaas	1730	['Footnotes']		['Explanatory footnote, marked by asterisk, p.47']	['Middle']	['v.2']
991680		Behn, Aphra	1735	['Dedication']	['To Tho. Condon, Esq.']	['Dedication Part I. ""...Perhaps you\'ll be out of humour and, cry, Why the devil didst thou dedicate the letters of a Whig to me? But to make you amends, Sir, pray take notice, Sylvia is a true Tory in every part...Live then and love, thou gay, thou glorious young man, whom heaven has blest with all the sweets of life besides...live and be belov\'d by some dear maid, as nobly born as Sylvia, as witty and as gay and soft as she..."']	['Front']	
991680		Behn, Aphra	1735	['Preface']	['Argument']	['Provides summary of plot, historical context, and makes truth claim: ""After their flight, these letters were found in their cabinets, at their house at St. Denis, where they both liv\'d together, for the space of a year; and they are as exactly as possible plc\'d in the order they were sent, and were those suppos\'d to be written towards the latter end of their amours."']	['Front']	
991680		Behn, Aphra	1735	['Dedication']	['To Lemuel Kindgdon, esq;']	['""Sir, I beg you will give me leave to express my gratitude in some measure, for the favours I have received of you...For my part, I have only escap\'d fealing by the rebels, to starve more securely in my own native province of poetry..."']	['Front']	
102839	The power of sympathy: or, the triumph of nature. Founded in truth. In two volumes. Vol. I.		1789	['Dedication']		['""To the young ladies of United Columbia, these volumes intended to represent the specious causes, and to expose the fatal consequences, of seduction; [...]""', 'Dated: ""Boston, Jan. 1789."']	['Front']	['v.1']
102839	The power of sympathy: or, the triumph of nature. Founded in truth. In two volumes. Vol. I.		1789	['Preface']	['Preface.']	['""Novels have ever met with a ready reception into the libraries of the ladies, but this species of writing hath not been received with universal approbation: [...]"']	['Front']	['v.1']
102839	The power of sympathy: or, the triumph of nature. Founded in truth. In two volumes. Vol. I.		1789	['Footnotes']		['Footnotes on pp. 50, 51, and 113.']	['Middle']	['v.1']
106811-1	Arundel. By the author of the observer. Vol. I.	Cumberland, Richard	1789	['To the Reader']	['The editor to the reader.']	['""Candid and friendly reader, these letters, which I have presented to thee, hoping they may serve to amuse an hour or two of thy leisure, have been collected and arranged by me with some pains in the series as they now stand...."" Paratext is signed, ""Thy devoted friend and servant, R.C."']	['Back']	['v.2']
107682	Eugenius: or, anecdotes of the golden vale: an embellished narrative of real facts.	Graves, Richard	1786	['Dedication', 'To the Reader']	['To the fair reader.', 'Dedication.']	['""Madam, you are probably one of those exalted beings, who, not content with subduing mankind by the brilliancy of your eyes, and other female attractions, are for encountering us at our own weapons, of profound erudition and universal reading."']	['Front']	['v.1']
107682	Eugenius: or, anecdotes of the golden vale: an embellished narrative of real facts.	Graves, Richard	1786	['Footnotes']		['Found on pages: iv, 4, 6, 7, 11, 25, 97, 116-117', 'Footnote on page 97 is in Greek']	['Front', 'Middle']	['v.1']
107682	Eugenius: or, anecdotes of the golden vale: an embellished narrative of real facts.	Graves, Richard	1786	['Footnotes']		['Found on page 246']	['Middle']	['v.2']
1295841	Secret history; or, the horrors of St. Domingo, in a series of letters, written by a lady at Cape Francois, to Colonel Burr, late Vice-President of the United States, principally during the command of General Rochambeau.	Hassal, Mary	1808	['Preface']	['Preface.']	['""I am fearful of having been led into an error by my friends, when taught by them to believe that I could write something which would interest and please; and it was chiefly with a view to ascertain what confidence I might place in their kind assurances on this subject, that I collected and consented, though reluctantly, to the publication of these letters."']	['Front']	
3980197	The novelist's magazine. Vol. II. Containing Solyman and Almena, The vicar of Wakefield, Roderick Random, Zadig, and The devil upon two sticks.	Smollett, Tobias George	1780	['Preface']	['The preface.']	['""Of all kinds of satire, there is none so entertaining and universally improving, as that which is introduced, as it were, occasionally, in the course of an interesting story, which brings every incident home to life; and by representing familiar scenes in an uncommon and amusing point of view, invests them with all the graces of novelty, while nature is appealed to in every particular."']	['Front']	
3980197	The novelist's magazine. Vol. II. Containing Solyman and Almena, The vicar of Wakefield, Roderick Random, Zadig, and The devil upon two sticks.	Smollett, Tobias George	1780	['Other']	['Apologue.']	['""A young painter indulging a vein of pleasantry, sketched a kind of conversation-piece, representing a bear, an owl, a monkey, and an ass; and to render it more striking, humorous, and moral, distinguished every figure by some emblem of human life."']	['Front']	
3980197	The novelist's magazine. Vol. II. Containing Solyman and Almena, The vicar of Wakefield, Roderick Random, Zadig, and The devil upon two sticks.	Smollett, Tobias George	1780	['Footnotes']		['Two footnotes explain nautical terminology on pp. 90 and 120.']	['Middle']	
145817	Fables of Aesop and other eminent mythologists: with morals and reflections. By Sir Roger L'Estrange Kt. The eighth edition corrected.		1738	['Preface']	['The preface.']	['""We have had the history of Aesop so many times over and over, and dress\'d up so many several ways, that it would be but labour lost to multiply unprofitable conjectures upon a tradition of so great uncertainty."']	['Front']	
145817	Fables of Aesop and other eminent mythologists: with morals and reflections. By Sir Roger L'Estrange Kt. The eighth edition corrected.		1738	['Table of contents']	['An alphabetical table, referring to the number of respective fables.']	['Appears after the end of the ""Life of Aesop"" (p.33)"']	['Middle']	
148307	Fatal obedience, or, The history of Mr. Freeland. In two volumes. Vol. I.		1780	['Introduction']	['Introductory letter, from a father to his children.']	['Attributed to T. Wilmot. Transcription: ""My dear children, Ye are now all of an age to listen to the dictates of reason, and to pay a proper attention, to the instructions of wisdom; but as the most salutary admonitions may appear dull and prove tedious, when too frequently repeated, thought repeated by him who is, you may be assured, your sincerest friend, I have chosen to recommend a very remarkable history to your perusal, written by a gentleman with whom I became acquainted when I was last in Sommersetshire."']	['Front']	['v.1']
148307	Fatal obedience, or, The history of Mr. Freeland. In two volumes. Vol. I.		1780	['Advertisement']	['Advertisement.']	['Transcription: A descendant from the gentleman who wrote the foregoing introductory letter to the following history, imagining that, as all the parties concerned in it are now dead, he may venture to publish it without giving any offence to any person whatsoever, has pu it into the editor""s hands for publication; because he flatters himself that a perusal of it will afford entertainment and instruction."']	['Front']	['v.1']
157471	The adventures of a hackney coach. The third edition corrected.		1781	['Dedication']	['To the right honorable Lady Craven.']	['""Madam, chance put into my hand an old worn-out pen of Yorick\'s; -- I gazed on it with the enthusiasm that took possession of your Ladyship\'s bosom, when his recording angel entranc\'d your attention!"']	['Front']	['v.1']
157471	The adventures of a hackney coach. The third edition corrected.		1781	['Table of contents']	['Contents.']	['""The two ladies, Page 1"']	['Front']	['v.1']
157471	The adventures of a hackney coach. The third edition corrected.		1781	['Preface']	['Preface to the third edition.']	['""When I sat down to collect the particulars of the following work, the uncommon success of which stimulates me to a continuation, which will be ready for my numerous readers in a short time, I examined every character introduced with the equitable eye of justice.""', 'The majority of the preface defends the author\'s depiction of the actor Garrick in an episode from the novel."']	['Front']	['v.1']
157471	The adventures of a hackney coach. The third edition corrected.		1781	['Conclusion']	['Conclusion.']	['""If my readers should think my first appearance respectable,--I shall present them with another volume some time hence; at present I must retire to get a set of new wheels, and some embellishment."']	['Back']	['v.1']
157471	The adventures of a hackney coach. The third edition corrected.		1781	['Dedication']	['To her grace Mary Isabella, Duchess of Rutland.']	['""Madam, when a genius the most powerful guided the pen that solicits your patronage for the following pages, it was invariably dedicated to virtue and the inestimable qualities that ennoble and endear."']	['Front']	['v.2']
157471	The adventures of a hackney coach. The third edition corrected.		1781	['Advertisement']	['Advertisement.']	['""I cannot publish this volume without presenting the warmest effusions of gratitude to the readers of my first volume."']	['Front']	['v.2']
157471	The adventures of a hackney coach. The third edition corrected.		1781	['Table of contents']	['Contents.']	['""The gambler - 9"']	['Front']	['v.2']
157471	The adventures of a hackney coach. The third edition corrected.		1781	['Footnotes']	['Middle']	['Example: ""a few grunter\'s gigs"" footnoted ""A cant term for shillings"" (147)."']	['Front']	['v.1', 'v.2']
157475	The adventures of a hackney coach.		1781	['Dedication']	['To the right honorable Lady Craven.']	['""Madam, chance put into my hand an old worn-out pen of Yorick\'s; -- I gazed on it with the enthusiasm that took possession of your Ladyship\'s bosom, when his recording angel entranc\'d your attention!"']	['Front']	
157475	The adventures of a hackney coach.		1781	['Preface']	['Preface to this edition.']	['""When I sat down to collect the particulars of the following work, the uncommon success of which stimulates me to a continuation, which will be ready for my numerous readers in a short time, I examined every character introduced with the equitable eye of justice."" Preface runs from pages xi-xix"']	['Front']	
157475	The adventures of a hackney coach.		1781	['Table of contents']	['Contents.']	['Includes 36 chapter headings']	['Front']	
157475	The adventures of a hackney coach.		1781	['Conclusion']	['Conclusion.']	['""If my readers should think my first appearance respectable,--I shall present them with another volume some time hence; at present I must retire to get a set of new wheels, and some embellishment."" Conclusion is written in the voice of the coach"']	['Back']	
157475	The adventures of a hackney coach.		1781	['Footnotes']		['Footnotes on pages 48, 50, 138, 214']	['Middle']	
157778	The man of the world. A new work of entertainment, by Mr. Mackenzie, of Edinburg. Author of Julia de Roubigne, and of the Man of feeling. The first volume.	Mackenzie, Henry	1783	['Introduction']	['Introduction.']	['""Though the world is but little concerned to know, in what situation the author of any performance that is offered to its perusal may be, yet I believe it is generally solicitous to learn some circumstances relating to him: [...]"']	['Front']	['v.1']
157778	The man of the world. A new work of entertainment, by Mr. Mackenzie, of Edinburg. Author of Julia de Roubigne, and of the Man of feeling. The first volume.	Mackenzie, Henry	1783	['Introduction']		['Located before title page v.3. ""I was born to a life of wandering, yet my heart was ever at home!..."']	['Middle']	['Introduction, to the third volume, of the man of the world.', 'v.3']
158787	Burton-Wood. In a series of letters. By a lady. Volume I.	Mackenzie, Anna Maria	1783	['To the Reader']	['To the readers,']	['""Ladies and gentlemen, deeply impressed with a lively sense of the favours the author has received from her numerous friends, she cannot restrain the effusions of a grateful heart, which prompts her to acknowledge in this public manner, the greatness of the obligation."']	['Front']	['v.1']
158787	Burton-Wood. In a series of letters. By a lady. Volume I.	Mackenzie, Anna Maria	1783	['Footnote']	['Marked by an asterisk.']	['Located on page 68, 104, 129, 140']	['Middle']	['v.1', 'v.2']
158810	Maria; or, the generous rustic.	Berkeley, George Monck	1784	['Dedication']	['Dedication.']	['""To Almeria, who possesses every virtue that adorned the unfortunate Maria, are the following sheets inscribed:--whilst that she may experience a milder fate, is the sincerest wish of the author."']	['Front']	
158810	Maria; or, the generous rustic.	Berkeley, George Monck	1784	['Preface']	['Preface.']	['""The unfortunate have a strong claim to every service we can render them...Not having the happiness of knowing the Marquis of Clerville or his Maria, I had it not in my power to attempt an alleviation of their sorrows.--If I had, my attempt might nit have been crowned with success. But many are the revolving years that have elapsed since Clerville and Maria ceased to sigh. The only attention I can now pay the illustrious pair, is to perpetuate their unhappy fate..."']	['Front']	
158810	Maria; or, the generous rustic.	Berkeley, George Monck	1784	['Poem']	['Epitaph on the tomb of Clerville and Maria. Written by the Baron Fitzou.']	['""Pass not. Here Clerville and Maria sleep.--Sad pair! ye ceas\'d at once to live and weep...."']	['Back']	
158817	The History of Eliza Warwick. In two volumes. Vol. I.		1778	['To the reviewer']	['To the reviewers.']	['""Gentlemen, to your protection I offer a work...I beg leave to dedicate my first production to a set of gentlemen, whose sentiments I esteem, whose abilities I admire."']	['Front']	['v.1']
161843	The rencontre: or, transition of a moment. A novel; in a series of letters. By a lady in two volumes. Vol. I.	Gwynn, Albinia	1785	['Preface', 'First line: ""A preface, my good Sir!"']	['Preface.']		['Front']	['v.1']
161978	Tartarian tales; or, a thousand and one quarters of hours.	Gueullette, Thomas-Simon	1785	['Dedication']	['To his Royal Highness the Duke of Chartres.']	['""My Lord, the books I take leave to present to your Royal Highness is of the nature of those which are improving as well as entertaining.""', 'Concludes with what is transcribed as follows: ""My Lord, Your Royal Highness\'s most humble, most obedient, and most respectful servant, T.S. Gueulette."']	['Front']	
162468	The adventures of Gil Blas of Santillane. A new translation. By the author of Roderick Random. Adorned with cuts, neatly engraved. In four volumes. The sixth edition. Volume I.	Le Sage, Alain-RenÈ	1785	['Table of contents']	['The contents of volume I. Book I.']	['""Chap. I. Of the birth and education of Gil Blas,"']	['Front']	['v.1']
162468	The adventures of Gil Blas of Santillane. A new translation. By the author of Roderick Random. Adorned with cuts, neatly engraved. In four volumes. The sixth edition. Volume I.	Le Sage, Alain-RenÈ	1785	['Table of contents']	['The contents of volume II. Book IV.']	['""Chap. I. Gil Blas being disgusted at the irregularities of the actresses, quits the service of the Arsenia and gets into a more creditable family"']	['Front']	['v.2']
162468	The adventures of Gil Blas of Santillane. A new translation. By the author of Roderick Random. Adorned with cuts, neatly engraved. In four volumes. The sixth edition. Volume I.	Le Sage, Alain-RenÈ	1785	['Table of contents']	['The contents of volume III. Book VII.']	['""Chap. I. The amours of Gil Blas and dame Lorenza Sephora"']	['Front']	['v.3']
162468	The adventures of Gil Blas of Santillane. A new translation. By the author of Roderick Random. Adorned with cuts, neatly engraved. In four volumes. The sixth edition. Volume I.	Le Sage, Alain-RenÈ	1785	['Table of contents']	['The contents of volume IV. Book X.']	['""Chap. I. Gil Blas sets out for the Asturias; passes through Valladolid, where he visits his old master doctor Sangrado, and meets, by accident, with Signior Manuel Ordonnez, director of the hospital"']	['Front']	['v.4']
162468	The adventures of Gil Blas of Santillane. A new translation. By the author of Roderick Random. Adorned with cuts, neatly engraved. In four volumes. The sixth edition. Volume I.	Le Sage, Alain-RenÈ	1785	['Preface']	["The author's declaration"]	['""As there are some people who cannot read without making applications of the vicious and ludicrous characters they meet with in works of this kind, I declare to these mischievous readers, that they will be to blame, if they apply any of the pictures drawn in this book.""', 'Interesting direct reference to the nature of fiction; ""I publickly own that my purpose is to represent life as we find it: but God forbid that I should undertake to delineate any man in particular!"']	['Front']	['v.1']
162468	The adventures of Gil Blas of Santillane. A new translation. By the author of Roderick Random. Adorned with cuts, neatly engraved. In four volumes. The sixth edition. Volume I.	Le Sage, Alain-RenÈ	1785	['To the reader']	['Gil Blas to the reader']	['""Gentle reader, before thou hearest the history of my life, give me leave to entertain thee with a short story.""', 'Claims to have been written by fictional main character, Gil Blas."']	['Front']	['v.1']
162468	The adventures of Gil Blas of Santillane. A new translation. By the author of Roderick Random. Adorned with cuts, neatly engraved. In four volumes. The sixth edition. Volume I.	Le Sage, Alain-RenÈ	1785	['Footnotes']		['Explanatory footnotes found throughout all four volumes']	['Middle']	['v.1', 'v.2', 'v.3', 'v.4']
162472	The confessions of a coquet. A novel. In a series of letters.		1785	['Preface']	['Preface.']	['""Before it was determined that the following letters should be exhibited in an English dress to the public, the translator often turned in his mind their tendency, and the probable reception they might receive on their introduction.""', 'The author of the preface claims to be friends with the authors of the letters, and addresses part of the preface to them specifically."']	['Front']	
162474	Memoirs and adventures of a flea; in which are interspersed many humorous characters and anecdotes. In Two Volumes. Volume I.		1785	['Table of contents']	['Contents of the first volume.']	['Chapter two description contains an excerpt from Othello, which also appears as the heading to Chapter two, on page 20. Transcription ""Wherein I speak of most disastrous chances;---of moving accidents by flood and field;---of hair-breath \'scapes in the immminent deadly---breach;---of being taken by the insolent foe---and sold to slavery; of my redemption thence,---And \'portance of my travels history;---wherein of antres vast, and deserts wild,---rough quarries, rocks and hills---it was my hint to speak."']	['Front']	['v.1']
162474	Memoirs and adventures of a flea; in which are interspersed many humorous characters and anecdotes. In Two Volumes. Volume I.		1785	['Table of contents']	['Contents of the second volume.']		['Front']	['v.2']
162481	Cynthia with the tragical account of the unfortunate loves of Almerin and Desdemona: being, a novel. Illustrated with variety of the chances of fortune; moralized with many useful observations, drawn from thence, whereby the reader may reap both pleasure and profit.		1785	['To the reader']	['To the reader.']	['Transcription: ""Curteous reader, If study be the soul of understanding, would you not be understanding?"" To the reader includes inset marginal notes."']	['Front']	
162481	Cynthia with the tragical account of the unfortunate loves of Almerin and Desdemona: being, a novel. Illustrated with variety of the chances of fortune; moralized with many useful observations, drawn from thence, whereby the reader may reap both pleasure and profit.		1785	['Poem']	['After a storm the sun more bright appears...']	['The text is partially obscured; first line obtained from Google Books']	['Back']	
162682	Novelettes moral and sentimental partly original and partly compiled by the late T Potter. Surgeon at North Shields, upon Newcastle upon Tyne.	Potter, T.	1785	['Table of contents']	['Contents.']		['Front']	
162682	Novelettes moral and sentimental partly original and partly compiled by the late T Potter. Surgeon at North Shields, upon Newcastle upon Tyne.	Potter, T.	1785	['Introduction']	['Portraits of the Human Mind &c. &c. Introduction']	['""The curate of a little village, one day, on ascending the pulpit found his prayer-book all worm eaten."']	['Front']	
164000	Emma Corbett or the miseries of civil war---the fourth edition---vol. I	Pratt	1781	['Dedication']	['To Dr. Delacour.']	['""Sir, I am not going to ascribe to you a miracle....I do, in the most solemn manner, believe, you were the means of saving me, in the summer of 1779 from death.""', 'Located after pg. 198 because of a binding error. Dated ""Bath, February, 1781"']	['Middle']	['v.1']
164000	Emma Corbett or the miseries of civil war---the fourth edition---vol. I	Pratt	1781	['Footnotes']		['Footnotes located on 143,144.']	['Middle']	['v.1']
164000	Emma Corbett or the miseries of civil war---the fourth edition---vol. I	Pratt	1781	['Footnotes']		['Footnote located on 209: ""The author of Emma Corbett is indebted for this monumental tribute to an elegant and tender friend"']	['Back']	['v.2']
164000	Emma Corbett or the miseries of civil war---the fourth edition---vol. I	Pratt	1781	['Poem']	['Inscription for the monument of Emma.']	['""Ah pass not yet. If thou dist ever know - the tenderest touches of impassion\'d woe!..."']	['Back']	['v.2']
164383		FeÃÅnelon, FrancÃßois de Salignac de La Mothe-	1785	['Footnotes']		['Many footnotes throughout']	['Middle']	
164383		FeÃÅnelon, FrancÃßois de Salignac de La Mothe-	1785	['Essay']	['An essay on epic poetry; particularly with respect to the adventures of telemachus, written by Francis Salignac de la Motte Fenelon, late archbishop of Cambray, in the French Netherlands.']		['Back']	
164383		FeÃÅnelon, FrancÃßois de Salignac de La Mothe-	1785	['Memoir']	['Memoirs of the life of Francis Salignac de la Motte Fenelon, late Archbishop and Duke of Cambray, &c. and author of the celebrated Adventures of Telemachus.']		['Back']	
164383		FeÃÅnelon, FrancÃßois de Salignac de La Mothe-	1785	['Eulogy']	['Eulogy of Francis salignac de la Motte Fenelon, late Archbishop and Duke of Cambray, &c. and author of the celebrated Adventures of Telemachus.']	['Under title reads: ""[From the French of M. D\'Alembert.]"']	['Back']	
164383		FeÃÅnelon, FrancÃßois de Salignac de La Mothe-	1785	['Index']	['Index.']		['Back']	
164383		FeÃÅnelon, FrancÃßois de Salignac de La Mothe-	1785	['Errata']	['Errata.']		['Back']	
164383		FeÃÅnelon, FrancÃßois de Salignac de La Mothe-	1785	['Other']	["Directions to the book-binder for placing the elegant copper-plates belonging to Melmoth's complete edition of Telemachus."]		['Back']	
1688620	The history of Count Gleichen, a German nobleman, who received permission from Pope Gregory IX. To have two wives at the same time. Translated from the French of Arnaud.	Arnaud, FrancÃßois-Thomas-Marie de Baculard d\'	1786	['Footnotes']		['Footnotes throughout text. Some are multipage length, example p204-215']	['Middle']	
1799929	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, and then a captain of several ships. Vol. I.	Swift, Jonathan	1726	['Table of contents']		['Lists the title of each of the four parts of the novel.']	['Front']	['v.1']
1799929	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, and then a captain of several ships. Vol. I.	Swift, Jonathan	1726	['Table of contents']	['The contents']	['Numbers chapters and provides summary of each. ""Chap. I. The author gives some account of himself and family: his first inducements to travel."']	['Front']	['v.1']
1799929	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, and then a captain of several ships. Vol. I.	Swift, Jonathan	1726	['Table of contents']	['The contents']	['Numbers chapters and provides summary of each. ""Chap. I. A great storm described; the longboat sent to fetch water; the author goes with it to discover the countrey."']	['Middle']	['v.1']
